dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)	T (11)	dT (11)	Base Mean (11)	Body Mean (11)	Proj Mean (11)	Tip Mean (11)	Tip Th Mean (11)	Length (11)	dL (11)	DCTM (11)	DCBM (11)
27.000	28.000	27.000	181.881	338.579	133.332	117.935	125.087	6.816	-0.111	0.035	0.145	28.000	27.000	163.815	338.579	133.110	128.222	137.304	2.465	-0.119	0.071	0.129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.000	27.000	153.545	338.579	128.378	112.138	117.650	6.184	-0.111	0.032	0.142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.000	27.000	152.256	338.579	120.846	127.684	143.143	9.380	-0.241	-0.122	0.177	38.000	27.000	175.067	332.002	130.100	115.633	124.158	3.723	-0.084	-0.102	0.000	42.000	27.000	138.741	328.176	124.158	115.314	119.630	6.014	0.371	0.065	-0.262	53.000	27.000	148.795	323.993	125.381	117.000	123.571	6.104	0.406	0.102	-0.206	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	27.000	177.607	328.382	127.317	118.667	129.308	4.513	0.111	0.083	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
28.000	29.000	28.000	198.909	338.470	136.380	120.033	126.800	7.332	0.517	0.055	-0.379	29.000	28.000	154.633	338.470	129.603	124.824	138.312	2.381	-0.084	-0.123	0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.000	28.000	159.909	338.470	129.736	113.424	119.100	6.482	0.298	-0.104	-0.395	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.000	28.000	128.519	338.470	118.381	121.303	141.125	7.957	-1.423	-0.092	0.975	39.000	28.000	172.070	329.786	130.146	119.806	126.143	3.593	-0.130	-0.041	0.009	43.000	28.000	136.630	325.711	122.048	116.568	124.458	5.494	-0.520	-0.065	0.457	54.000	28.000	155.925	320.221	125.469	115.500	132.833	6.280	0.176	0.206	0.040	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	28.000	168.929	319.554	128.831	118.964	134.111	4.383	-0.130	0.000	0.083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
29.000	30.000	29.000	181.750	341.903	136.828	123.931	128.696	7.168	-0.165	0.055	0.234	30.000	29.000	158.389	341.903	128.996	124.237	135.368	2.354	-0.027	-0.065	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.000	29.000	157.970	341.903	131.325	115.031	118.792	6.271	-0.211	-0.291	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.000	29.000	161.156	341.903	123.270	120.194	142.067	8.630	0.674	-0.128	-0.563	40.000	29.000	172.778	330.043	129.254	116.600	124.421	3.374	-0.219	-0.353	-0.040	44.000	29.000	136.259	322.736	122.496	115.147	123.944	5.819	0.325	-0.000	-0.325	55.000	29.000	152.225	323.768	125.003	115.412	128.250	6.215	-0.065	0.228	0.267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	29.000	184.786	321.689	132.542	121.724	135.200	4.670	0.287	0.144	-0.083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
30.000	31.000	30.000	171.643	337.488	133.513	118.844	124.192	7.065	-0.103	0.125	0.145	31.000	30.000	150.513	337.488	128.607	122.941	131.800	2.270	-0.084	-0.007	0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.000	30.000	147.667	337.488	133.297	124.457	148.727	3.908	-2.364	-1.392	0.945	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.000	30.000	168.778	337.488	125.176	117.514	127.091	8.879	0.249	-0.133	-0.374	41.000	30.000	171.711	329.527	129.701	118.303	122.731	3.244	-0.130	-0.131	-0.039	45.000	30.000	145.033	325.326	125.717	116.800	123.950	6.217	0.398	0.065	-0.262	56.000	30.000	167.000	326.394	127.265	121.207	130.929	6.632	0.417	0.082	-0.267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	30.000	170.258	323.811	130.553	118.571	132.143	4.678	0.008	0.000	0.021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
31.000	32.000	31.000	179.023	337.130	136.757	116.710	121.929	7.470	0.406	0.090	-0.234	32.000	31.000	153.300	337.130	130.047	123.500	129.435	2.064	-0.206	0.057	0.187	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.000	31.000	139.939	337.130	128.653	121.657	130.125	3.188	-0.720	-0.170	0.395	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.000	31.000	153.756	337.130	122.988	121.355	136.778	7.984	-0.896	-0.134	0.656	42.000	31.000	178.868	328.176	133.442	116.233	127.143	3.298	0.054	-0.183	-0.358	46.000	31.000	132.519	322.413	120.634	116.118	124.176	5.124	-1.094	0.067	1.038	57.000	31.000	166.600	325.048	125.846	117.367	130.667	6.502	-0.130	-0.041	0.020	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	31.000	164.500	325.623	130.659	119.667	127.350	4.532	-0.146	-0.103	0.041	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
32.000	33.000	32.000	169.405	339.508	136.853	118.000	132.556	7.470	0.000	0.145	0.090	33.000	32.000	149.056	339.508	130.713	125.171	133.048	1.899	-0.165	-0.065	0.135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.000	32.000	154.308	339.508	133.748	123.727	133.333	3.762	0.574	-0.139	-0.662	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.000	32.000	165.091	339.508	127.480	121.294	131.652	8.619	0.636	-0.041	-0.619	43.000	32.000	180.610	325.711	132.566	118.773	126.778	3.317	0.019	-0.140	-0.135	47.000	32.000	135.179	325.468	120.708	116.571	125.095	5.754	0.631	8.227E-4	-0.456	58.000	32.000	160.049	326.680	125.452	117.226	124.773	6.280	-0.222	-0.021	0.247	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	32.000	176.031	326.408	130.441	122.448	127.200	4.670	0.138	0.061	-0.083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
33.000	34.000	33.000	178.214	339.225	139.227	116.296	123.643	7.608	0.138	0.180	0.055	34.000	33.000	178.368	339.225	141.926	123.152	133.000	2.818	0.919	0.044	-0.726	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.000	33.000	145.528	339.225	130.753	120.400	129.957	3.123	-0.639	-0.256	0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.000	33.000	161.929	339.225	127.151	119.485	131.450	8.370	-0.249	-0.132	-0.000	44.000	33.000	181.026	322.736	132.056	116.414	126.417	3.379	0.062	0.140	0.004	48.000	33.000	134.741	322.711	120.203	118.893	127.364	5.403	-0.352	0.065	0.195	59.000	33.000	166.149	325.485	127.578	124.059	136.400	6.288	0.008	-0.061	-0.021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	33.000	170.679	326.826	128.264	116.571	126.267	4.291	-0.379	-0.206	0.082	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
34.000	35.000	34.000	166.500	338.658	145.937	116.933	125.231	7.256	-0.352	0.054	0.343	35.000	34.000	180.821	338.658	135.459	126.515	140.467	2.642	-0.176	0.009	-0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.000	34.000	140.148	338.658	132.418	122.944	135.412	1.826	-1.297	-0.139	0.983	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.000	34.000	150.909	338.658	124.617	122.188	130.850	8.095	-0.276	-0.091	0.234	45.000	34.000	173.229	325.326	129.633	113.778	123.615	3.306	-0.073	0.000	0.043	49.000	34.000	141.037	323.073	124.133	120.806	131.941	5.617	0.214	-0.128	-0.262	60.000	34.000	155.447	326.951	123.280	116.594	128.533	5.818	-0.471	-0.061	0.288	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	34.000	176.733	325.974	132.614	123.594	127.826	3.193	-1.098	-1.136	-0.126	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
35.000	36.000	35.000	179.349	338.375	149.243	118.414	124.882	8.087	0.831	0.180	-0.613	36.000	35.000	189.000	338.375	136.284	128.441	140.111	2.696	0.054	-0.057	-0.113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	35.000	135.778	338.375	133.034	125.600	139.944	1.677	-0.149	-0.128	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	35.000	156.267	338.375	124.063	114.543	130.444	8.325	0.230	-0.079	-0.286	46.000	35.000	174.947	322.413	130.379	116.321	120.435	3.252	-0.054	-0.084	0.049	50.000	35.000	144.152	324.524	121.600	118.382	126.389	6.014	0.398	-0.065	-0.457	61.000	35.000	154.219	325.939	123.942	116.938	125.818	5.152	-0.666	-0.226	0.349	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.000	35.000	180.786	325.689	129.376	116.750	117.220	3.128	-0.065	0.000	0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
36.000	37.000	36.000	172.000	335.330	149.717	116.167	121.636	7.800	-0.287	0.090	0.379	37.000	36.000	177.267	335.330	134.326	123.086	138.158	2.658	-0.038	0.026	0.108	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	36.000	137.667	335.330	134.000	124.294	136.143	1.306	-0.371	-0.072	0.266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	36.000	155.119	335.330	125.929	117.167	124.048	8.527	0.203	0.039	-0.247	47.000	36.000	178.171	325.468	133.428	117.769	122.208	3.271	0.019	-0.041	-0.051	51.000	36.000	140.788	325.863	121.795	116.286	123.667	6.164	0.149	0.065	-0.065	62.000	36.000	157.194	321.022	123.559	115.067	125.312	4.892	-0.260	-0.123	0.123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.000	36.000	179.179	324.927	129.585	115.900	123.941	2.963	-0.165	-0.142	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
37.000	38.000	37.000	185.511	332.002	130.943	114.429	121.158	5.679	-2.121	0.107	2.089	38.000	37.000	174.970	332.002	136.606	128.333	146.455	2.769	0.111	0.028	-0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	37.000	138.036	332.002	127.324	120.719	127.842	0.962	-0.344	0.064	0.449	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	37.000	158.133	332.002	124.758	114.742	122.950	9.147	0.620	0.182	-0.286	48.000	37.000	186.132	322.711	134.400	118.531	126.190	3.168	-0.103	-0.133	-0.083	52.000	37.000	139.487	325.844	120.498	113.294	124.571	6.366	0.203	-0.000	-0.130	63.000	37.000	157.655	326.106	124.734	118.250	128.467	4.494	-0.398	-0.061	0.206	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	37.000	175.679	332.195	131.966	118.125	126.412	2.879	-0.084	-0.078	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
38.000	39.000	38.000	195.413	329.786	135.154	121.000	131.357	5.993	0.314	0.108	-0.181	39.000	38.000	175.394	329.786	134.590	134.343	141.111	2.685	-0.084	-0.056	0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	38.000	139.393	329.786	128.366	125.303	134.867	0.777	-0.185	-0.063	0.189	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	38.000	152.048	329.786	123.316	117.375	122.033	9.182	0.035	0.182	0.052	49.000	38.000	187.258	323.073	134.185	117.774	124.524	2.927	-0.241	-0.193	-0.048	53.000	38.000	136.767	323.993	123.864	118.758	129.400	6.366	0.000	0.065	-0.000	64.000	38.000	150.464	327.773	122.316	115.167	123.737	4.318	-0.176	0.083	0.289	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.000	38.000	169.321	314.194	130.684	121.069	136.000	2.898	0.019	0.016	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
39.000	40.000	39.000	182.667	330.043	131.674	117.357	122.217	6.104	0.111	0.054	-0.054	40.000	39.000	177.774	330.043	134.424	130.000	145.050	2.739	0.054	0.000	-0.070	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	39.000	129.074	330.043	121.815	121.261	126.000	0.580	-0.198	0.063	0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	39.000	156.385	330.043	126.066	122.000	134.923	9.450	0.268	0.222	-0.000	50.000	39.000	184.882	324.524	133.128	118.741	126.133	3.095	0.168	-0.009	-0.101	54.000	39.000	136.212	320.221	123.247	123.622	131.345	6.313	-0.054	-0.130	-0.065	65.000	39.000	160.290	327.926	124.407	113.900	121.571	4.586	0.268	0.084	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	121.000	39.000	168.667	315.054	129.936	121.059	129.455	2.676	-0.222	-0.078	0.141	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
40.000	41.000	40.000	178.848	329.527	132.117	119.179	121.407	6.269	0.165	0.037	-0.127	41.000	40.000	168.909	329.527	133.569	129.625	137.148	2.693	-0.046	-0.090	-0.036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	40.000	128.393	329.527	121.074	120.750	130.600	0.584	0.004	0.065	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	40.000	158.500	329.527	125.562	114.519	125.667	9.339	-0.111	0.122	0.142	51.000	40.000	172.595	325.863	131.018	117.844	124.722	3.011	-0.084	0.039	0.131	55.000	40.000	126.111	323.768	120.576	117.667	125.571	5.839	-0.474	0.065	0.456	66.000	40.000	157.148	327.619	125.231	115.679	121.941	4.337	-0.249	0.061	0.227	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
41.000	42.000	41.000	182.209	328.176	135.166	117.406	128.286	6.361	0.092	0.128	0.037	42.000	41.000	190.579	328.176	134.236	126.550	149.357	2.904	0.211	0.000	-0.181	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	41.000	129.741	328.176	123.594	123.677	132.688	0.626	0.042	0.063	0.047	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	41.000	148.704	328.176	124.683	116.345	123.812	9.163	-0.176	0.175	0.283	52.000	41.000	182.189	325.844	133.885	117.517	122.542	3.057	0.046	-0.043	-0.092	56.000	41.000	139.704	326.394	123.119	120.647	130.000	6.274	0.436	0.129	-0.260	67.000	41.000	158.865	327.743	123.710	116.182	122.043	4.678	0.341	0.167	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
42.000	43.000	42.000	183.178	325.711	135.847	121.400	128.727	6.812	0.452	0.038	-0.416	43.000	42.000	183.613	325.711	136.059	128.314	140.762	2.812	-0.092	0.015	0.068	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	42.000	129.370	325.711	121.684	121.824	132.167	0.561	-0.064	0.000	0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	42.000	148.710	325.711	125.048	116.400	121.346	9.220	0.057	-0.008	0.042	53.000	42.000	193.026	323.993	135.792	118.933	129.125	3.122	0.065	0.003	-0.047	57.000	42.000	133.481	325.048	123.098	121.000	128.600	6.267	-0.008	0.130	0.065	68.000	42.000	158.595	329.715	124.000	115.467	123.550	4.827	0.149	0.266	0.122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
43.000	44.000	43.000	183.022	322.736	135.032	114.065	120.941	6.931	0.119	0.053	-0.038	44.000	43.000	174.806	322.736	135.387	130.161	148.571	2.598	-0.214	-0.102	0.051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	43.000	125.815	322.736	118.278	117.824	123.091	0.496	-0.065	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	43.000	148.429	322.736	125.579	117.741	122.737	8.757	-0.463	0.227	0.609	54.000	43.000	182.886	320.221	134.865	118.438	128.067	2.939	-0.184	-0.138	2.475E-15	58.000	43.000	130.222	326.680	121.398	119.848	129.550	6.137	-0.130	0.065	0.194	69.000	43.000	161.426	326.017	125.547	116.964	125.938	4.873	0.046	0.182	0.182	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
44.000	45.000	44.000	187.733	325.326	136.028	111.269	119.571	7.383	0.452	0.091	-0.325	45.000	44.000	177.516	325.326	135.781	125.471	137.217	2.690	0.092	0.051	-0.040	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	44.000	129.815	325.326	122.654	123.208	140.167	0.561	0.064	0.000	-0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	44.000	142.129	325.326	125.448	116.000	123.444	9.193	0.436	0.317	-0.000	55.000	44.000	189.103	323.768	138.792	122.875	136.600	2.984	0.046	-2.505E-15	-2.505E-15	59.000	44.000	139.500	325.485	124.931	119.143	127.208	6.794	0.658	0.001	-0.588	70.000	44.000	155.733	329.640	122.263	114.633	122.900	4.735	-0.138	0.122	0.205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
45.000	46.000	45.000	176.956	322.413	133.949	117.000	123.591	7.567	0.184	0.091	-0.091	46.000	45.000	179.529	322.413	136.379	126.294	135.125	2.839	0.149	-0.003	-0.127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	45.000	128.926	322.413	118.450	118.211	123.900	0.561	5.798E-4	0.000	0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	45.000	148.511	322.413	123.000	116.656	128.625	9.193	0.000	0.144	0.362	56.000	45.000	185.306	326.394	135.044	123.594	136.833	3.023	0.038	-0.036	0.043	60.000	45.000	141.455	326.951	121.423	116.806	125.647	6.783	-0.011	-6.770E-4	0.065	71.000	45.000	149.619	324.491	123.374	114.700	127.538	4.429	-0.306	0.182	0.509	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
46.000	47.000	46.000	173.721	325.468	133.845	118.207	125.333	7.732	0.165	0.091	-0.143	47.000	46.000	173.065	325.468	135.907	128.257	143.647	2.682	-0.157	0.000	0.155	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	46.000	137.148	325.468	127.750	121.882	129.739	0.778	0.217	-0.064	-0.523	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	46.000	141.833	325.468	123.315	118.108	126.600	9.120	-0.073	-0.044	0.044	57.000	46.000	175.270	325.048	137.285	124.743	131.476	2.606	-0.417	-0.136	0.143	61.000	46.000	160.433	325.939	124.593	121.167	131.261	7.035	0.252	-0.064	-0.390	72.000	46.000	156.021	327.622	124.619	114.742	122.125	4.272	-0.157	0.145	0.299	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
47.000	48.000	47.000	177.178	322.711	136.475	129.370	138.714	7.980	0.249	0.078	-0.091	48.000	47.000	175.258	322.711	131.997	120.200	133.000	2.931	0.249	0.119	-0.167	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	47.000	131.333	322.711	126.124	123.176	133.000	0.778	0.000	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	47.000	149.108	322.711	124.992	116.674	121.786	9.461	0.341	-0.173	-0.227	58.000	47.000	166.118	326.680	132.855	120.786	133.889	2.284	-0.322	-0.047	0.184	62.000	47.000	145.926	321.022	123.160	120.667	127.600	6.496	-0.539	-0.000	0.585	73.000	47.000	152.044	326.064	121.485	113.348	122.714	3.674	-0.598	0.003	0.515	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
48.000	49.000	48.000	184.304	323.073	131.733	131.484	141.389	8.237	0.257	0.182	-0.143	49.000	48.000	181.571	323.073	131.848	122.583	132.524	3.023	0.092	-0.075	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.000	48.000	133.556	323.073	124.972	117.438	127.056	0.927	0.149	0.000	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.000	48.000	144.472	323.073	124.431	118.128	123.094	9.607	0.146	-0.067	0.050	59.000	48.000	171.930	325.485	137.375	124.222	139.286	2.406	0.122	-0.135	-0.141	63.000	48.000	146.600	326.106	121.592	117.097	121.120	6.485	-0.011	0.198	0.192	74.000	48.000	153.175	326.633	124.389	117.438	119.938	2.592	-1.083	-0.492	0.411	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
49.000	50.000	49.000	173.391	324.524	131.232	123.258	134.632	8.302	0.065	0.143	0.091	50.000	49.000	171.448	324.524	133.145	128.871	141.095	2.820	-0.203	-0.091	0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.000	49.000	132.148	324.524	124.818	119.714	137.000	1.038	0.111	0.000	-0.129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.000	49.000	150.974	324.524	124.333	116.938	121.075	9.902	0.295	-0.054	-0.178	60.000	49.000	182.784	326.951	140.157	125.103	139.091	2.303	-0.103	-0.033	0.008	64.000	49.000	154.767	327.773	124.045	118.844	127.071	6.496	0.011	0.133	0.127	75.000	49.000	141.978	325.283	123.048	115.684	123.273	1.796	-0.796	-0.616	0.268	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
