 	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)	T (8)	Base X (8)	Base Y (8)	Tip X (8)	Tip Y (8)	||[body,base]|| (8)	||[base,tip]||  (8)	||[base,tip]|| : [body,base] (8)	[base,tip] ? [body,base] (8)	?||[base,tip]|| : [body,base] (8)	||[tip(t-1),tip(t)]|| : [base,tip] (8)	||[base(t-1),base(t)]|| : [base,tip] (8)	T (9)	Base X (9)	Base Y (9)	Tip X (9)	Tip Y (9)	||[body,base]|| (9)	||[base,tip]||  (9)	||[base,tip]|| : [body,base] (9)	[base,tip] ? [body,base] (9)	?||[base,tip]|| : [body,base] (9)	||[tip(t-1),tip(t)]|| : [base,tip] (9)	||[base(t-1),base(t)]|| : [base,tip] (9)	T (10)	Base X (10)	Base Y (10)	Tip X (10)	Tip Y (10)	||[body,base]|| (10)	||[base,tip]||  (10)	||[base,tip]|| : [body,base] (10)	[base,tip] ? [body,base] (10)	?||[base,tip]|| : [body,base] (10)	||[tip(t-1),tip(t)]|| : [base,tip] (10)	||[base(t-1),base(t)]|| : [base,tip] (10)	T (11)	Base X (11)	Base Y (11)	Tip X (11)	Tip Y (11)	||[body,base]|| (11)	||[base,tip]||  (11)	||[base,tip]|| : [body,base] (11)	[base,tip] ? [body,base] (11)	?||[base,tip]|| : [body,base] (11)	||[tip(t-1),tip(t)]|| : [base,tip] (11)	||[base(t-1),base(t)]|| : [base,tip] (11)
51	30.000	20.605	16.315	15.275	12.935	6.851	6.311	5.755	39.428	0.091	0.125	0.145	30.000	34.060	19.630	34.255	17.745	9.979	1.895	0.644	6.422	-0.036	-0.007	0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.000	26.000	23.660	26.780	26.975	2.298	3.406	2.896	6.654	-0.089	-1.392	0.945	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.000	21.385	27.690	16.315	33.735	6.397	7.890	7.714	49.344	0.232	-0.133	-0.374	40.000	27.820	17.745	30.030	16.055	4.473	2.782	2.660	11.898	-0.118	-0.131	-0.039	44.000	15.600	20.410	9.945	20.605	9.949	5.658	5.547	55.187	0.290	0.065	-0.262	55.000	17.225	22.035	11.635	23.855	8.206	5.879	5.463	44.836	0.346	0.082	-0.267	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	32.175	19.825	33.540	15.860	9.362	4.193	1.282	12.003	-0.092	NaN	0.021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
52	31.000	20.800	16.445	15.210	12.870	6.945	6.635	5.974	41.494	0.219	0.090	-0.234	31.000	33.995	19.435	34.190	17.680	9.993	1.766	0.700	6.997	0.057	0.057	0.187	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.000	26.065	24.050	26.520	26.845	2.345	2.832	2.330	5.463	-0.566	-0.170	0.395	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.000	21.060	28.275	16.445	33.670	6.813	7.100	6.974	47.510	-0.740	-0.134	0.656	41.000	27.625	18.070	29.900	16.185	4.074	2.954	2.834	11.547	0.174	-0.183	-0.358	45.000	14.560	20.540	9.880	20.475	10.483	4.680	4.625	48.482	-0.922	0.067	1.038	56.000	17.225	22.100	11.700	23.920	8.196	5.817	5.448	44.658	-0.015	-0.041	0.020	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	32.110	19.760	33.410	15.925	9.230	4.049	1.327	12.248	0.045	-0.103	0.041	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
53	32.000	20.735	16.380	15.080	12.805	6.761	6.690	6.089	41.168	0.115	0.145	0.090	32.000	34.060	19.305	34.190	17.745	10.000	1.565	0.551	5.509	-0.149	-0.065	0.135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.000	25.935	23.400	26.455	26.715	2.024	3.356	2.619	5.302	0.289	-0.139	-0.662	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.000	21.320	27.690	16.510	33.670	6.459	7.674	7.560	48.824	0.586	-0.041	-0.619	42.000	27.560	18.200	29.770	16.250	4.201	2.947	2.864	12.033	0.030	-0.140	-0.135	46.000	15.015	20.475	9.880	20.540	10.186	5.135	5.034	51.279	0.409	8.227E-4	-0.456	57.000	16.965	22.100	11.700	23.855	8.320	5.550	5.265	43.805	-0.183	-0.021	0.247	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	32.045	19.825	33.410	15.860	9.100	4.193	1.365	12.422	0.038	0.061	-0.083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
54	33.000	20.670	16.380	14.950	12.675	6.522	6.815	6.062	39.542	-0.027	0.180	0.055	33.000	33.475	19.890	34.125	17.680	9.793	2.304	1.118	10.951	0.567	0.044	-0.726	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.000	26.000	23.725	26.455	26.455	2.680	2.768	2.075	5.560	-0.545	-0.256	0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.000	21.320	27.690	16.640	33.605	6.224	7.543	7.329	45.617	-0.230	-0.132	NaN	43.000	27.625	18.265	29.900	16.185	4.327	3.083	2.980	12.895	0.116	0.140	0.004	47.000	14.820	20.540	9.815	20.540	10.355	5.005	4.933	51.076	-0.102	0.065	0.195	58.000	16.965	22.035	11.765	23.855	8.582	5.509	5.240	44.971	-0.025	-0.061	-0.021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	32.110	19.760	33.345	16.055	9.104	3.905	1.340	12.202	-0.025	-0.206	0.082	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
55	34.000	20.345	16.250	14.885	12.675	7.411	6.526	6.174	45.757	0.112	0.054	0.343	34.000	33.085	19.760	33.995	17.615	8.518	2.330	1.464	12.472	0.346	0.009	-0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.000	26.130	24.700	26.390	26.325	2.878	1.646	1.579	4.546	-0.495	-0.139	0.983	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.000	21.190	27.885	16.705	33.540	6.870	7.218	7.181	49.331	-0.148	-0.091	0.234	44.000	27.625	18.200	29.900	16.185	4.426	3.039	2.882	12.755	-0.098	NaN	0.043	48.000	15.080	20.475	9.945	20.605	10.238	5.137	5.030	51.499	0.098	-0.128	-0.262	59.000	16.705	22.165	11.830	23.855	8.790	5.160	4.966	43.657	-0.274	-0.061	0.288	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	32.110	19.890	32.825	17.095	9.037	2.885	0.775	7.005	-0.565	-1.136	-0.126	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
56	35.000	20.865	16.575	14.755	12.545	6.801	7.319	6.837	46.492	0.662	0.180	-0.613	35.000	32.825	19.760	33.865	17.615	8.330	2.384	1.601	13.334	0.136	-0.057	-0.113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.000	26.130	24.700	26.390	26.195	2.907	1.517	1.453	4.225	-0.126	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.000	21.320	27.625	16.835	33.540	6.546	7.423	7.398	48.423	0.217	-0.079	-0.286	45.000	27.690	18.200	29.900	16.315	4.958	2.905	2.803	13.896	-0.079	-0.084	0.049	49.000	15.535	20.410	10.010	20.605	9.971	5.528	5.404	53.886	0.374	-0.065	-0.457	60.000	16.380	22.295	12.025	23.725	9.371	4.584	4.419	41.413	-0.547	-0.226	0.349	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	32.110	19.825	32.825	17.095	8.974	2.822	0.794	7.123	0.019	NaN	0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
57	36.000	20.540	16.380	14.690	12.480	6.955	7.031	6.652	46.264	-0.185	0.090	0.379	36.000	32.695	19.565	33.800	17.550	8.268	2.298	1.630	13.478	0.029	0.026	0.108	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	26.195	24.960	26.325	26.130	3.373	1.177	1.115	3.760	-0.339	-0.072	0.266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	36.000	21.385	27.365	16.770	33.540	6.422	7.709	7.680	49.314	0.282	0.039	-0.247	46.000	27.625	18.200	29.900	16.380	4.906	2.913	2.749	13.486	-0.054	-0.041	-0.051	50.000	15.600	20.410	9.945	20.605	9.931	5.658	5.515	54.769	0.111	0.065	-0.065	61.000	16.250	22.295	12.155	23.725	9.249	4.338	4.177	38.633	-0.242	-0.123	0.123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.000	32.110	19.825	32.760	17.225	8.911	2.680	0.744	6.633	-0.049	-0.142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
58	37.000	18.720	15.340	14.560	12.480	8.788	5.048	5.002	43.957	-1.650	0.107	2.089	37.000	32.630	19.630	33.735	17.485	7.586	2.413	1.539	11.674	-0.091	0.028	-0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	26.195	25.415	26.325	26.195	4.273	0.791	0.789	3.372	-0.326	0.064	0.449	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	37.000	21.515	27.105	16.640	33.670	6.925	8.177	8.155	56.467	0.475	0.182	-0.286	47.000	27.625	18.330	29.835	16.510	4.741	2.863	2.734	12.962	-0.015	-0.133	-0.083	51.000	15.730	20.410	9.945	20.605	9.892	5.788	5.624	55.635	0.109	NaN	-0.130	62.000	16.055	22.360	12.220	23.725	9.395	4.071	3.993	37.510	-0.185	-0.061	0.206	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.000	32.110	19.825	32.695	17.290	6.721	2.602	0.803	5.400	0.059	-0.078	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
59	38.000	18.850	15.470	14.430	12.480	8.227	5.336	5.234	43.061	0.232	0.108	-0.181	38.000	32.565	19.565	33.735	17.550	8.122	2.330	1.578	12.814	0.039	-0.056	0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	26.195	25.610	26.325	26.130	4.565	0.536	0.533	2.434	-0.256	-0.063	0.189	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.000	21.515	27.170	16.510	33.800	6.630	8.307	8.205	54.401	0.051	0.182	0.052	48.000	27.560	18.330	29.575	16.510	4.637	2.715	2.601	12.062	-0.133	-0.193	-0.048	52.000	15.730	20.410	9.880	20.605	9.969	5.853	5.681	56.632	0.057	0.065	NaN	63.000	15.795	22.490	12.155	23.790	9.628	3.865	3.807	36.656	-0.185	0.083	0.289	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	32.110	19.825	32.760	17.290	9.436	2.617	1.452	13.697	0.648	0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
60	39.000	18.915	15.470	14.365	12.480	8.459	5.445	5.354	45.292	0.120	0.054	-0.054	39.000	32.435	19.565	33.735	17.550	7.615	2.398	1.729	13.169	0.152	NaN	-0.070	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	26.260	25.935	26.325	26.195	4.777	0.268	0.268	1.280	-0.265	0.063	0.331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	39.000	21.515	27.170	16.315	33.930	6.822	8.529	8.472	57.798	0.267	0.222	NaN	49.000	27.365	18.265	29.445	16.380	4.390	2.807	2.629	11.543	0.028	-0.009	-0.101	53.000	15.795	20.410	10.010	20.605	9.920	5.788	5.606	55.609	-0.075	-0.130	-0.065	64.000	15.925	22.425	12.090	23.855	9.395	4.093	4.035	37.907	0.227	0.084	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.000	32.175	19.695	32.695	17.355	9.602	2.397	1.281	12.303	-0.170	-0.078	0.141	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
61	40.000	18.980	15.600	14.365	12.415	8.509	5.607	5.550	47.223	0.195	0.037	-0.127	40.000	32.370	19.565	33.670	17.615	7.378	2.344	1.741	12.844	0.011	-0.090	-0.036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	26.325	26.000	26.325	26.260	4.745	0.260	0.253	1.200	-0.015	0.065	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.000	21.450	27.300	16.120	33.930	7.014	8.507	8.456	59.311	-0.016	0.122	0.142	50.000	27.365	18.070	29.380	16.250	4.681	2.715	2.510	11.750	-0.119	0.039	0.131	54.000	15.340	20.475	9.945	20.605	10.202	5.397	5.230	53.358	-0.376	0.065	0.456	65.000	15.730	22.555	12.025	23.855	9.561	3.926	3.892	37.214	-0.142	0.061	0.227	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
62	41.000	18.980	15.535	14.300	12.285	8.693	5.698	5.641	49.035	0.091	0.128	0.037	41.000	32.240	19.695	33.670	17.615	7.110	2.524	1.899	13.503	0.158	NaN	-0.181	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	26.260	26.065	26.325	26.325	4.704	0.268	0.268	1.259	0.015	0.063	0.047	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.000	21.320	27.560	15.925	33.995	7.319	8.397	8.342	61.060	-0.113	0.175	0.283	51.000	27.300	18.135	29.380	16.315	4.686	2.764	2.503	11.729	-0.007	-0.043	-0.092	55.000	15.600	20.475	9.815	20.540	10.033	5.785	5.646	56.645	0.416	0.129	-0.260	66.000	15.730	22.555	11.895	23.985	9.180	4.093	4.051	37.188	0.159	0.167	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
63	42.000	19.305	15.795	14.300	12.220	8.273	6.151	6.067	50.193	0.426	0.038	-0.416	42.000	32.175	19.565	33.605	17.550	7.322	2.471	1.944	14.230	0.044	0.015	0.068	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	26.260	26.130	26.325	26.325	4.619	0.206	0.205	0.946	-0.063	NaN	0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	42.000	21.255	27.560	15.860	33.930	7.085	8.348	8.288	58.719	-0.054	-0.008	0.042	52.000	27.300	18.200	29.250	16.185	4.660	2.804	2.617	12.193	0.114	0.003	-0.047	56.000	15.535	20.475	9.685	20.475	10.071	5.850	5.739	57.798	0.093	0.130	0.065	67.000	15.600	22.555	11.635	24.050	9.370	4.237	4.189	39.254	0.138	0.266	0.122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
64	43.000	19.305	15.860	14.235	12.220	8.503	6.241	6.153	52.322	0.086	0.053	-0.038	43.000	32.175	19.500	33.605	17.680	7.298	2.315	1.950	14.230	0.006	-0.102	0.051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	26.260	26.130	26.325	26.325	4.336	0.206	0.205	0.887	-2.655E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	43.000	20.995	28.145	15.665	34.060	7.572	7.962	7.894	59.775	-0.394	0.227	0.609	53.000	27.235	18.135	29.120	16.250	4.756	2.666	2.448	11.640	-0.169	-0.138	2.475E-15	57.000	15.340	20.540	9.620	20.475	10.067	5.720	5.661	56.987	-0.078	0.065	0.194	68.000	15.405	22.555	11.440	24.050	9.472	4.237	4.178	39.576	-0.011	0.182	0.182	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
65	44.000	19.565	16.055	14.170	12.155	8.366	6.657	6.561	54.883	0.407	0.091	-0.325	44.000	32.110	19.500	33.605	17.615	7.159	2.406	2.066	14.788	0.116	0.051	-0.040	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	26.260	26.065	26.325	26.325	4.118	0.268	0.268	1.103	0.063	NaN	-0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	20.995	28.145	15.275	34.125	7.541	8.275	8.198	61.820	0.304	0.317	NaN	54.000	27.170	18.070	29.055	16.185	5.045	2.666	2.453	12.375	0.005	-2.505E-15	-2.505E-15	58.000	15.925	20.410	9.620	20.540	9.726	6.306	6.217	60.468	0.556	0.001	-0.588	69.000	15.210	22.620	11.310	24.050	9.692	4.154	4.085	39.588	-0.094	0.122	0.205	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
66	45.000	19.630	16.120	14.105	12.090	8.115	6.839	6.651	53.974	0.091	0.091	-0.091	45.000	31.980	19.565	33.410	17.485	7.593	2.524	2.082	15.810	0.017	-0.003	-0.127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	26.260	26.130	26.325	26.325	4.071	0.206	0.206	0.837	-0.062	NaN	0.062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	20.865	28.535	15.015	34.060	7.428	8.047	7.815	58.052	-0.383	0.144	0.362	55.000	27.235	18.070	28.925	16.120	4.840	2.580	2.442	11.822	-0.010	-0.036	0.043	59.000	15.860	20.410	9.620	20.475	9.699	6.240	6.181	59.949	-0.036	-6.770E-4	0.065	70.000	14.690	22.685	11.115	24.050	10.227	3.827	3.756	38.414	-0.328	0.182	0.509	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
67	46.000	19.760	16.185	14.040	12.025	8.115	7.073	6.877	55.804	0.225	0.091	-0.143	46.000	31.980	19.370	33.410	17.485	7.570	2.366	2.058	15.582	-0.024	NaN	0.155	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	26.195	25.610	26.325	26.260	3.454	0.663	0.656	2.265	0.450	-0.064	-0.523	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	20.865	28.600	15.015	33.995	7.500	7.958	7.734	58.001	-0.081	-0.044	0.044	56.000	27.235	17.875	28.795	16.185	4.901	2.300	2.148	10.529	-0.294	-0.136	0.143	60.000	16.250	20.410	9.685	20.540	9.597	6.566	6.472	62.116	0.291	-0.064	-0.390	71.000	14.365	22.685	10.985	24.115	10.472	3.670	3.566	37.349	-0.190	0.145	0.299	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
68	47.000	19.825	16.250	14.040	11.895	7.974	7.241	7.074	56.408	0.197	0.078	-0.091	47.000	31.785	19.435	33.345	17.290	7.340	2.652	2.272	16.680	0.214	0.119	-0.167	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	26.195	25.610	26.325	26.260	3.515	0.663	0.656	2.307	6.000E-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	20.995	28.405	15.015	33.735	7.319	8.011	7.742	56.666	0.008	-0.173	-0.227	57.000	27.365	17.745	28.795	16.250	4.826	2.069	1.965	9.485	-0.183	-0.047	0.184	61.000	15.665	20.410	9.685	20.540	9.901	5.981	5.911	58.525	-0.561	NaN	0.585	72.000	13.845	22.750	10.855	23.725	10.739	3.145	3.109	33.390	-0.457	0.003	0.515	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
69	48.000	19.955	16.315	13.910	11.765	7.925	7.566	7.400	58.643	0.326	0.182	-0.143	48.000	31.655	19.500	33.215	17.290	7.075	2.705	2.306	16.317	0.034	-0.075	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	26.195	25.480	26.325	26.260	3.350	0.791	0.782	2.620	0.126	NaN	-0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	20.930	28.405	14.885	33.475	7.429	7.890	7.608	56.518	-0.134	-0.067	0.050	58.000	27.300	17.875	28.665	16.315	4.336	2.073	1.979	8.581	0.014	-0.135	-0.141	62.000	15.470	20.540	9.490	20.410	9.890	5.981	5.980	59.142	0.068	0.198	0.192	73.000	13.455	22.880	11.310	23.530	10.932	2.241	2.222	24.285	-0.888	-0.492	0.411	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
70	49.000	19.890	16.250	13.780	11.700	8.050	7.618	7.488	60.274	0.088	0.143	0.091	49.000	31.590	19.370	33.150	17.355	6.837	2.548	2.247	15.366	-0.059	-0.091	0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.000	26.195	25.350	26.325	26.260	3.295	0.919	0.913	3.008	0.131	NaN	-0.129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.000	20.995	28.210	15.015	33.540	7.450	8.011	7.820	58.263	0.212	-0.054	-0.178	59.000	27.235	17.810	28.535	16.250	4.217	2.031	1.959	8.264	-0.020	-0.033	0.008	63.000	15.340	20.605	9.360	20.345	9.948	5.986	5.985	59.539	0.005	0.133	0.127	74.000	13.195	22.945	11.895	23.335	11.081	1.357	1.347	14.931	-0.874	-0.616	0.268	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
