dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)	T (11)	dT (11)	Base Mean (11)	Body Mean (11)	Proj Mean (11)	Tip Mean (11)	Tip Th Mean (11)	Length (11)	dL (11)	DCTM (11)	DCBM (11)	T (12)	dT (12)	Base Mean (12)	Body Mean (12)	Proj Mean (12)	Tip Mean (12)	Tip Th Mean (12)	Length (12)	dL (12)	DCTM (12)	DCBM (12)	T (13)	dT (13)	Base Mean (13)	Body Mean (13)	Proj Mean (13)	Tip Mean (13)	Tip Th Mean (13)	Length (13)	dL (13)	DCTM (13)	DCBM (13)	T (14)	dT (14)	Base Mean (14)	Body Mean (14)	Proj Mean (14)	Tip Mean (14)	Tip Th Mean (14)	Length (14)	dL (14)	DCTM (14)	DCBM (14)	T (15)	dT (15)	Base Mean (15)	Body Mean (15)	Proj Mean (15)	Tip Mean (15)	Tip Th Mean (15)	Length (15)	dL (15)	DCTM (15)	DCBM (15)	T (16)	dT (16)	Base Mean (16)	Body Mean (16)	Proj Mean (16)	Tip Mean (16)	Tip Th Mean (16)	Length (16)	dL (16)	DCTM (16)	DCBM (16)
6.000	7.000	6.000	149.593	318.774	130.128	126.438	135.500	1.138	-0.046	0.023	0.084	7.000	6.000	150.071	318.774	128.320	115.121	120.952	4.499	0.915	0.145	-0.699	7.000	6.000	158.422	318.774	131.866	124.865	134.375	2.609	-0.092	-0.092	-0.043	7.000	6.000	119.370	318.774	113.540	111.111	114.905	3.984	-0.230	0.000	0.203	7.000	6.000	137.217	318.774	118.845	110.531	120.333	8.789	0.249	-0.376	-0.558	7.000	6.000	136.892	318.774	120.650	108.656	115.579	11.697	-0.092	-0.000	-0.000	7.000	6.000	143.575	318.774	119.084	110.000	115.560	13.378	0.065	-0.055	-0.090	7.000	6.000	138.222	318.774	121.777	111.471	116.261	4.642	-0.352	-0.000	0.278	7.000	6.000	114.593	318.774	113.268	108.412	113.556	9.508	1.205	0.077	-1.070	30.000	6.000	134.067	329.301	125.720	114.548	125.000	2.443	0.260	0.084	-0.245	35.000	6.000	143.400	323.593	123.434	114.938	125.500	2.726	-3.444	-0.066	2.314	48.000	6.000	132.535	326.369	118.477	112.897	117.944	3.200	0.268	0.021	-0.206	57.000	6.000	142.867	334.852	126.548	123.086	130.593	1.173	0.000	0.037	0.037	57.000	6.000	126.778	334.852	120.759	119.794	127.263	0.842	-0.044	0.205	0.268	74.000	6.000	131.429	316.399	119.863	117.722	123.417	1.341	-0.119	0.184	0.372	103.000	6.000	131.310	331.557	117.580	110.929	122.625	8.696	0.130	0.145	0.000	110.000	6.000	142.275	332.760	126.877	121.250	128.375	0.989	-0.009	0.180	0.054
7.000	8.000	7.000	147.481	317.689	130.117	130.333	140.308	1.092	-0.046	-0.060	-0.000	8.000	7.000	135.744	317.689	124.623	115.419	129.750	3.944	-0.555	0.145	0.670	8.000	7.000	153.409	317.689	129.843	126.083	132.677	2.295	-0.314	-0.092	0.275	8.000	7.000	122.630	317.689	116.277	110.793	122.286	4.409	0.425	-0.179	-0.587	8.000	7.000	132.674	317.689	119.428	112.394	118.429	8.724	-0.065	-0.091	-0.041	8.000	7.000	135.028	317.689	119.863	111.419	125.571	11.632	-0.065	-0.000	0.092	8.000	7.000	141.212	317.689	118.486	109.125	112.480	13.267	-0.111	0.000	0.035	8.000	7.000	127.364	317.689	120.155	113.469	119.364	3.613	-1.029	-0.076	1.035	8.000	7.000	118.185	317.689	113.911	111.688	119.294	9.917	0.409	0.052	-0.383	31.000	7.000	129.111	324.104	120.653	115.906	120.741	2.018	-0.425	0.118	0.546	36.000	7.000	139.452	322.988	123.924	114.750	118.259	2.669	-0.057	0.029	-0.000	49.000	7.000	133.778	325.603	119.158	109.312	115.381	3.495	0.295	0.000	-0.289	58.000	7.000	141.178	325.405	125.098	119.576	126.840	1.146	-0.027	0.092	0.138	58.000	7.000	131.000	325.405	123.559	122.886	133.200	0.873	0.031	0.121	0.129	75.000	7.000	126.778	318.042	121.337	117.636	125.095	1.084	-0.257	0.426	0.426	104.000	7.000	132.310	329.029	116.725	109.933	116.471	8.761	0.065	0.122	0.084	111.000	7.000	133.850	328.248	124.264	123.091	126.690	1.035	0.046	0.143	0.103
8.000	9.000	8.000	157.625	323.251	133.289	129.312	140.059	1.360	0.268	0.060	-0.145	9.000	8.000	148.738	323.251	126.034	119.176	129.467	4.413	0.469	0.139	-0.474	9.000	8.000	155.864	323.251	133.768	131.118	140.190	2.341	0.046	-0.000	-0.092	9.000	8.000	125.333	323.251	115.244	110.733	117.706	4.336	-0.073	-0.203	-0.128	9.000	8.000	140.761	323.251	118.886	110.735	119.688	8.935	0.211	-0.142	-0.376	9.000	8.000	138.611	323.251	121.045	111.903	117.056	11.762	0.130	-0.000	-0.092	9.000	8.000	140.944	323.251	118.900	108.939	119.273	13.477	0.211	0.000	-0.215	9.000	8.000	136.630	323.251	120.822	111.118	118.938	4.431	0.818	-0.024	-0.984	9.000	8.000	118.222	323.251	113.566	107.818	115.000	10.223	0.306	0.076	-0.192	32.000	8.000	127.694	327.440	124.616	118.743	130.200	2.240	0.222	0.126	-0.063	37.000	8.000	151.674	322.344	125.236	116.812	129.556	3.313	0.643	0.151	-0.366	50.000	8.000	137.769	328.810	119.299	111.655	119.857	3.595	0.100	0.137	0.060	59.000	8.000	145.889	324.948	127.389	120.323	128.688	1.422	0.276	0.050	-0.233	59.000	8.000	123.556	324.948	118.818	118.852	126.917	0.626	-0.247	0.189	0.441	76.000	8.000	127.806	327.768	120.128	116.057	128.111	1.379	0.295	0.348	0.000	105.000	8.000	130.444	329.600	116.684	111.633	122.500	8.366	-0.395	0.000	0.372	112.000	8.000	140.000	325.404	125.722	123.057	130.889	1.173	0.138	0.112	-0.056
9.000	10.000	9.000	158.630	313.264	132.263	125.829	132.955	1.295	-0.065	-0.021	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.000	9.000	152.067	313.264	130.480	126.667	142.417	2.157	-0.184	-0.134	0.050	10.000	9.000	122.889	313.264	116.677	111.613	118.571	4.401	0.065	0.000	-0.064	10.000	9.000	131.714	313.264	118.502	112.290	122.333	8.896	-0.038	-0.050	-0.041	10.000	9.000	140.400	313.264	121.511	113.781	125.300	11.743	-0.019	-0.000	-0.005	10.000	9.000	145.270	313.264	118.538	111.406	116.368	13.588	0.111	0.000	-0.090	10.000	9.000	144.621	313.264	124.875	116.970	122.087	4.556	0.125	0.109	-0.139	10.000	9.000	123.741	313.264	115.139	109.438	115.667	11.745	1.522	-0.000	-1.411	33.000	9.000	129.222	324.828	123.645	113.818	123.417	2.695	0.455	0.240	-0.345	38.000	9.000	149.140	317.579	124.652	117.467	128.333	3.248	-0.065	-0.055	-0.000	51.000	9.000	135.103	327.646	119.008	113.115	118.450	3.527	-0.068	-1.702E-15	-0.087	60.000	9.000	142.422	323.177	125.848	121.606	128.700	1.376	-0.046	0.184	0.184	60.000	9.000	122.857	323.177	120.500	120.061	128.533	0.764	0.138	0.193	-0.000	77.000	9.000	126.978	319.046	120.368	114.571	120.833	2.110	0.731	0.226	-0.267	106.000	9.000	126.963	329.243	116.877	111.400	119.214	8.018	-0.349	-0.021	0.247	113.000	9.000	144.375	326.897	126.672	123.083	130.409	1.357	0.184	0.111	-0.016
10.000	11.000	10.000	175.125	313.293	134.448	129.788	135.636	1.425	0.130	0.022	-0.123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.000	10.000	162.256	313.293	132.302	125.595	135.800	2.203	0.046	-0.049	-0.141	11.000	10.000	122.000	313.293	115.963	110.581	115.950	4.298	-0.103	0.013	0.127	11.000	10.000	129.286	313.293	118.268	110.000	117.643	8.988	0.092	-0.142	-0.233	11.000	10.000	140.649	313.293	121.680	110.656	120.000	11.586	-0.157	-0.043	0.048	11.000	10.000	138.622	313.293	119.299	111.469	118.286	13.458	-0.130	0.000	0.090	11.000	10.000	130.763	313.293	122.548	117.394	125.133	3.765	-0.791	-0.005	1.099	11.000	10.000	126.815	313.293	116.551	109.733	114.667	11.168	-0.577	-0.192	0.384	34.000	10.000	129.722	325.813	122.318	113.935	119.850	2.863	0.168	0.104	0.052	39.000	10.000	141.333	317.935	123.615	120.733	129.929	3.229	-0.019	0.036	0.090	52.000	10.000	133.000	329.047	118.011	113.960	120.667	3.665	0.138	0.122	0.004	61.000	10.000	135.907	324.657	121.331	118.219	131.700	1.357	-0.019	0.096	0.140	61.000	10.000	128.111	324.657	120.838	114.515	120.909	0.981	0.217	0.219	-0.190	78.000	10.000	146.139	322.026	123.377	114.500	125.182	2.883	0.773	0.263	-0.606	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	10.000	144.047	279.848	124.829	118.258	127.706	1.636	0.279	0.168	-0.089
11.000	12.000	11.000	154.929	315.127	131.113	125.811	133.826	1.211	-0.214	-0.000	0.179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.000	11.000	161.333	315.127	130.871	126.944	135.600	2.019	-0.184	-0.184	0.049	12.000	11.000	119.821	315.127	114.362	111.839	117.625	3.973	-0.325	0.127	0.459	12.000	11.000	133.738	315.127	118.618	109.469	116.000	8.896	-0.092	-0.183	-0.091	12.000	11.000	145.436	315.127	120.027	108.212	116.333	11.605	0.019	-0.000	0.092	12.000	11.000	139.824	315.127	118.237	108.219	112.100	13.286	-0.173	0.000	0.215	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.000	11.000	124.778	315.127	115.769	108.893	119.100	10.418	-0.750	-0.075	0.652	35.000	11.000	123.852	323.593	116.812	114.294	133.250	1.371	-1.492	0.226	1.487	40.000	11.000	147.978	319.672	125.305	117.000	125.389	3.680	0.452	-0.000	-0.415	53.000	11.000	136.357	332.371	118.364	113.607	121.000	3.829	0.165	0.218	0.008	62.000	11.000	130.433	324.892	122.282	119.371	123.111	1.016	-0.341	0.016	0.151	62.000	11.000	129.643	324.892	123.516	118.529	125.850	1.111	0.130	0.127	0.064	79.000	11.000	130.114	325.093	122.705	114.455	118.696	2.680	-0.203	0.315	0.640	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	11.000	131.559	282.052	121.291	116.286	122.783	1.395	-0.241	0.084	0.260
12.000	13.000	12.000	138.879	322.562	129.233	128.939	140.389	0.916	-0.295	-0.000	0.350	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.000	12.000	168.244	322.562	133.386	129.371	136.571	1.935	-0.084	-0.089	-0.047	13.000	12.000	121.185	322.562	115.477	114.296	117.238	3.927	-0.046	0.064	0.064	13.000	12.000	133.857	322.562	119.285	111.188	117.833	9.091	0.195	-0.142	-0.284	13.000	12.000	142.659	322.562	121.501	110.344	119.250	11.754	0.149	-0.000	-0.092	13.000	12.000	140.250	322.562	118.460	111.194	116.889	13.313	0.027	0.000	-0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.000	12.000	119.567	322.562	115.628	113.219	118.591	10.475	0.057	-0.203	-0.257	36.000	12.000	121.926	322.988	116.286	111.235	116.895	1.539	0.168	0.094	-0.094	41.000	12.000	156.795	321.153	129.617	114.143	121.739	4.110	0.429	-0.083	-0.518	54.000	12.000	137.567	331.608	117.020	113.286	117.571	4.070	0.241	0.145	0.000	63.000	12.000	133.838	323.508	122.188	118.639	125.280	1.349	0.333	0.058	-0.197	63.000	12.000	131.679	323.508	123.197	116.688	122.654	1.696	0.585	-0.000	-0.523	80.000	12.000	139.273	327.039	121.287	112.935	120.000	3.159	0.479	0.349	-0.087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	12.000	135.088	289.131	123.766	120.743	129.455	1.479	0.084	0.056	0.022
13.000	14.000	13.000	160.172	322.776	134.059	134.030	139.208	1.222	0.306	-0.000	-0.328	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.000	13.000	156.267	322.776	129.005	125.297	136.786	1.724	-0.211	-0.085	0.134	14.000	13.000	122.967	322.776	115.452	113.296	117.588	4.141	0.214	0.000	-0.128	14.000	13.000	138.409	322.776	120.695	115.818	123.400	9.164	0.073	-0.508	-0.558	14.000	13.000	143.780	322.776	121.024	110.219	122.400	11.808	0.054	-0.000	-0.140	14.000	13.000	150.432	322.776	120.762	112.625	120.529	13.286	-0.027	-0.055	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.000	13.000	122.074	322.776	116.081	110.469	117.625	10.383	-0.092	-0.074	-0.064	37.000	13.000	120.370	322.344	117.170	114.219	123.444	1.382	-0.157	0.023	0.143	42.000	13.000	150.545	327.629	129.593	118.971	127.250	4.061	-0.049	0.034	-0.000	55.000	13.000	145.647	331.002	119.582	112.344	118.500	4.495	0.425	0.233	-0.084	64.000	13.000	132.273	321.124	122.973	117.065	124.050	1.395	0.046	0.199	0.115	64.000	13.000	123.741	321.124	119.590	116.294	123.077	1.000	-0.696	0.078	0.663	81.000	13.000	136.489	328.900	122.741	113.182	121.647	3.584	0.425	0.262	-0.116	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.000	13.000	143.783	291.440	124.670	116.688	124.562	1.858	0.379	0.098	-0.192
14.000	15.000	14.000	151.704	321.561	131.799	128.054	139.952	1.203	-0.019	0.062	0.080	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	14.000	165.651	321.561	132.810	126.343	137.556	1.954	0.230	0.092	-0.184	15.000	14.000	118.296	321.561	116.213	110.700	114.429	3.881	-0.260	0.000	0.191	15.000	14.000	137.643	321.561	120.253	110.121	116.348	9.221	0.057	-0.183	-0.234	15.000	14.000	141.326	321.561	121.916	110.576	114.913	11.900	0.092	0.092	0.048	15.000	14.000	153.611	321.561	120.764	108.812	112.741	13.221	-0.065	0.055	0.109	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.000	14.000	116.852	321.561	114.929	111.286	118.062	8.444	-1.939	-0.000	1.817	38.000	14.000	120.556	317.579	119.015	115.500	123.053	1.130	-0.252	0.012	0.272	43.000	14.000	159.178	326.652	131.291	119.656	130.429	4.512	0.452	-0.323	-0.783	56.000	14.000	144.162	326.440	120.603	113.152	120.278	4.763	0.268	0.145	-0.115	65.000	14.000	135.071	324.407	122.536	118.815	127.250	1.349	-0.046	0.115	0.115	65.000	14.000	131.633	324.407	121.287	116.406	121.318	2.029	1.029	0.192	-0.727	82.000	14.000	147.841	327.123	123.670	114.562	122.692	4.097	0.513	0.387	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.000	14.000	136.417	285.886	123.470	117.917	123.281	1.579	-0.279	-0.030	0.145
15.000	16.000	15.000	142.250	323.760	131.664	130.343	139.650	0.989	-0.214	-0.000	0.183	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	15.000	161.023	323.760	133.091	126.250	136.381	2.019	0.065	-0.000	-0.050	16.000	15.000	126.519	323.760	116.711	112.833	118.941	4.695	0.815	-0.051	-0.842	16.000	15.000	140.048	323.760	121.281	114.032	126.308	9.313	0.092	-0.142	-0.234	16.000	15.000	143.848	323.760	121.914	111.688	121.235	11.873	-0.027	-0.000	0.048	16.000	15.000	147.727	323.760	119.746	111.688	118.045	12.390	-0.831	0.000	0.866	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.000	15.000	123.259	323.760	115.760	113.062	120.133	8.574	0.130	-0.076	-0.255	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	44.000	15.000	139.911	323.014	124.853	115.903	122.792	3.666	-0.846	-0.135	0.691	57.000	15.000	142.214	334.852	119.128	109.742	114.048	5.069	0.306	0.058	-0.145	66.000	15.000	134.333	323.493	122.671	114.938	127.455	1.541	0.192	0.099	-0.079	66.000	15.000	145.519	323.493	125.714	115.406	121.579	2.714	0.685	0.204	-0.523	83.000	15.000	152.667	329.672	124.739	116.571	123.118	4.411	0.314	0.267	-0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	15.000	141.103	283.042	124.467	120.321	126.190	1.701	0.122	0.029	-0.029
16.000	17.000	16.000	159.786	320.153	132.112	125.400	133.280	1.360	0.371	-0.000	-0.350	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	16.000	169.660	320.153	135.114	128.667	143.118	2.214	0.195	-0.051	-0.192	17.000	16.000	124.444	320.153	117.497	112.833	119.895	4.500	-0.195	-0.064	0.127	17.000	16.000	141.214	320.153	120.786	112.429	121.040	9.443	0.130	-0.091	-0.194	17.000	16.000	146.674	320.153	121.030	109.294	115.571	11.854	-0.019	-0.000	0.004	17.000	16.000	140.156	320.153	118.605	110.107	115.526	12.198	-0.192	-0.018	0.180	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.000	16.000	116.852	320.153	114.427	111.455	116.857	6.552	-2.023	-0.126	1.821	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	45.000	16.000	151.696	329.466	127.994	121.576	132.812	4.099	0.433	-0.092	-0.503	58.000	16.000	148.067	325.405	118.900	108.548	121.900	5.199	0.130	0.000	-0.058	67.000	16.000	134.710	318.153	120.270	114.969	120.040	1.736	0.195	0.201	-0.033	67.000	16.000	130.455	318.153	121.849	114.548	128.222	2.473	-0.241	0.077	0.458	84.000	16.000	142.261	331.882	122.101	117.033	125.750	4.538	0.127	0.277	0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.000	16.000	140.279	284.678	123.698	117.059	123.211	1.655	-0.046	-0.257	-0.231
17.000	18.000	17.000	160.296	321.029	131.503	130.162	138.158	1.295	-0.065	-0.062	0.021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	17.000	163.955	321.029	136.961	130.697	144.364	2.195	-0.019	0.092	0.141	18.000	17.000	122.300	321.029	118.289	114.188	122.182	4.168	-0.333	-0.141	0.254	18.000	17.000	144.209	321.029	121.283	112.065	117.783	9.489	0.046	-0.142	-0.183	18.000	17.000	143.089	321.029	121.573	111.406	125.571	11.754	-0.100	-0.000	0.136	18.000	17.000	139.756	321.029	117.596	111.500	118.412	12.298	0.100	0.019	-0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.000	17.000	113.111	321.029	115.107	114.176	122.667	5.894	-0.658	-0.143	0.500	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	46.000	17.000	152.114	321.325	128.232	127.833	138.900	4.053	-0.046	-0.276	-0.137	59.000	17.000	141.674	324.948	118.010	111.167	115.174	5.237	0.038	0.176	0.145	68.000	17.000	135.514	321.859	120.072	112.559	119.053	1.874	0.138	0.055	-0.034	68.000	17.000	132.900	321.859	121.563	113.059	124.429	2.741	0.268	0.141	-0.191	85.000	17.000	138.783	329.267	122.515	114.037	125.583	4.787	0.249	0.272	0.037	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	121.000	17.000	140.267	292.817	125.244	121.056	125.654	1.498	-0.157	-0.205	0.024
18.000	19.000	18.000	159.148	322.554	130.105	128.806	139.353	1.341	0.046	0.062	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	18.000	145.400	322.554	135.365	129.056	146.750	1.422	-0.773	0.104	0.832	19.000	18.000	124.286	322.554	117.993	112.387	116.947	4.011	-0.157	-0.140	0.000	19.000	18.000	142.956	322.554	121.963	111.829	124.600	9.516	0.027	0.051	-0.000	19.000	18.000	151.667	322.554	123.375	113.455	119.524	11.873	0.119	-0.000	-0.136	19.000	18.000	142.222	322.554	118.476	107.875	111.480	12.547	0.249	0.000	-0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.000	18.000	117.222	322.554	115.938	113.688	123.273	5.997	0.103	-0.080	-0.188	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.000	18.000	165.533	324.291	130.321	127.639	139.250	4.145	0.092	-0.138	-0.276	60.000	18.000	143.118	323.177	119.590	114.889	121.929	5.145	-0.092	0.258	0.165	69.000	18.000	135.529	321.823	120.000	113.367	122.182	1.965	0.092	0.145	0.055	69.000	18.000	138.926	321.823	122.989	112.267	120.000	2.863	0.122	0.042	-0.139	86.000	18.000	142.795	334.467	120.856	115.091	124.833	5.204	0.417	0.206	-0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
19.000	20.000	19.000	160.143	325.467	131.845	127.333	136.889	1.379	0.038	-0.038	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	19.000	150.341	325.467	134.588	138.361	150.455	1.114	-0.308	0.038	0.453	20.000	19.000	128.815	325.467	118.300	113.258	119.000	3.900	-0.111	-0.127	-0.064	20.000	19.000	137.886	325.467	120.376	112.576	122.750	8.908	-0.609	0.051	0.660	20.000	19.000	148.558	325.467	123.053	111.875	118.727	11.800	-0.073	-0.048	-0.000	20.000	19.000	155.889	325.467	119.773	110.900	116.364	12.861	0.314	-0.054	-0.379	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.000	19.000	125.103	325.467	116.541	112.861	118.875	9.263	3.266	-0.000	-3.141	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	48.000	19.000	159.444	326.369	132.836	127.829	138.522	3.961	-0.184	-0.085	0.092	61.000	19.000	148.533	324.657	119.240	111.933	116.217	5.478	0.333	0.113	-0.118	70.000	19.000	139.135	322.862	120.383	117.000	125.188	2.000	0.035	0.053	-0.019	70.000	19.000	139.222	322.862	122.219	113.971	121.364	2.844	-0.019	0.055	0.064	87.000	19.000	160.605	333.801	127.695	114.156	122.222	6.597	1.393	0.113	-1.217	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
20.000	21.000	20.000	169.929	322.370	133.122	132.312	143.474	1.444	0.065	-0.000	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	20.000	157.133	322.370	137.673	137.175	155.000	1.154	0.040	0.154	-0.051	21.000	20.000	121.889	322.370	116.648	111.700	120.273	3.204	-0.696	0.000	0.648	21.000	20.000	138.349	322.370	119.851	111.657	122.400	8.732	-0.176	-0.009	0.091	21.000	20.000	155.867	322.370	121.838	115.056	126.412	11.919	0.119	-0.000	-0.092	21.000	20.000	154.957	322.370	119.255	108.086	111.885	12.907	0.046	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	20.000	121.250	322.370	115.396	110.970	117.167	8.984	-0.279	0.088	0.319	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	49.000	20.000	142.511	325.603	131.535	130.263	142.636	2.801	-1.160	0.094	1.193	62.000	20.000	143.935	324.892	118.866	110.615	116.188	4.778	-0.701	-0.145	0.340	71.000	20.000	128.107	321.281	118.467	113.071	117.440	1.744	-0.257	0.031	0.285	71.000	20.000	138.889	321.281	123.045	113.941	123.364	2.844	0.000	0.011	-0.000	88.000	20.000	135.178	332.583	119.120	113.500	119.300	5.372	-1.225	0.112	1.306	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
21.000	22.000	21.000	157.296	322.638	131.959	127.657	137.292	1.360	-0.084	0.048	0.078	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	21.000	152.956	322.638	139.472	141.394	158.789	1.284	0.130	0.140	-0.005	22.000	21.000	122.852	322.638	117.837	113.125	118.211	3.269	0.065	0.000	-0.063	22.000	21.000	146.356	322.638	122.101	116.938	126.294	8.816	0.084	-0.091	-0.091	22.000	21.000	155.348	322.638	122.578	115.029	123.087	12.057	0.138	0.048	-0.092	22.000	21.000	150.048	322.638	119.034	110.645	118.615	12.815	-0.092	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	21.000	122.926	322.638	116.807	112.129	118.130	9.029	0.046	0.064	0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	50.000	21.000	166.689	328.810	141.169	134.556	145.217	4.072	1.271	0.006	-1.204	63.000	21.000	136.929	323.508	116.732	110.533	117.000	4.460	-0.317	0.056	0.380	72.000	21.000	135.857	323.174	121.704	114.419	118.958	1.812	0.068	-0.041	-0.123	72.000	21.000	144.593	323.174	125.171	113.161	117.346	2.928	0.084	0.064	-0.000	89.000	21.000	136.222	334.578	122.363	116.727	126.923	5.391	0.019	0.145	0.120	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
