dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)
39.000	40.000	39.000	285.889	776.296	190.063	142.296	155.200	3.446	-0.019	0.063	0.063	40.000	39.000	276.611	776.296	171.187	142.846	163.067	8.962	0.371	0.017	-0.125	40.000	39.000	336.742	776.296	173.104	141.423	156.762	14.100	-0.333	0.361	0.505	40.000	39.000	305.884	776.296	183.139	157.520	175.308	11.445	0.065	0.142	0.079	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
40.000	41.000	40.000	309.963	779.307	195.152	149.741	158.471	3.446	0.000	-0.000	-0.000	41.000	40.000	274.794	779.307	179.095	159.250	178.632	8.924	-0.038	0.018	0.063	41.000	40.000	326.897	779.307	175.454	145.778	161.643	14.579	0.479	0.399	-0.000	41.000	40.000	297.927	779.307	185.627	148.793	168.545	11.491	0.046	0.079	0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
41.000	42.000	41.000	312.424	779.276	200.607	157.733	178.100	3.530	0.084	-0.063	-0.063	42.000	41.000	235.556	779.276	173.802	141.385	156.462	8.293	-0.631	-0.018	0.393	42.000	41.000	313.500	779.276	174.119	135.435	141.429	14.920	0.341	0.362	0.053	42.000	41.000	311.977	779.276	184.660	155.214	163.810	11.445	-0.046	-0.016	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
42.000	43.000	42.000	306.613	777.124	198.126	147.556	163.167	3.511	-0.019	0.062	0.044	43.000	42.000	255.576	777.124	177.688	144.600	159.071	8.637	0.344	-0.000	-0.251	43.000	42.000	351.681	777.124	177.786	140.167	154.929	15.593	0.674	0.272	-0.341	43.000	42.000	310.561	777.124	184.503	150.607	159.789	11.380	-0.065	0.016	0.079	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
43.000	44.000	43.000	320.333	775.601	195.411	145.107	157.267	3.622	0.111	-0.000	-0.125	44.000	43.000	281.275	775.601	179.716	144.577	162.091	8.924	0.287	-0.016	-0.331	44.000	43.000	273.237	775.601	165.958	148.077	156.045	14.622	-0.972	0.129	0.926	44.000	43.000	307.565	775.601	184.552	148.808	161.357	11.418	0.038	0.047	0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
44.000	45.000	44.000	318.857	783.052	198.544	150.071	177.167	3.668	0.046	0.017	0.017	45.000	44.000	261.472	783.052	177.006	154.452	173.100	9.081	0.157	0.110	0.063	45.000	44.000	324.515	783.052	175.628	146.320	161.412	15.379	0.758	0.038	-0.679	45.000	44.000	306.895	783.052	183.571	147.759	155.318	11.177	-0.241	-0.063	0.079	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
45.000	46.000	45.000	293.259	784.154	197.581	160.700	185.286	3.484	-0.184	-0.016	0.063	46.000	45.000	262.148	784.154	178.507	156.067	174.826	9.004	-0.078	0.063	0.063	46.000	45.000	295.000	784.154	169.699	143.042	159.000	15.268	-0.111	0.091	0.248	46.000	45.000	296.825	784.154	186.029	154.241	165.500	11.085	-0.092	-0.205	-0.126	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
46.000	47.000	46.000	292.182	790.623	196.796	158.185	173.429	3.614	0.130	-0.000	-0.000	47.000	46.000	276.243	790.623	177.957	148.414	167.667	9.512	0.509	-0.063	-0.331	47.000	46.000	320.278	790.623	175.859	145.958	163.941	15.712	0.444	-0.105	-0.430	47.000	46.000	311.316	790.623	185.235	147.036	166.182	11.028	-0.057	-0.063	-0.016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
47.000	48.000	47.000	324.811	789.015	199.985	150.552	170.909	3.706	0.092	-0.000	-0.080	48.000	47.000	254.643	789.015	175.964	143.920	156.462	9.272	-0.241	0.096	0.142	48.000	47.000	284.279	789.015	169.530	146.577	161.750	15.639	-0.073	-0.038	0.052	48.000	47.000	310.561	789.015	185.377	148.500	163.938	10.955	-0.073	-0.063	0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
48.000	49.000	48.000	321.057	786.000	199.015	152.448	165.789	3.641	-0.065	0.016	0.032	49.000	48.000	268.033	786.000	175.785	142.138	151.958	9.463	0.192	0.017	-0.063	49.000	48.000	295.523	786.000	170.591	145.345	158.524	15.926	0.287	-0.052	-0.143	49.000	48.000	303.762	786.000	184.230	154.071	170.571	10.944	-0.011	0.063	0.063	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
