dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)	T (11)	dT (11)	Base Mean (11)	Body Mean (11)	Proj Mean (11)	Tip Mean (11)	Tip Th Mean (11)	Length (11)	dL (11)	DCTM (11)	DCBM (11)	T (12)	dT (12)	Base Mean (12)	Body Mean (12)	Proj Mean (12)	Tip Mean (12)	Tip Th Mean (12)	Length (12)	dL (12)	DCTM (12)	DCBM (12)	T (13)	dT (13)	Base Mean (13)	Body Mean (13)	Proj Mean (13)	Tip Mean (13)	Tip Th Mean (13)	Length (13)	dL (13)	DCTM (13)	DCBM (13)	T (14)	dT (14)	Base Mean (14)	Body Mean (14)	Proj Mean (14)	Tip Mean (14)	Tip Th Mean (14)	Length (14)	dL (14)	DCTM (14)	DCBM (14)	T (15)	dT (15)	Base Mean (15)	Body Mean (15)	Proj Mean (15)	Tip Mean (15)	Tip Th Mean (15)	Length (15)	dL (15)	DCTM (15)	DCBM (15)	T (16)	dT (16)	Base Mean (16)	Body Mean (16)	Proj Mean (16)	Tip Mean (16)	Tip Th Mean (16)	Length (16)	dL (16)	DCTM (16)	DCBM (16)	T (17)	dT (17)	Base Mean (17)	Body Mean (17)	Proj Mean (17)	Tip Mean (17)	Tip Th Mean (17)	Length (17)	dL (17)	DCTM (17)	DCBM (17)
5.000	6.000	5.000	135.407	260.538	130.709	120.484	129.125	4.744	-0.230	0.000	0.180	6.000	5.000	138.083	260.538	122.009	110.609	121.333	7.625	-0.062	-0.053	0.075	6.000	5.000	147.167	260.538	129.945	117.833	124.765	6.730	-0.049	0.000	0.144	6.000	5.000	144.884	260.538	129.660	120.324	132.727	2.176	1.129	0.303	-0.640	6.000	5.000	160.926	260.538	141.262	128.680	135.600	1.116	-0.195	-0.000	0.129	6.000	5.000	134.793	260.538	119.476	112.593	122.909	10.065	0.046	0.124	0.062	6.000	5.000	149.357	260.538	128.266	119.700	125.227	5.563	-0.192	-0.086	0.027	6.000	5.000	166.833	260.538	126.433	111.875	116.333	7.689	0.222	-0.081	-0.187	33.000	5.000	174.133	252.748	144.688	123.438	138.154	2.033	0.834	-0.259	-1.042	66.000	5.000	169.833	247.125	131.847	130.312	136.458	1.629	-0.574	0.876	-0.039	69.000	5.000	136.829	251.392	122.416	110.160	114.611	4.750	0.571	0.496	-0.062	70.000	5.000	156.822	252.151	138.118	124.457	137.533	1.824	0.406	0.238	-0.086	73.000	5.000	151.056	254.597	129.283	117.467	127.300	1.675	0.165	0.208	-0.082	91.000	5.000	137.978	252.923	117.062	112.393	118.571	4.811	0.398	0.259	0.011	92.000	5.000	136.846	252.284	130.240	126.062	135.000	2.123	-0.287	0.052	0.170	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.000	5.000	141.698	252.299	128.190	117.429	128.818	2.238	0.176	0.315	0.145	118.000	5.000	127.167	250.813	120.847	114.640	125.111	3.761	-1.198	-1.400	-0.255
6.000	7.000	6.000	146.469	260.664	129.589	120.743	126.682	5.372	0.628	0.000	-0.509	7.000	6.000	144.000	260.664	123.388	112.214	116.586	7.625	0.000	-0.037	0.000	7.000	6.000	148.897	260.664	129.404	118.720	128.067	6.603	-0.127	-0.122	-0.061	7.000	6.000	154.550	260.664	131.649	119.926	127.550	2.666	0.490	0.290	-0.231	7.000	6.000	149.037	260.664	136.150	126.250	132.524	0.902	-0.214	-0.006	0.194	7.000	6.000	137.667	260.664	120.497	110.400	116.125	10.325	0.260	0.081	-0.124	7.000	6.000	159.500	260.664	128.139	115.037	122.812	5.731	0.168	-0.145	-0.264	7.000	6.000	146.926	260.664	124.556	112.821	127.000	7.372	-0.317	0.104	0.325	34.000	6.000	156.037	253.422	141.200	133.719	147.375	1.227	-0.807	-0.065	0.718	67.000	6.000	162.968	250.056	131.667	125.500	137.857	2.149	0.520	0.926	-0.230	70.000	6.000	139.421	252.151	123.599	112.241	118.938	5.477	0.728	0.650	-0.000	71.000	6.000	151.156	254.019	135.067	124.273	132.364	1.556	-0.268	0.000	0.229	74.000	6.000	152.644	254.894	132.204	117.265	129.000	2.219	0.544	0.280	-0.133	92.000	6.000	127.727	252.284	116.133	111.200	116.000	2.864	-1.947	-1.465	0.395	93.000	6.000	142.829	251.247	129.266	121.933	127.667	2.418	0.295	0.190	-0.079	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.000	6.000	145.048	250.813	129.725	117.241	127.375	2.211	-0.027	0.226	0.226	119.000	6.000	123.378	250.667	119.864	115.619	122.364	1.970	-1.791	-1.366	0.378
7.000	8.000	7.000	148.267	261.820	134.158	123.033	135.200	5.482	0.111	0.061	-0.084	8.000	7.000	135.265	261.820	123.412	110.423	116.105	7.671	0.046	0.090	-0.017	8.000	7.000	155.903	261.820	129.168	116.414	123.267	6.649	0.046	0.040	-0.061	8.000	7.000	140.971	261.820	128.887	120.839	128.810	2.884	0.219	0.436	0.175	8.000	7.000	150.481	261.820	135.811	128.103	136.091	0.947	0.046	0.012	-0.000	8.000	7.000	138.500	261.820	120.041	112.097	161.000	10.352	0.027	0.044	0.018	8.000	7.000	157.938	261.820	129.926	118.636	128.000	5.731	0.000	-0.169	-0.096	8.000	7.000	174.267	261.820	128.198	112.071	126.375	7.816	0.444	0.000	-0.370	35.000	7.000	152.963	253.567	141.523	132.971	145.375	1.058	-0.168	0.139	0.321	68.000	7.000	163.205	250.140	135.955	127.167	131.391	1.315	-0.834	-0.046	-0.138	71.000	7.000	140.600	254.019	124.446	112.958	119.538	5.872	0.395	0.287	-0.211	72.000	7.000	137.694	252.165	126.698	124.361	131.103	0.928	-0.628	0.084	0.578	75.000	7.000	148.357	254.555	129.681	114.133	121.500	2.559	0.341	0.283	-0.067	93.000	7.000	120.511	251.247	116.000	116.115	121.632	1.058	-1.806	-1.541	0.029	94.000	7.000	142.976	250.367	127.848	118.250	128.933	2.391	-0.027	-0.000	0.048	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	7.000	137.467	250.667	128.782	123.200	129.409	1.269	-0.942	-0.559	0.357	120.000	7.000	118.286	253.321	115.956	114.500	121.600	0.695	-1.274	-0.529	0.196
8.000	9.000	8.000	142.893	260.619	132.105	122.306	129.250	5.528	0.046	-0.060	-0.084	9.000	8.000	140.444	260.619	125.431	111.500	122.462	7.617	-0.054	-0.090	0.000	9.000	8.000	143.889	260.619	126.523	112.900	123.091	6.400	-0.249	-0.061	0.183	9.000	8.000	140.564	260.619	126.805	116.867	122.739	3.474	0.590	0.378	-0.145	9.000	8.000	157.630	260.619	139.207	127.853	136.952	1.207	0.260	-0.000	-0.258	9.000	8.000	132.000	260.619	120.302	113.407	118.125	10.279	-0.073	-0.125	-0.062	9.000	8.000	149.618	260.619	128.157	116.033	126.062	5.066	-0.666	-0.119	0.529	9.000	8.000	157.107	260.619	126.728	109.500	117.875	7.326	-0.490	-0.019	0.492	36.000	8.000	152.100	255.232	144.459	131.903	149.091	1.643	0.585	0.136	-0.458	69.000	8.000	170.320	251.392	NaN	NaN	NaN	NaN	NaN	0.000	0.000	72.000	8.000	138.244	252.165	120.609	113.939	119.500	5.864	-0.008	0.349	0.468	73.000	8.000	157.088	254.597	138.697	119.118	136.273	2.268	1.339	0.303	-0.952	76.000	8.000	145.487	256.314	129.972	115.607	126.625	2.862	0.303	0.259	-0.066	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	95.000	8.000	143.500	250.201	128.694	120.294	128.045	2.307	-0.084	-0.134	-0.092	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
9.000	10.000	9.000	138.933	261.455	132.609	123.156	129.391	5.387	-0.141	0.000	0.180	10.000	9.000	140.345	261.455	124.405	112.417	118.333	7.647	0.030	0.000	-0.018	10.000	9.000	138.552	261.455	130.831	116.962	128.455	6.389	-0.011	0.025	0.071	10.000	9.000	146.857	261.455	130.323	122.786	128.389	3.999	0.525	0.299	-0.178	10.000	9.000	153.103	261.455	137.296	125.969	133.850	1.142	-0.065	-0.000	0.064	10.000	9.000	130.742	261.455	121.922	113.179	121.231	10.142	-0.138	-0.081	0.000	10.000	9.000	153.643	261.455	132.440	116.419	124.250	5.242	0.176	-0.205	-0.410	10.000	9.000	154.724	261.455	128.457	114.179	125.462	7.250	-0.076	0.020	0.144	37.000	9.000	165.900	255.963	146.524	124.562	134.857	2.607	0.964	0.130	-0.780	70.000	9.000	162.483	252.151	146.722	145.438	155.750	0.487	0.487	0.000	0.000	73.000	9.000	136.447	254.597	120.764	113.000	115.400	6.373	0.509	0.375	-0.144	74.000	9.000	166.024	254.894	141.169	121.667	132.875	2.907	0.639	0.205	-0.350	77.000	9.000	150.424	256.142	128.759	114.276	125.167	3.368	0.506	0.445	-0.103	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	9.000	144.556	250.793	126.789	113.333	125.818	2.529	0.222	0.100	-0.042	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
10.000	11.000	10.000	140.750	261.970	133.912	121.892	127.962	5.720	0.333	0.000	-0.326	11.000	10.000	145.593	261.970	122.929	110.741	123.222	7.977	0.330	0.090	-0.271	11.000	10.000	151.750	261.970	132.753	116.267	125.625	6.738	0.349	0.000	-0.315	11.000	10.000	150.489	261.970	128.754	119.516	129.846	4.561	0.563	0.215	-0.269	11.000	10.000	144.704	261.970	137.031	127.848	140.333	1.012	-0.130	-0.065	0.070	11.000	10.000	129.931	261.970	120.874	115.594	121.188	9.947	-0.195	-0.143	0.062	11.000	10.000	155.000	261.970	129.662	114.806	128.111	5.157	-0.084	-0.026	-0.026	11.000	10.000	149.643	261.970	130.667	113.967	128.667	6.982	-0.268	-0.082	0.186	38.000	10.000	178.867	255.508	146.358	127.710	131.419	2.802	0.195	0.067	-0.130	71.000	10.000	187.371	254.019	NaN	NaN	NaN	NaN	NaN	0.000	0.000	74.000	10.000	136.579	254.894	120.854	112.000	123.625	6.790	0.417	0.453	0.090	75.000	10.000	154.500	254.555	141.867	125.167	130.040	2.758	-0.149	0.328	0.350	78.000	10.000	161.286	254.455	130.145	112.897	118.500	3.892	0.525	0.281	-0.122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	10.000	136.733	251.439	125.059	117.455	125.278	2.207	-0.322	-0.140	0.232	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
11.000	12.000	11.000	140.310	262.670	134.540	127.441	140.500	5.490	-0.230	-0.060	0.120	12.000	11.000	134.065	262.670	125.112	112.710	119.000	7.774	-0.203	-0.035	0.215	12.000	11.000	147.467	262.670	130.146	115.607	122.333	6.627	-0.111	0.037	0.108	12.000	11.000	147.462	262.670	127.947	118.710	125.875	4.523	-0.038	0.234	0.179	12.000	11.000	159.778	262.670	143.033	131.121	143.111	1.142	0.130	0.009	-0.130	12.000	11.000	131.148	262.670	121.594	117.241	127.615	9.660	-0.287	-0.186	0.043	12.000	11.000	145.853	262.670	128.966	117.167	124.190	5.138	-0.019	-0.118	0.031	12.000	11.000	146.694	262.670	128.143	114.733	123.875	6.852	-0.130	0.062	0.267	39.000	11.000	150.593	254.224	140.044	124.643	131.812	2.309	-0.493	0.130	0.585	72.000	11.000	169.750	252.165	133.510	124.778	130.143	1.494	1.494	0.000	0.000	75.000	11.000	138.100	254.555	119.818	111.720	117.000	7.291	0.501	0.398	0.020	76.000	11.000	147.250	256.314	131.536	117.222	131.000	2.363	-0.395	0.225	0.656	79.000	11.000	166.311	257.006	129.005	112.833	119.467	4.339	0.447	0.309	-0.023	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	11.000	143.200	250.454	127.670	115.621	124.438	2.299	0.092	0.009	-0.183	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
12.000	13.000	12.000	142.143	263.402	133.302	120.324	129.000	5.804	0.314	0.060	-0.230	13.000	12.000	137.316	263.402	125.702	112.080	119.947	7.877	0.103	-0.018	-0.054	13.000	12.000	153.655	263.402	134.276	121.333	130.231	6.608	-0.019	-0.035	-0.025	13.000	12.000	160.533	263.402	129.781	117.967	126.118	5.121	0.598	0.127	-0.452	13.000	12.000	150.111	263.402	138.523	131.147	142.476	0.882	-0.260	0.000	0.259	13.000	12.000	135.897	263.402	120.549	112.967	117.435	9.614	-0.046	-0.143	-0.062	13.000	12.000	150.300	263.402	128.928	115.419	124.353	5.284	0.146	0.059	-0.232	13.000	12.000	140.444	263.402	129.869	117.704	129.588	6.137	-0.715	-0.061	0.574	40.000	12.000	175.393	254.271	143.229	124.676	136.083	2.989	0.680	0.063	-0.651	73.000	12.000	162.455	254.597	142.037	140.000	149.889	0.736	-0.758	-0.533	0.078	76.000	12.000	136.659	256.314	118.249	112.286	116.632	7.521	0.230	0.366	0.145	77.000	12.000	159.778	256.142	137.862	121.344	131.211	3.358	0.995	0.169	-0.724	80.000	12.000	159.462	256.793	126.765	112.379	118.050	4.439	0.100	0.361	0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	12.000	143.152	249.823	129.167	116.387	122.000	2.181	-0.119	0.203	0.386	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
13.000	14.000	13.000	151.750	265.191	134.887	121.424	129.400	6.091	0.287	-0.024	-0.242	14.000	13.000	140.258	265.191	128.882	112.654	122.400	7.693	-0.184	-0.035	0.124	14.000	13.000	155.781	265.191	137.445	121.172	133.500	6.508	-0.100	0.000	0.085	14.000	13.000	170.000	265.191	131.332	117.643	129.833	5.645	0.525	0.378	-0.090	14.000	13.000	186.241	265.191	152.451	128.452	144.333	1.892	1.010	0.005	-0.974	14.000	13.000	130.125	265.191	120.970	116.633	127.333	9.660	0.046	-0.062	-0.062	14.000	13.000	148.704	265.191	129.572	118.500	126.118	5.016	-0.268	-0.204	0.059	14.000	13.000	142.407	265.191	128.821	115.312	122.778	6.224	0.087	0.043	-0.167	41.000	13.000	164.536	253.584	141.355	123.594	127.286	2.959	-0.030	0.130	0.260	74.000	13.000	167.793	254.894	NaN	NaN	NaN	NaN	NaN	0.000	0.000	77.000	13.000	140.595	256.142	118.701	111.074	119.455	7.899	0.379	0.423	0.078	78.000	13.000	148.256	254.455	131.717	120.481	125.826	2.796	-0.563	0.205	0.722	81.000	13.000	153.735	254.970	123.398	109.957	114.857	4.132	-0.307	0.343	0.637	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	13.000	138.182	247.476	129.542	121.452	134.333	1.526	-0.655	-0.368	0.276	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14.000	15.000	14.000	140.593	262.391	134.358	125.750	139.556	5.666	-0.425	0.000	0.300	15.000	14.000	138.677	262.391	127.946	114.069	122.625	7.536	-0.157	0.000	0.145	15.000	14.000	152.036	262.391	139.648	119.724	125.609	6.305	-0.203	0.060	0.229	15.000	14.000	171.438	262.391	129.173	120.586	129.562	5.967	0.322	0.259	-0.039	15.000	14.000	140.148	262.391	132.308	133.000	145.833	0.525	-1.368	0.063	1.387	15.000	14.000	127.548	262.391	120.396	117.103	125.278	9.446	-0.214	-0.124	0.062	15.000	14.000	147.172	262.391	132.220	121.267	131.765	4.221	-0.796	-0.605	0.118	15.000	14.000	144.185	262.391	129.349	112.241	124.000	6.171	-0.054	0.019	0.019	42.000	14.000	182.103	255.174	141.403	122.677	130.562	3.360	0.401	0.131	-0.259	75.000	14.000	159.633	254.555	132.926	126.043	131.938	1.475	1.475	0.000	0.000	78.000	14.000	136.429	254.455	118.352	113.588	123.273	8.026	0.127	0.301	0.160	79.000	14.000	154.367	257.006	130.373	120.062	125.565	3.018	0.222	0.206	-0.061	82.000	14.000	142.031	254.684	121.284	114.290	121.833	3.729	-0.403	0.025	0.388	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	14.000	131.022	244.901	123.310	123.222	134.176	0.947	-0.578	-0.116	0.407	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15.000	16.000	15.000	153.000	262.209	136.968	125.083	130.308	6.462	0.796	0.021	-0.489	16.000	15.000	137.118	262.209	128.313	113.167	125.000	7.307	-0.230	0.000	0.269	16.000	15.000	151.976	262.209	137.575	121.370	130.059	6.102	-0.203	-0.060	0.290	16.000	15.000	158.674	262.209	128.017	117.520	128.133	5.929	-0.038	0.234	0.246	16.000	15.000	142.857	262.209	128.542	128.048	134.714	0.506	-0.018	-0.000	-0.029	16.000	15.000	132.517	262.209	121.937	115.357	119.682	9.434	-0.011	-0.021	0.000	16.000	15.000	137.714	262.209	128.608	120.781	129.105	2.973	-1.248	-0.507	0.786	16.000	15.000	148.222	262.209	129.799	114.929	127.636	6.182	0.011	-0.062	0.081	43.000	15.000	161.214	252.377	137.437	125.438	130.655	3.341	-0.019	0.395	0.387	76.000	15.000	172.368	256.314	142.257	137.263	144.333	0.557	-0.918	-0.623	0.034	79.000	15.000	142.132	257.006	118.114	112.147	122.077	8.164	0.138	0.125	-0.020	80.000	15.000	147.333	256.793	128.807	114.833	125.455	3.026	0.008	0.110	0.120	83.000	15.000	115.040	252.382	110.400	110.400	113.500	0.322	-3.408	0.262	-0.233	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
16.000	17.000	16.000	151.511	260.671	136.320	121.400	125.516	6.722	0.260	0.000	-0.144	17.000	16.000	135.879	260.671	126.759	113.562	121.929	7.353	0.046	-0.034	-0.145	17.000	16.000	145.022	260.671	127.958	117.346	126.000	4.866	-1.236	0.060	1.231	17.000	16.000	159.368	260.671	128.342	118.032	125.000	5.891	-0.038	0.052	0.039	17.000	16.000	159.321	260.671	135.123	127.939	144.643	0.752	0.246	-0.063	-0.315	17.000	16.000	132.679	260.671	122.733	113.038	121.235	9.748	0.314	0.288	-0.021	17.000	16.000	145.757	260.671	132.665	123.353	138.850	2.667	-0.306	-0.664	-0.429	17.000	16.000	145.200	260.671	130.519	111.444	121.200	6.075	-0.106	0.063	0.160	44.000	16.000	168.448	252.555	139.265	122.759	136.059	3.693	0.352	0.327	0.003	77.000	16.000	204.243	256.142	NaN	NaN	NaN	NaN	NaN	0.000	0.000	80.000	16.000	141.833	256.793	117.795	111.344	119.000	8.440	0.276	0.019	-0.271	81.000	16.000	149.970	254.970	131.877	120.310	129.611	3.064	0.038	-0.104	-0.185	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
17.000	18.000	17.000	160.560	260.945	133.187	120.091	133.500	6.871	0.149	0.000	-0.103	18.000	17.000	137.467	260.945	129.689	112.556	120.412	7.215	-0.138	0.034	0.145	18.000	17.000	143.489	260.945	127.754	120.586	126.850	5.234	0.368	0.119	-0.196	18.000	17.000	153.909	260.945	127.637	124.656	132.222	5.910	0.019	0.160	0.131	18.000	17.000	148.552	260.945	135.259	131.636	148.800	0.637	-0.116	-0.064	0.075	18.000	17.000	129.533	260.945	121.654	112.630	118.000	9.886	0.138	0.083	-0.022	18.000	17.000	146.194	260.945	133.339	122.618	132.833	2.594	-0.073	-0.234	-0.197	18.000	17.000	141.139	260.945	128.653	114.933	124.000	4.839	-1.236	-0.061	0.978	45.000	17.000	162.852	252.462	140.176	119.967	133.250	3.387	-0.306	-0.130	0.130	78.000	17.000	167.143	254.455	154.600	154.600	169.667	0.330	0.330	0.000	0.000	81.000	17.000	139.477	254.970	117.517	109.440	115.091	8.619	0.179	0.173	0.055	82.000	17.000	148.828	254.684	130.814	121.440	129.364	2.712	-0.352	0.084	0.327	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
18.000	19.000	18.000	153.239	261.987	134.032	121.657	135.250	6.611	-0.260	0.000	0.267	19.000	18.000	138.892	261.987	136.053	118.793	127.923	7.188	-0.027	0.000	0.123	19.000	18.000	143.302	261.987	127.736	121.971	135.385	5.352	0.119	0.086	0.000	19.000	18.000	149.923	261.987	127.392	127.323	135.263	5.983	0.073	0.103	0.052	19.000	18.000	148.778	261.987	133.395	132.100	145.923	0.628	-0.009	-0.000	0.126	19.000	18.000	131.393	261.987	121.680	115.552	124.917	10.216	0.330	0.238	-0.061	19.000	18.000	149.065	261.987	134.252	122.594	134.667	2.532	-0.062	-0.089	-0.048	19.000	18.000	153.067	261.987	129.912	113.259	133.200	5.903	1.064	0.000	-0.706	46.000	18.000	148.333	250.774	137.684	121.161	131.650	2.477	-0.910	-0.254	0.650	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82.000	18.000	138.111	254.684	115.405	112.650	117.556	7.746	-0.873	-0.880	0.122	83.000	18.000	140.733	252.382	125.703	118.480	131.400	2.425	-0.287	0.205	0.494	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
19.000	20.000	19.000	151.957	263.068	133.861	120.771	135.364	6.527	-0.084	0.000	0.000	20.000	19.000	146.308	263.068	134.640	114.577	125.250	7.678	0.490	0.000	-0.413	20.000	19.000	151.421	263.068	130.665	122.323	137.765	5.433	0.081	0.029	-0.176	20.000	19.000	146.705	263.068	127.653	128.833	139.227	5.599	-0.383	-0.039	0.468	20.000	19.000	160.897	263.068	139.368	130.333	150.143	0.882	0.255	-0.000	-0.323	20.000	19.000	130.000	263.068	122.066	115.621	123.500	10.465	0.249	0.253	0.060	20.000	19.000	154.281	263.068	134.696	116.615	132.273	2.827	0.295	-0.021	-0.290	20.000	19.000	155.574	263.068	130.885	115.148	123.316	6.041	0.138	0.000	-0.118	47.000	19.000	154.897	252.325	143.179	126.875	135.353	3.024	0.547	-0.130	-0.455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83.000	19.000	136.946	252.382	117.537	107.619	111.647	5.035	-2.710	-2.388	0.003	84.000	19.000	134.724	252.980	125.153	115.069	126.375	2.322	-0.103	0.375	0.495	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
