dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)
95.000	96.000	95.000	296.921	656.830	190.611	156.074	168.812	2.670	-0.084	0.000	0.000	96.000	95.000	219.593	656.830	174.832	147.808	166.571	5.727	0.314	-0.065	-0.329	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	95.000	252.889	656.830	203.379	144.931	166.417	6.257	-0.547	-0.000	0.346	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	96.000	95.000	261.533	656.830	194.303	173.676	197.316	18.053	0.387	-0.063	-0.347	96.000	95.000	211.244	656.830	165.832	146.667	158.000	20.807	0.111	0.089	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
96.000	97.000	96.000	293.025	649.755	190.940	158.071	170.667	2.773	0.103	0.000	-0.028	97.000	96.000	231.963	649.755	172.836	145.594	159.286	6.228	0.501	0.000	-0.455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	96.000	315.175	649.755	206.221	142.172	164.154	7.026	0.769	-0.000	-0.575	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97.000	96.000	228.550	649.755	184.456	169.367	200.143	15.669	-2.384	-0.126	1.987	97.000	96.000	213.531	649.755	165.909	145.400	152.000	20.390	-0.417	-0.023	0.122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
97.000	98.000	97.000	267.676	657.293	187.415	160.966	171.435	2.643	-0.130	0.000	0.114	98.000	97.000	228.828	657.293	172.518	148.655	163.400	6.331	0.103	0.000	-0.129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	97.000	257.107	657.293	204.797	145.517	170.727	6.387	-0.639	-0.000	0.459	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.000	97.000	266.111	657.293	193.255	175.152	197.778	17.766	2.097	-0.079	-1.925	98.000	97.000	216.323	657.293	165.580	151.750	169.091	20.417	0.027	0.056	0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
98.000	99.000	98.000	325.233	654.770	193.752	153.179	171.412	2.865	0.222	0.000	-0.145	99.000	98.000	226.556	654.770	175.498	146.000	155.474	6.236	-0.095	0.000	0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	98.000	266.262	654.770	201.990	141.393	168.300	6.869	0.482	0.032	-0.227	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99.000	98.000	262.675	654.770	195.672	169.697	191.333	17.636	-0.130	-0.063	0.000	99.000	98.000	225.000	654.770	166.147	153.478	174.600	20.444	0.027	-0.023	-0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
99.000	100.000	99.000	289.943	655.471	185.315	156.103	173.786	2.708	-0.157	0.000	0.030	100.000	99.000	287.535	655.471	181.924	144.345	148.792	7.357	1.121	0.000	-0.847	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	99.000	307.093	655.471	202.869	142.185	164.786	7.175	0.306	-0.000	-0.259	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	99.000	232.698	655.471	185.014	172.531	193.611	16.064	-1.573	0.000	1.450	100.000	99.000	223.086	655.471	166.054	156.320	176.214	20.509	0.065	-0.056	-0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
100.000	101.000	100.000	274.676	652.949	186.315	161.034	192.750	2.544	-0.165	-0.059	0.115	101.000	100.000	284.279	652.949	178.589	139.185	155.083	7.349	-0.008	0.000	-0.001	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	100.000	285.593	652.949	204.142	145.640	168.833	6.785	-0.390	0.089	0.258	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	100.000	228.514	652.949	184.427	168.594	189.812	15.685	-0.379	-0.063	0.205	101.000	100.000	222.229	652.949	168.705	157.042	182.200	20.417	-0.092	-0.056	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
101.000	102.000	101.000	277.586	648.991	184.329	153.276	167.933	2.517	-0.027	0.060	0.026	102.000	101.000	259.622	648.991	175.698	141.759	151.875	7.249	-0.100	0.000	0.066	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	101.000	308.172	648.991	198.776	144.774	170.267	7.161	0.376	0.056	-0.334	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	101.000	243.056	648.991	185.932	167.030	187.778	15.926	0.241	-0.063	-0.284	102.000	101.000	242.766	648.991	167.910	156.037	174.846	20.711	0.295	-0.056	-0.156	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
102.000	103.000	102.000	271.393	649.310	185.212	154.964	164.381	2.425	-0.092	0.000	0.085	103.000	102.000	233.182	649.310	170.702	138.929	149.176	6.664	-0.585	0.000	0.451	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	102.000	322.300	649.310	205.438	145.138	167.944	7.486	0.325	-0.000	-0.169	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	102.000	238.949	649.310	187.106	153.500	174.125	16.056	0.130	0.000	-0.079	103.000	102.000	238.912	649.310	167.334	160.375	171.500	20.287	-0.425	-0.145	0.067	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
103.000	104.000	103.000	264.028	649.272	183.381	158.786	172.846	2.601	0.176	0.000	-0.060	104.000	103.000	235.786	649.272	174.032	141.357	156.467	6.404	-0.260	0.000	0.131	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	103.000	326.512	649.272	202.021	147.567	166.067	7.448	-0.038	-0.179	-0.101	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	103.000	244.250	649.272	186.854	170.697	211.357	16.072	0.016	-0.234	-0.205	104.000	103.000	226.118	649.272	166.698	156.182	182.000	20.149	-0.138	-0.089	0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104.000	105.000	104.000	248.966	647.317	182.624	153.414	169.529	2.371	-0.230	0.000	0.104	105.000	104.000	208.481	647.317	182.088	142.852	162.889	5.475	-0.929	-0.585	0.385	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	104.000	306.811	647.317	203.003	149.655	174.462	7.234	-0.214	-0.000	0.075	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	104.000	237.795	647.317	186.272	171.406	198.385	15.934	-0.138	-0.080	0.000	105.000	104.000	219.167	647.317	167.610	148.080	163.474	19.865	-0.284	-0.121	0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105.000	106.000	105.000	261.097	649.880	186.511	156.040	180.750	2.436	0.065	0.000	0.000	106.000	105.000	260.815	649.880	188.547	151.194	165.000	5.383	-0.092	-0.586	-0.519	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	105.000	292.733	649.880	198.172	149.552	176.000	7.039	-0.195	-0.000	0.109	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	105.000	248.089	649.880	188.678	164.344	198.875	16.248	0.314	-0.152	-0.348	106.000	105.000	213.629	649.880	167.485	155.958	167.294	19.865	0.000	-0.089	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106.000	107.000	106.000	265.655	650.631	188.794	161.759	185.154	2.344	-0.092	0.000	0.019	107.000	106.000	228.405	650.631	175.674	149.000	158.450	5.391	0.008	-0.065	0.128	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	106.000	317.382	650.631	200.587	149.258	179.765	7.307	0.268	-0.000	-0.199	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	106.000	241.077	650.631	188.531	171.750	186.320	15.934	-0.314	-0.063	0.143	107.000	106.000	212.647	650.631	167.013	157.778	174.211	19.819	-0.046	-0.056	0.032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107.000	108.000	107.000	234.852	647.407	185.990	161.143	174.000	2.038	-0.306	0.000	0.267	108.000	107.000	233.519	647.407	180.623	155.793	173.200	4.809	-0.582	-0.195	0.127	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	107.000	298.929	647.407	201.699	148.538	179.500	6.993	-0.314	-0.000	0.199	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	107.000	252.564	647.407	189.493	167.000	190.688	15.999	0.065	-0.080	-0.143	108.000	107.000	229.649	647.407	168.690	154.167	180.750	19.930	0.111	-0.056	-0.178	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108.000	109.000	108.000	259.036	651.259	188.545	161.407	180.000	2.076	0.038	-0.062	-0.062	109.000	108.000	238.704	651.259	179.772	155.300	168.150	4.874	0.065	-0.130	-0.193	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	108.000	319.054	651.259	199.518	149.103	175.667	7.326	0.333	-0.000	-0.199	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	108.000	248.791	651.259	189.786	172.125	202.000	16.194	0.195	-0.017	-0.268	109.000	108.000	220.829	651.259	168.992	159.875	175.000	19.819	-0.111	-0.112	0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109.000	110.000	109.000	238.821	648.657	185.726	160.038	177.650	2.011	-0.065	0.000	0.062	110.000	109.000	217.593	648.657	177.223	159.645	176.250	4.779	-0.095	0.000	0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	109.000	309.143	648.657	200.712	149.148	162.920	7.540	0.214	-0.000	-0.110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	109.000	249.977	648.657	189.067	161.724	190.357	16.278	0.084	0.017	-0.063	110.000	109.000	212.074	648.657	168.865	159.083	180.417	19.421	-0.398	-0.089	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110.000	111.000	110.000	265.161	642.792	188.045	161.300	180.812	2.084	0.073	-0.312	-0.335	111.000	110.000	200.704	642.792	174.710	146.100	161.176	3.796	-0.983	0.000	0.976	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	110.000	297.676	642.792	198.222	144.533	165.167	7.372	-0.168	-0.000	0.110	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	110.000	243.538	642.792	185.365	164.697	188.778	16.018	-0.260	-0.017	0.268	111.000	110.000	211.576	642.792	168.313	160.000	188.071	19.249	-0.173	-0.145	0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111.000	112.000	111.000	274.441	647.339	186.400	155.903	176.846	2.149	0.065	0.000	-0.061	112.000	111.000	232.926	647.339	189.289	152.207	171.500	4.779	0.983	0.000	-0.912	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	111.000	323.853	647.339	203.709	150.846	167.905	7.299	-0.073	-0.055	-0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	111.000	261.051	647.339	188.726	159.333	173.900	16.546	0.528	0.017	-0.473	112.000	111.000	229.333	647.339	169.079	161.931	183.786	19.432	0.184	-0.089	-0.155	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112.000	113.000	112.000	258.853	646.938	184.005	156.697	170.500	2.092	-0.057	-0.023	0.038	113.000	112.000	213.704	646.938	185.370	154.429	172.812	4.335	-0.444	0.000	0.326	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	112.000	288.545	646.938	199.075	150.179	172.167	7.104	-0.195	0.055	0.199	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	112.000	250.738	646.938	187.672	156.161	176.706	16.462	-0.084	-0.125	-0.063	113.000	112.000	222.344	646.938	170.393	155.966	176.250	19.061	-0.371	-0.168	0.099	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
113.000	114.000	113.000	285.387	650.847	195.277	169.290	194.333	2.046	-0.046	-0.060	-0.026	114.000	113.000	226.259	650.847	184.654	159.931	176.056	4.354	0.019	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	113.000	324.200	650.847	205.086	153.000	181.000	7.299	0.195	-0.055	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	113.000	246.444	650.847	187.140	159.879	177.800	15.953	-0.509	-0.188	0.205	114.000	113.000	230.250	650.847	170.976	156.964	174.750	19.134	0.073	-0.089	-0.178	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
114.000	115.000	114.000	251.484	651.435	191.880	172.000	195.071	1.908	-0.138	0.000	0.145	115.000	114.000	224.148	651.435	189.160	159.138	175.667	4.408	0.054	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	114.000	306.571	651.435	199.247	144.286	157.900	6.863	-0.436	0.054	0.307	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	114.000	250.162	651.435	188.531	154.161	181.455	16.183	0.230	-0.063	-0.268	115.000	114.000	235.781	651.435	168.521	155.800	178.583	18.924	-0.211	-0.145	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
115.000	116.000	115.000	261.059	648.693	191.100	160.031	176.556	2.027	0.119	0.061	-0.061	116.000	115.000	218.857	648.693	186.743	151.182	165.750	4.446	0.038	0.000	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	115.000	310.559	648.693	203.795	145.968	179.154	7.093	0.230	-0.000	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	115.000	261.279	648.693	189.212	159.516	179.286	16.275	0.092	-0.187	-0.205	116.000	115.000	233.467	648.693	169.328	161.643	183.500	18.755	-0.168	-0.145	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
116.000	117.000	116.000	236.414	648.488	187.784	165.097	180.333	1.713	-0.314	0.000	0.227	117.000	116.000	245.037	648.488	192.017	144.741	153.812	4.584	0.138	0.065	-0.067	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.000	116.000	297.973	648.488	204.889	145.370	170.071	7.215	0.122	-0.000	-0.054	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.000	116.000	254.162	648.488	190.040	161.909	191.077	15.915	-0.360	-0.187	0.081	117.000	116.000	224.862	648.488	169.510	156.226	174.200	18.690	-0.065	-0.089	-0.056	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
117.000	118.000	117.000	276.379	646.807	189.427	160.625	183.571	1.900	0.187	-0.016	-0.189	118.000	117.000	251.759	646.807	195.196	147.656	172.750	4.760	0.176	-0.065	-0.129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.000	117.000	299.550	646.807	210.412	152.846	183.231	7.326	0.111	0.036	-0.054	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.000	117.000	262.349	646.807	190.604	163.576	196.455	15.969	0.054	-0.187	-0.143	118.000	117.000	231.793	646.807	171.287	159.179	181.867	18.553	-0.138	-0.056	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
118.000	119.000	118.000	246.722	645.131	188.700	162.259	189.909	1.808	-0.092	-0.044	0.143	119.000	118.000	258.109	645.131	197.453	146.793	158.050	5.556	0.796	0.000	-0.520	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	118.000	290.700	645.131	207.071	149.871	168.278	7.008	-0.317	0.018	0.216	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	118.000	267.804	645.131	190.400	159.765	181.000	15.850	-0.119	-0.125	0.000	119.000	118.000	231.690	645.131	169.316	155.276	174.235	18.526	-0.027	-0.056	0.089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
119.000	120.000	119.000	242.250	642.713	187.823	159.700	178.923	1.724	-0.084	0.000	0.062	120.000	119.000	224.444	642.713	181.057	145.828	160.467	4.121	-1.435	0.000	1.029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.000	119.000	297.575	642.713	205.621	148.517	191.571	7.223	0.214	0.036	-0.108	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.000	119.000	257.848	642.713	189.214	166.971	193.533	15.655	-0.195	-0.187	0.000	120.000	119.000	223.065	642.713	170.457	160.172	184.846	18.312	-0.214	-0.201	-0.033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
120.000	121.000	120.000	234.889	640.476	184.240	155.000	165.077	1.594	-0.130	0.062	0.123	121.000	120.000	231.222	640.476	182.968	149.483	159.700	4.262	0.141	0.000	-0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	121.000	120.000	289.730	640.476	207.033	151.600	170.360	7.112	-0.111	-0.090	0.054	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	121.000	120.000	238.696	640.476	189.111	165.613	188.000	15.387	-0.268	-0.105	0.143	121.000	120.000	217.167	640.476	170.270	156.643	169.000	18.212	-0.100	-0.089	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
