dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)
-20.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.000	-20.000	316.568	660.851	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.000	-20.000	215.538	666.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.000	-20.000	252.227	665.655	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-19.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.000	-19.000	317.000	661.423	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.000	-19.000	212.500	664.280	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.000	-19.000	263.900	668.359	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-18.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.000	-18.000	332.283	667.426	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.000	-18.000	216.357	661.101	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.000	-18.000	270.409	667.121	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-17.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.000	-17.000	337.234	665.117	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.000	-17.000	233.214	662.987	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.000	-17.000	228.273	659.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-16.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.000	-16.000	329.979	666.375	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.000	-16.000	214.571	663.934	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	-16.000	215.400	662.028	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-15.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.000	-15.000	324.958	664.280	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.000	-15.000	224.400	666.179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	-15.000	245.095	665.649	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-14.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.000	-14.000	316.022	661.101	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.000	-14.000	227.889	667.929	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	-14.000	240.182	663.455	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-13.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.000	-13.000	320.125	662.987	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.000	-13.000	218.357	665.655	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	-13.000	248.048	664.225	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-12.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.000	-12.000	330.944	663.934	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.000	-12.000	232.154	668.359	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	-12.000	262.227	517.832	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-11.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.000	-11.000	314.062	666.179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.000	-11.000	228.071	667.121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	-11.000	259.727	658.633	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-10.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.000	-10.000	328.448	667.929	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.000	-10.000	227.792	659.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.000	-10.000	257.773	656.840	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-9.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.000	-9.000	314.258	665.655	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	-9.000	239.500	662.028	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.000	-9.000	269.783	658.895	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-8.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.000	-8.000	306.568	668.359	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	-8.000	240.769	665.649	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78.000	-8.000	267.478	654.674	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-7.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.000	-7.000	291.610	667.121	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	-7.000	248.769	663.455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79.000	-7.000	243.095	653.959	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-6.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.000	-6.000	311.022	659.012	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	-6.000	255.154	664.225	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80.000	-6.000	260.700	653.811	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-5.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	-5.000	298.136	662.028	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	-5.000	250.235	517.832	NaN	NaN	NaN	NaN	NaN	NaN	NaN	81.000	-5.000	226.733	659.389	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-4.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	-4.000	309.849	665.649	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	-4.000	245.000	658.633	NaN	NaN	NaN	NaN	NaN	NaN	NaN	82.000	-4.000	244.967	655.667	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-3.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	-3.000	300.269	663.455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.000	-3.000	256.308	656.840	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83.000	-3.000	221.038	652.029	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-2.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	-2.000	284.977	664.225	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.000	-2.000	293.923	658.895	NaN	NaN	NaN	NaN	NaN	NaN	NaN	84.000	-2.000	232.938	649.094	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-1.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	-1.000	278.485	517.832	NaN	NaN	NaN	NaN	NaN	NaN	NaN	78.000	-1.000	317.385	654.674	NaN	NaN	NaN	NaN	NaN	NaN	NaN	85.000	-1.000	235.769	657.992	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.000	1.000	0.000	271.854	663.569	180.563	158.346	170.474	2.808	0.000	NaN	NaN	1.000	0.000	231.741	663.569	183.343	130.308	139.000	7.785	0.000	NaN	NaN	1.000	0.000	241.429	663.569	172.143	139.393	156.000	4.939	0.000	NaN	NaN	1.000	0.000	264.674	663.569	181.798	138.065	148.619	8.333	0.000	NaN	NaN	1.000	0.000	250.270	663.569	166.442	131.520	145.357	7.031	0.000	NaN	NaN	1.000	0.000	260.788	663.569	168.368	130.429	139.200	7.960	0.000	NaN	NaN	1.000	0.000	249.186	663.569	167.869	161.429	173.381	18.207	0.000	NaN	NaN	75.000	0.000	293.000	658.633	204.744	161.892	184.950	8.840	8.840	NaN	NaN	79.000	0.000	233.511	653.959	198.833	200.522	257.364	0.940	0.940	NaN	NaN	86.000	0.000	184.343	655.485	165.288	155.615	172.250	1.058	1.058	NaN	NaN
1.000	2.000	1.000	258.273	640.119	172.741	144.862	162.923	2.675	-0.133	0.142	0.059	2.000	1.000	219.630	640.119	178.520	134.652	147.778	7.655	-0.130	0.065	0.198	2.000	1.000	232.893	640.119	168.046	134.323	145.818	4.782	-0.157	-0.000	0.166	2.000	1.000	268.174	640.119	179.926	137.345	151.556	8.360	0.027	0.091	-0.000	2.000	1.000	258.069	640.119	167.423	140.115	164.417	6.560	-0.471	-0.035	0.324	2.000	1.000	266.739	640.119	168.276	133.107	142.333	8.534	0.574	0.000	-0.406	2.000	1.000	244.591	640.119	163.998	156.771	174.312	18.207	0.000	0.000	0.035	76.000	1.000	269.875	656.840	202.160	168.282	187.615	8.133	-0.707	-0.370	0.062	80.000	1.000	315.891	653.811	249.213	176.281	201.118	2.330	1.390	0.462	-0.876	87.000	1.000	254.674	647.792	193.386	159.571	171.000	2.563	1.504	0.587	-0.779
2.000	3.000	2.000	286.639	637.913	177.408	148.143	164.267	2.878	0.203	0.000	-0.183	3.000	2.000	203.037	637.913	168.512	134.600	143.500	6.523	-1.132	0.065	1.172	3.000	2.000	251.286	637.913	170.190	138.571	153.857	4.728	-0.054	-0.000	0.021	3.000	2.000	264.830	637.913	178.625	132.939	144.368	8.406	0.046	-0.051	-0.051	3.000	2.000	252.517	637.913	160.875	135.038	147.941	6.338	-0.222	-0.000	0.199	3.000	2.000	270.562	637.913	168.086	134.667	147.250	8.828	0.295	0.203	-0.118	3.000	2.000	239.400	637.913	164.913	159.265	170.647	18.207	0.000	-0.035	0.000	77.000	2.000	274.818	658.895	201.230	172.000	200.062	7.957	-0.176	-0.411	-0.164	81.000	2.000	305.891	659.389	234.419	166.867	195.750	2.938	0.609	0.468	-0.123	88.000	2.000	278.396	650.021	197.570	157.667	180.923	3.182	0.620	0.349	-0.173
3.000	4.000	3.000	259.167	636.989	175.584	146.429	159.750	2.813	-0.065	-0.041	0.000	4.000	3.000	225.222	636.989	174.536	137.679	141.115	8.229	1.706	0.263	-1.363	4.000	3.000	259.214	636.989	172.542	142.280	157.875	4.839	0.111	-0.000	-0.083	4.000	3.000	261.364	636.989	181.365	130.759	138.042	8.203	-0.203	-0.051	0.091	4.000	3.000	246.069	636.989	160.111	129.385	143.133	6.089	-0.249	-0.000	0.234	4.000	3.000	260.738	636.989	163.544	140.621	151.895	8.763	-0.065	0.088	0.114	4.000	3.000	241.366	636.989	161.856	156.147	171.000	18.123	-0.084	0.000	0.000	78.000	3.000	321.636	654.674	208.539	177.194	215.938	8.252	0.295	-0.390	-0.699	82.000	3.000	318.444	655.667	223.719	160.351	185.600	3.065	0.127	0.010	-0.052	89.000	3.000	259.636	645.109	186.426	145.966	158.947	3.240	0.057	0.404	0.350
4.000	5.000	4.000	284.056	641.068	176.392	149.097	163.545	2.878	0.065	-0.050	0.000	5.000	4.000	253.667	641.068	175.689	133.067	139.526	8.649	0.420	0.260	-0.191	5.000	4.000	253.357	641.068	172.057	141.692	161.917	4.701	-0.138	-0.062	0.103	5.000	4.000	262.381	641.068	180.982	133.233	141.519	8.158	-0.046	-0.051	-0.000	5.000	4.000	249.725	641.068	161.748	133.893	145.333	6.108	0.019	-0.000	0.090	5.000	4.000	254.714	641.068	161.948	138.192	150.000	8.809	0.046	0.203	0.088	5.000	4.000	242.778	641.068	163.751	156.697	169.952	18.264	0.141	0.000	-0.055	79.000	4.000	307.070	653.959	203.435	174.212	206.062	7.767	-0.485	-0.592	-0.155	83.000	4.000	292.442	652.029	219.970	161.346	182.588	2.816	-0.249	-0.237	0.000	90.000	4.000	264.244	653.327	188.043	147.379	171.333	3.462	0.222	0.328	0.061
5.000	6.000	5.000	274.897	633.618	174.890	146.345	162.417	2.840	-0.038	0.044	0.003	6.000	5.000	252.926	633.618	174.584	133.357	139.947	8.955	0.306	0.325	0.000	6.000	5.000	251.286	633.618	172.291	140.680	159.667	4.839	0.138	0.062	-0.082	6.000	5.000	267.409	633.618	181.777	135.033	143.600	8.333	0.176	0.143	-0.051	6.000	5.000	259.250	633.618	163.363	134.808	151.923	6.303	0.195	0.055	-0.055	6.000	5.000	251.795	633.618	159.248	138.759	152.529	8.882	0.073	0.233	0.171	6.000	5.000	249.468	633.618	165.704	153.278	170.000	18.329	0.065	-0.020	-0.035	80.000	5.000	296.200	653.811	197.047	169.875	210.214	7.017	-0.750	-0.205	0.386	84.000	5.000	199.719	649.094	184.857	184.273	199.333	0.494	-2.322	-1.007	0.740	91.000	5.000	253.233	649.350	184.599	148.179	162.562	3.832	0.371	0.329	0.020
6.000	7.000	6.000	298.359	629.225	178.810	152.071	161.400	2.905	0.065	0.047	0.002	7.000	6.000	215.111	629.225	173.171	138.536	153.333	8.481	-0.474	0.064	0.586	7.000	6.000	255.931	629.225	178.858	141.679	158.125	4.755	-0.084	-0.000	0.061	7.000	6.000	252.326	629.225	179.359	135.267	148.722	8.196	-0.138	-0.000	0.182	7.000	6.000	255.275	629.225	163.155	132.667	149.154	6.043	-0.260	-0.000	0.163	7.000	6.000	243.146	629.225	158.165	141.333	149.875	8.763	-0.119	0.026	0.203	7.000	6.000	245.674	629.225	165.057	159.457	175.941	18.164	-0.165	0.000	0.000	81.000	6.000	304.500	659.389	196.463	173.257	219.125	7.239	0.222	-0.060	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	92.000	6.000	259.725	652.443	180.417	140.643	154.812	4.127	0.295	0.288	-0.022
7.000	8.000	7.000	273.861	630.901	175.761	149.345	160.600	2.702	-0.203	-0.049	0.130	8.000	7.000	227.444	630.901	172.790	133.077	141.188	8.738	0.257	0.195	5.118E-4	8.000	7.000	291.800	630.901	190.897	141.360	167.667	4.904	0.149	-0.000	-0.144	8.000	7.000	270.727	630.901	185.595	137.704	149.143	8.123	-0.073	-0.091	-0.052	8.000	7.000	251.047	630.901	170.331	136.720	154.500	5.970	-0.073	-0.144	-0.090	8.000	7.000	239.833	630.901	157.481	139.074	158.000	8.339	-0.425	0.000	0.404	8.000	7.000	258.289	630.901	166.330	157.088	174.944	17.969	-0.195	0.000	0.069	82.000	7.000	296.333	655.667	194.013	168.212	205.714	6.998	-0.241	-0.085	0.120	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	93.000	7.000	251.378	649.479	179.509	146.577	161.824	4.517	0.390	0.228	-0.061
8.000	9.000	8.000	280.361	627.228	177.498	150.429	159.304	2.840	0.138	0.048	-0.088	9.000	8.000	262.185	627.228	176.645	139.880	150.923	9.361	0.623	0.130	-0.456	9.000	8.000	242.222	627.228	176.848	139.586	150.667	4.265	-0.639	-0.000	0.594	9.000	8.000	258.905	627.228	181.648	137.179	149.267	7.725	-0.398	0.052	0.428	9.000	8.000	262.000	627.228	170.982	134.480	149.083	5.691	-0.279	-0.000	0.160	9.000	8.000	283.674	627.228	167.499	154.065	165.591	8.450	0.111	0.145	0.145	9.000	8.000	249.297	627.228	164.853	158.472	169.957	17.969	0.000	0.000	0.000	83.000	8.000	293.457	652.029	195.469	176.000	210.133	6.944	-0.054	-0.024	0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	94.000	8.000	274.128	652.507	181.455	149.276	162.059	5.007	0.490	0.390	-0.062
