dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)	T (11)	dT (11)	Base Mean (11)	Body Mean (11)	Proj Mean (11)	Tip Mean (11)	Tip Th Mean (11)	Length (11)	dL (11)	DCTM (11)	DCBM (11)	T (12)	dT (12)	Base Mean (12)	Body Mean (12)	Proj Mean (12)	Tip Mean (12)	Tip Th Mean (12)	Length (12)	dL (12)	DCTM (12)	DCBM (12)	T (13)	dT (13)	Base Mean (13)	Body Mean (13)	Proj Mean (13)	Tip Mean (13)	Tip Th Mean (13)	Length (13)	dL (13)	DCTM (13)	DCBM (13)
10.000	11.000	10.000	288.073	544.370	167.624	137.538	152.267	2.150	0.498	-0.092	-0.460	11.000	10.000	241.621	544.370	144.375	122.810	148.250	5.297	0.330	-0.055	-0.392	11.000	10.000	153.667	544.370	140.170	122.786	134.056	4.757	-0.111	0.321	0.193	11.000	10.000	208.815	544.370	136.296	119.885	123.269	7.709	-0.184	-0.065	0.065	11.000	10.000	156.023	544.370	134.277	120.818	125.421	10.431	-0.157	-0.018	0.090	23.000	10.000	267.837	503.998	179.832	146.538	159.231	2.200	-0.165	-0.091	0.091	39.000	10.000	237.630	495.468	196.503	172.258	191.714	1.735	0.019	0.000	-0.014	55.000	10.000	213.114	509.357	160.107	143.214	161.000	2.812	0.398	-0.113	-0.436	73.000	10.000	194.452	516.963	164.270	141.741	147.696	1.754	0.306	0.000	-0.260	76.000	10.000	137.634	519.038	132.275	130.750	139.333	0.986	-0.631	0.019	0.809	92.000	10.000	158.700	529.649	140.600	140.667	150.333	0.617	-0.025	0.056	0.167	101.000	10.000	259.356	539.001	174.932	140.458	153.250	2.046	0.019	0.088	0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	10.000	173.083	539.594	151.897	142.120	153.769	1.651	-0.157	-0.188	-0.046
11.000	12.000	11.000	296.800	547.085	172.108	142.222	148.842	2.093	-0.057	0.000	-0.056	12.000	11.000	261.037	547.085	146.066	123.348	134.200	5.435	0.138	0.000	-0.179	12.000	11.000	177.630	547.085	143.922	130.367	161.750	5.480	0.723	0.193	-0.395	12.000	11.000	218.500	547.085	138.708	121.731	134.444	7.950	0.241	-0.065	-0.130	12.000	11.000	156.925	547.085	132.650	121.182	129.333	10.366	-0.065	0.054	0.108	24.000	11.000	282.595	543.740	186.911	148.429	165.000	2.299	0.100	0.091	-0.106	40.000	11.000	249.172	491.834	201.446	172.074	191.417	1.884	0.149	-0.011	-0.128	56.000	11.000	230.276	510.702	161.150	144.821	165.300	2.727	-0.084	-0.116	-0.087	74.000	11.000	195.968	522.684	163.596	140.600	157.583	1.819	0.065	0.065	0.000	77.000	11.000	157.750	524.451	138.085	128.250	139.308	1.682	0.696	-0.005	-0.907	93.000	11.000	157.364	525.550	144.061	143.222	155.429	0.726	0.109	0.179	0.060	102.000	11.000	247.578	533.983	167.348	138.958	148.538	2.130	0.084	0.087	0.029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.000	11.000	177.630	535.274	150.150	138.393	152.333	1.705	0.054	0.020	0.000
12.000	13.000	12.000	273.697	546.576	164.978	139.250	149.571	2.058	-0.035	-0.051	-0.010	13.000	12.000	270.000	546.576	147.342	125.909	131.500	5.592	0.157	0.000	-0.111	13.000	12.000	197.733	546.576	145.349	131.938	145.667	6.027	0.547	0.323	-0.186	13.000	12.000	189.519	546.576	134.570	120.560	126.833	7.460	-0.490	0.000	0.260	13.000	12.000	153.227	546.576	130.978	117.091	124.300	9.960	-0.406	0.000	0.432	25.000	12.000	270.250	506.725	184.511	147.192	159.944	2.227	-0.073	-0.051	0.051	41.000	12.000	221.630	495.125	190.122	168.966	181.312	1.624	-0.260	0.140	0.331	57.000	12.000	221.679	508.120	161.496	146.704	156.958	2.578	-0.149	-0.089	-0.008	75.000	12.000	194.969	521.669	159.741	135.840	148.500	1.857	0.038	0.065	3.980E-18	78.000	12.000	154.333	526.086	139.870	130.458	140.778	1.655	-0.027	-0.065	0.000	94.000	12.000	163.194	526.773	140.259	139.762	157.667	0.707	-0.019	0.116	0.174	103.000	12.000	254.957	532.855	170.661	139.357	146.250	2.360	0.230	0.117	-0.087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	121.000	12.000	178.160	534.777	146.915	137.286	145.526	1.770	0.065	0.022	0.000
13.000	14.000	13.000	285.471	545.523	168.370	144.250	151.050	2.077	0.019	0.091	0.091	14.000	13.000	306.375	545.523	147.914	124.952	130.176	5.657	0.065	0.000	-0.089	14.000	13.000	190.148	545.523	145.589	134.484	145.929	5.954	-0.073	0.194	0.194	14.000	13.000	199.741	545.523	138.375	118.818	128.556	7.517	0.057	0.000	-0.065	14.000	13.000	155.136	545.523	133.344	122.045	125.444	10.144	0.184	-0.054	-0.234	26.000	13.000	280.000	506.549	187.042	149.519	161.053	2.265	0.038	-0.090	-0.107	42.000	13.000	246.033	494.862	203.101	164.964	177.150	2.041	0.417	0.060	-0.254	58.000	13.000	249.233	512.901	170.696	149.034	171.667	2.727	0.149	-0.108	-0.231	76.000	13.000	194.607	519.038	157.794	140.034	155.857	1.494	-0.363	-0.061	0.325	79.000	13.000	159.556	525.165	141.832	128.269	134.600	1.792	0.138	0.000	-0.130	95.000	13.000	152.083	528.542	141.962	141.542	154.286	0.499	-0.208	0.145	0.291	104.000	13.000	258.895	528.520	168.736	138.609	147.938	2.295	-0.065	0.087	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14.000	15.000	14.000	292.939	544.647	167.500	139.750	153.083	2.077	0.000	0.000	-0.014	15.000	14.000	300.871	544.647	148.569	125.652	133.286	5.611	-0.046	-0.055	0.000	15.000	14.000	198.333	544.647	147.527	134.452	151.467	6.176	0.222	0.147	-0.064	15.000	14.000	192.750	544.647	137.863	119.238	123.562	7.579	0.062	0.065	0.065	15.000	14.000	157.778	544.647	133.340	122.200	125.188	10.155	0.011	0.000	0.037	27.000	14.000	278.391	506.702	185.191	144.968	153.364	2.540	0.276	0.054	-0.144	43.000	14.000	232.973	496.183	194.531	165.469	178.938	1.949	-0.092	0.065	0.260	59.000	14.000	244.786	511.613	173.561	148.920	161.133	2.766	0.038	0.000	-0.086	77.000	14.000	203.815	524.451	166.231	142.733	168.600	1.494	0.000	0.000	-0.007	80.000	14.000	174.667	527.355	143.165	132.833	149.500	2.060	0.268	-0.065	-0.265	96.000	14.000	156.296	530.505	145.938	142.667	158.929	0.536	0.037	0.121	0.060	105.000	14.000	272.196	532.572	174.108	133.480	139.667	2.869	0.574	0.263	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15.000	16.000	15.000	258.909	543.715	159.044	138.069	146.824	2.070	-0.008	0.000	0.012	16.000	15.000	276.321	543.715	148.899	124.190	131.812	5.702	0.092	0.055	-0.035	16.000	15.000	235.621	543.715	149.827	134.654	145.143	6.593	0.417	0.129	-0.251	16.000	15.000	197.481	543.715	137.229	122.192	129.500	7.441	-0.138	-0.065	0.064	16.000	15.000	152.341	543.715	133.237	123.739	138.600	10.201	0.046	0.054	0.000	28.000	15.000	267.714	504.542	183.829	150.414	164.733	2.552	0.011	-0.053	0.053	44.000	15.000	223.071	496.224	187.220	168.267	177.043	1.747	-0.203	0.003	0.000	60.000	15.000	252.214	512.802	175.207	144.077	153.619	2.877	0.111	-0.027	-0.086	78.000	15.000	206.800	526.086	173.598	148.310	156.650	1.345	-0.149	0.004	0.122	81.000	15.000	180.800	529.364	145.684	126.240	129.792	2.072	0.011	0.000	-0.060	97.000	15.000	162.556	523.256	145.100	141.036	161.333	0.531	-0.005	0.123	0.062	106.000	15.000	225.405	529.046	159.790	134.304	142.778	2.674	-0.195	0.232	0.291	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
16.000	17.000	16.000	204.893	538.928	153.483	132.963	147.100	1.732	-0.338	0.000	0.260	17.000	16.000	241.552	538.928	144.847	126.818	130.435	5.572	-0.130	-0.054	0.108	17.000	16.000	226.310	538.928	148.692	132.750	142.800	6.777	0.184	0.137	-0.064	17.000	16.000	201.964	538.928	137.559	122.320	130.000	7.590	0.149	0.065	-0.130	17.000	16.000	145.500	538.928	131.696	118.227	126.273	9.703	-0.498	-0.036	0.432	29.000	16.000	281.641	502.310	184.948	143.179	161.500	2.448	-0.103	0.054	-0.054	45.000	16.000	211.964	491.360	184.593	169.833	185.400	1.402	-0.344	0.072	0.388	61.000	16.000	268.400	513.180	172.434	141.036	150.619	3.263	0.387	0.173	-0.118	79.000	16.000	222.556	525.165	182.404	152.286	175.077	1.058	-0.287	3.980E-18	0.260	82.000	16.000	157.708	526.747	135.097	130.375	149.600	1.662	-0.409	0.000	0.372	98.000	16.000	163.735	526.921	143.268	137.655	149.667	0.940	0.409	0.127	-0.127	107.000	16.000	237.907	533.111	162.919	132.125	143.889	3.026	0.352	0.118	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
17.000	18.000	17.000	203.655	537.096	152.908	137.633	146.333	1.705	-0.027	0.000	0.036	18.000	17.000	236.433	537.096	142.061	123.000	131.077	5.481	-0.092	0.000	0.090	18.000	17.000	207.250	537.096	148.520	132.533	141.368	6.861	0.084	0.129	0.078	18.000	17.000	202.867	537.096	139.672	124.680	128.471	7.655	0.065	0.000	-0.065	18.000	17.000	150.333	537.096	133.732	120.792	130.667	10.136	0.433	0.036	-0.432	30.000	17.000	270.538	499.874	184.620	140.519	157.000	2.467	0.019	-0.054	-0.054	46.000	17.000	200.429	494.257	182.250	173.727	186.650	1.364	-0.038	0.065	0.134	62.000	17.000	258.821	516.956	172.480	141.429	152.000	3.244	-0.019	0.145	0.059	80.000	17.000	207.935	527.355	173.987	155.552	174.083	0.882	-0.176	-0.000	0.131	83.000	17.000	195.208	534.756	141.062	128.500	138.500	2.007	0.344	-0.065	-0.454	99.000	17.000	164.185	527.591	149.065	139.448	146.083	0.940	0.000	0.189	0.065	108.000	17.000	251.978	535.802	160.510	132.435	138.000	3.339	0.314	0.087	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
18.000	19.000	18.000	207.613	540.184	152.788	139.321	151.933	1.770	0.065	0.017	-0.046	19.000	18.000	248.414	540.184	141.946	120.269	125.118	5.611	0.130	0.022	-0.078	19.000	18.000	220.222	540.184	149.436	132.367	143.278	7.350	0.490	0.073	-0.274	19.000	18.000	203.966	540.184	137.197	122.269	128.000	7.647	-0.008	0.000	0.000	19.000	18.000	156.283	540.184	135.701	124.500	127.389	10.412	0.276	-0.144	-0.378	31.000	18.000	248.091	499.817	180.111	143.704	150.423	2.253	-0.214	-0.000	0.106	47.000	18.000	212.067	495.911	190.216	177.548	190.778	1.357	-0.008	-0.130	-0.130	63.000	18.000	209.222	515.319	166.450	145.379	157.737	2.919	-0.325	0.063	0.404	81.000	18.000	208.933	529.364	175.371	160.667	187.250	0.817	-0.065	0.021	0.082	84.000	18.000	188.810	530.109	139.446	131.840	183.000	1.823	-0.184	0.000	0.130	100.000	18.000	165.741	533.072	141.733	132.667	144.846	1.051	0.111	0.010	-0.064	109.000	18.000	249.761	534.659	163.658	134.217	141.150	3.477	0.138	0.117	-0.028	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
19.000	20.000	19.000	202.031	540.590	153.252	138.286	150.000	1.705	-0.065	0.000	0.062	20.000	19.000	219.037	540.590	140.021	127.522	138.273	5.454	-0.157	-0.021	0.089	20.000	19.000	231.167	540.590	150.625	137.714	146.688	7.748	0.398	0.194	-0.129	20.000	19.000	198.517	540.590	136.996	122.192	128.625	7.839	0.192	0.066	-0.066	20.000	19.000	153.310	540.590	135.066	121.840	128.500	10.014	-0.398	0.000	0.288	32.000	19.000	265.256	496.534	186.738	146.857	161.250	2.448	0.195	-0.037	-0.090	48.000	19.000	213.963	499.117	192.818	176.606	194.136	1.410	0.054	-0.064	-0.150	64.000	19.000	209.296	521.442	161.451	143.067	156.118	2.992	0.073	0.145	0.056	82.000	19.000	198.606	526.747	171.136	157.941	176.389	0.882	0.065	-0.000	-0.000	85.000	19.000	185.095	530.589	137.913	125.360	144.333	1.701	-0.122	0.000	0.121	101.000	19.000	172.889	539.001	147.472	137.957	151.900	1.200	0.149	0.126	-0.065	110.000	19.000	244.047	532.731	159.580	132.818	145.556	3.596	0.119	0.030	-0.087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
20.000	21.000	20.000	206.633	544.548	152.433	138.615	145.800	1.724	0.019	0.000	-0.021	21.000	20.000	233.179	544.548	140.632	122.227	130.917	5.565	0.111	0.055	-0.089	21.000	20.000	221.630	544.548	149.160	132.138	140.400	7.794	0.046	0.202	0.064	21.000	20.000	195.586	544.548	138.542	126.955	130.600	7.877	0.038	0.064	-0.001	21.000	20.000	160.217	544.548	136.066	117.318	127.273	10.458	0.444	-0.036	-0.379	33.000	20.000	293.932	501.410	192.509	146.481	152.611	2.632	0.184	-0.010	-0.132	49.000	20.000	196.852	499.948	177.583	178.034	191.333	0.609	-0.802	0.063	0.977	65.000	20.000	230.517	518.709	166.438	138.259	149.200	3.306	0.314	0.145	-0.123	83.000	20.000	217.074	534.756	181.188	154.581	171.706	0.947	0.065	0.064	-0.052	86.000	20.000	174.286	527.301	138.961	126.583	154.333	1.674	-0.027	0.000	0.064	102.000	20.000	161.958	533.983	142.527	134.692	147.500	1.395	0.195	0.136	-0.065	111.000	20.000	259.644	526.529	162.447	137.130	149.143	3.585	-0.011	-0.258	-0.266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
21.000	22.000	21.000	203.310	543.952	153.567	141.111	144.591	1.740	0.016	0.000	-0.023	22.000	21.000	263.032	543.952	143.387	120.350	130.900	5.748	0.184	0.000	-0.145	22.000	21.000	217.786	543.952	146.874	125.345	139.250	7.832	0.038	0.064	0.000	22.000	21.000	188.407	543.952	135.837	122.000	134.556	7.931	0.054	0.002	0.000	22.000	21.000	154.488	543.952	136.492	123.043	130.353	10.209	-0.249	-0.090	0.090	34.000	21.000	297.875	492.879	193.720	150.464	157.957	2.475	-0.157	-0.038	0.038	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.000	21.000	232.676	520.701	161.380	134.793	147.000	3.306	0.000	0.000	0.055	84.000	21.000	218.583	530.109	178.716	157.862	184.538	1.142	0.195	-0.075	-0.139	87.000	21.000	177.545	530.507	139.192	131.429	140.222	1.701	0.027	0.000	0.000	103.000	21.000	163.556	532.855	142.623	133.038	141.562	1.662	0.268	0.062	-0.195	112.000	21.000	255.405	523.950	162.873	141.741	150.647	3.723	0.138	-0.032	-0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
22.000	23.000	22.000	214.839	503.998	152.280	134.560	142.312	1.797	0.057	0.000	-0.061	23.000	22.000	241.500	503.998	142.022	127.708	131.810	5.584	-0.165	-0.145	0.033	23.000	22.000	222.341	503.998	NaN	NaN	NaN	NaN	NaN	0.000	0.000	23.000	22.000	130.480	503.998	125.733	123.450	163.000	2.385	-5.545	0.130	5.396	23.000	22.000	161.370	503.998	136.878	122.192	126.174	10.373	0.165	0.036	-0.090	35.000	22.000	284.229	496.753	196.129	152.333	161.091	2.253	-0.222	-0.143	-0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.000	22.000	236.302	517.963	166.436	140.067	153.571	3.436	0.130	0.000	-0.056	85.000	22.000	206.268	530.589	169.982	136.000	148.417	1.540	0.398	0.128	-0.203	88.000	22.000	173.280	531.643	139.468	131.077	140.462	1.819	0.119	-0.064	-0.064	104.000	22.000	153.042	528.520	138.640	128.792	146.143	1.422	-0.241	0.129	0.317	113.000	22.000	280.372	522.987	163.510	138.042	152.333	3.983	0.260	0.031	-0.171	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
23.000	24.000	23.000	202.536	543.740	151.415	132.538	142.083	1.686	-0.111	0.000	0.061	24.000	23.000	241.655	543.740	142.092	126.857	137.538	5.683	0.100	0.145	0.021	24.000	23.000	211.929	543.740	146.955	130.630	140.714	8.092	8.092	0.000	0.000	24.000	23.000	186.759	543.740	137.377	115.182	123.400	8.194	5.809	0.130	-5.463	24.000	23.000	158.891	543.740	135.293	120.227	134.500	10.404	0.030	0.000	0.036	36.000	23.000	293.303	487.146	196.484	154.034	169.882	2.097	-0.157	-0.195	-0.052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.000	23.000	262.767	523.225	169.571	138.815	154.000	3.501	0.065	0.000	-0.035	86.000	23.000	205.385	527.301	165.792	139.462	152.917	1.448	-0.092	-0.064	0.008	89.000	23.000	181.100	530.001	141.897	130.773	144.750	1.754	-0.065	-0.064	0.000	105.000	23.000	167.720	532.572	143.424	127.000	132.609	1.987	0.566	0.065	-0.452	114.000	23.000	243.789	530.443	161.982	137.522	146.833	3.872	-0.111	0.000	0.088	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
24.000	25.000	24.000	214.703	506.725	158.320	131.038	139.571	2.355	0.669	0.000	-0.374	25.000	24.000	232.259	506.725	139.022	118.591	128.417	5.618	-0.065	0.000	0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.000	24.000	127.455	506.725	124.396	120.318	126.071	2.175	-6.019	0.000	5.720	25.000	24.000	158.000	506.725	134.926	120.381	125.389	10.090	-0.314	-0.125	0.090	37.000	24.000	318.818	500.549	201.376	156.571	176.667	2.070	-0.027	-0.091	-0.091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.000	24.000	269.133	522.506	170.098	146.931	155.588	3.620	0.119	0.180	0.090	87.000	24.000	221.568	530.507	170.516	134.034	141.947	1.697	0.249	-0.000	-0.267	90.000	24.000	175.848	534.947	139.403	128.182	133.467	1.884	0.130	0.193	0.129	106.000	24.000	154.208	529.046	138.643	129.040	145.429	1.701	-0.287	0.062	0.322	115.000	24.000	240.886	534.226	163.009	138.292	152.714	3.975	0.103	-0.057	-0.057	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
25.000	26.000	25.000	222.025	506.549	159.357	132.852	137.737	2.734	0.379	0.000	-0.220	26.000	25.000	255.375	506.549	141.009	119.773	126.647	5.775	0.157	0.000	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.000	25.000	128.083	506.549	126.479	118.600	123.200	1.915	-0.260	0.005	0.255	26.000	25.000	158.425	506.549	134.818	120.696	124.650	9.925	-0.165	-0.144	0.054	38.000	25.000	284.366	494.732	200.536	161.042	171.471	1.997	-0.073	-0.091	0.051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	25.000	195.704	521.013	154.643	144.241	157.412	2.529	-1.091	0.000	0.811	88.000	25.000	209.667	531.643	159.028	139.821	151.267	1.337	-0.360	0.065	0.260	91.000	25.000	167.400	529.229	136.170	127.731	134.222	1.532	-0.352	-0.064	0.193	107.000	25.000	166.485	533.111	142.762	124.760	134.500	2.293	0.593	0.130	-0.325	116.000	25.000	245.479	529.787	159.820	133.720	146.857	4.300	0.325	0.117	-0.117	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
26.000	27.000	26.000	227.774	506.702	160.260	129.680	139.615	2.390	-0.344	-0.120	0.025	27.000	26.000	272.138	506.702	144.039	122.318	130.364	5.729	-0.046	0.000	0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.000	26.000	135.214	506.702	126.520	118.960	127.077	1.773	-0.141	-0.068	0.195	27.000	26.000	153.024	506.702	135.323	123.682	129.182	9.251	-0.674	-0.090	0.523	39.000	26.000	294.368	495.468	203.544	160.440	169.188	1.951	-0.046	-0.091	-0.052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	26.000	214.953	520.220	157.718	141.037	149.714	3.195	0.666	0.090	-0.378	89.000	26.000	199.556	530.001	156.856	134.654	146.500	1.383	0.046	0.065	0.000	92.000	26.000	159.833	529.649	137.549	132.500	139.471	1.032	-0.501	0.000	0.381	108.000	26.000	168.680	535.802	144.320	129.429	132.882	2.515	0.222	0.197	-0.065	117.000	26.000	229.578	531.720	157.645	139.000	148.071	4.216	-0.084	0.059	0.027	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
27.000	28.000	27.000	214.528	504.542	156.760	134.308	146.250	2.436	0.046	0.060	0.060	28.000	27.000	252.607	504.542	142.482	123.708	134.231	5.618	-0.111	0.000	0.072	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.000	27.000	126.345	504.542	125.565	120.348	130.667	1.662	-0.111	-0.130	0.000	28.000	27.000	146.256	504.542	132.580	123.227	129.824	8.689	-0.563	-0.090	0.433	40.000	27.000	284.243	491.834	198.843	160.069	172.429	1.867	-0.084	-0.000	0.051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	27.000	247.452	521.568	165.054	142.621	156.917	3.590	0.395	0.181	-0.144	90.000	27.000	206.742	534.947	160.068	136.867	152.846	1.819	0.436	0.065	-0.270	93.000	27.000	166.630	525.550	143.731	143.448	158.111	1.032	0.000	0.054	0.128	109.000	27.000	171.030	534.659	145.576	127.476	141.444	2.683	0.168	0.195	0.130	118.000	27.000	233.512	534.975	159.785	136.880	143.158	4.308	0.092	0.203	0.087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
28.000	29.000	28.000	185.519	502.310	145.259	132.680	138.706	1.724	-0.712	0.063	0.462	29.000	28.000	247.692	502.310	140.286	124.913	134.214	5.507	-0.111	-0.054	0.036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.000	28.000	132.968	502.310	128.403	120.360	127.688	1.865	0.203	-0.062	-0.195	29.000	28.000	150.089	502.310	132.406	121.185	125.429	8.884	0.195	-0.054	-0.144	41.000	28.000	318.186	495.125	203.892	156.360	167.133	2.024	0.157	-0.000	-0.042	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	28.000	260.690	516.963	169.978	142.385	153.950	3.766	0.176	0.053	-0.128	91.000	28.000	206.889	529.229	167.455	135.536	148.455	2.320	0.501	0.065	-0.324	94.000	28.000	164.083	526.773	143.907	139.077	147.750	0.745	-0.287	0.013	0.204	110.000	28.000	177.812	532.731	140.770	126.458	134.571	2.943	0.260	0.132	-0.065	119.000	28.000	250.771	539.594	161.448	134.577	144.000	4.695	0.387	0.116	-0.175	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
29.000	30.000	29.000	192.500	499.874	147.160	133.167	142.308	1.770	0.046	0.000	-0.020	30.000	29.000	259.759	499.874	141.634	126.409	134.188	5.572	0.065	-0.035	-0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.000	29.000	130.815	499.874	125.652	119.429	123.333	1.624	-0.241	0.000	0.188	30.000	29.000	151.674	499.874	133.062	118.348	129.333	8.819	-0.065	-0.180	-0.199	42.000	29.000	287.972	494.862	204.552	166.700	183.611	1.672	-0.352	-0.233	-0.007	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	29.000	272.070	522.684	169.733	142.333	162.222	3.903	0.138	0.091	-0.078	92.000	29.000	199.395	529.649	169.812	136.846	148.727	2.339	0.019	0.009	-0.009	95.000	29.000	156.095	528.542	140.095	136.846	144.333	0.569	-0.176	0.000	0.126	111.000	29.000	182.163	526.529	143.811	126.609	135.357	3.249	0.306	0.130	0.065	120.000	29.000	238.952	535.274	162.497	135.870	147.273	4.565	-0.130	0.030	0.115	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
