dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)
-20.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.000	-20.000	485.227	1143.807	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-19.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.000	-19.000	488.958	1138.557	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-18.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.000	-18.000	463.789	1139.029	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-17.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.000	-17.000	459.033	1135.052	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-16.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.000	-16.000	470.321	1128.578	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-15.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.000	-15.000	529.633	1123.374	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-14.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.000	-14.000	512.143	1128.036	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-13.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.000	-13.000	475.333	1128.656	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-12.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.000	-12.000	452.867	1135.928	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-11.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.000	-11.000	475.500	1136.218	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-10.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	66.000	-10.000	476.100	1132.538	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-9.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	67.000	-9.000	479.519	1119.986	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-8.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.000	-8.000	468.533	1120.919	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-7.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.000	-7.000	478.667	1109.125	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-6.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	70.000	-6.000	469.533	1093.001	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-5.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	71.000	-5.000	414.310	1097.359	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-4.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.000	-4.000	471.000	1110.866	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-3.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.000	-3.000	424.767	1103.833	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-2.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.000	-2.000	377.793	1093.193	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-1.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.000	-1.000	372.643	1085.698	NaN	NaN	NaN	NaN	NaN	NaN	NaN
0.000	1.000	0.000	538.129	1280.720	304.595	198.552	220.556	3.832	0.000	NaN	NaN	1.000	0.000	530.167	1280.720	243.861	179.038	204.917	10.169	0.000	NaN	NaN	1.000	0.000	433.963	1280.720	278.329	183.821	211.133	8.399	0.000	NaN	NaN	1.000	0.000	512.485	1280.720	373.574	222.774	266.211	4.565	0.000	NaN	NaN	1.000	0.000	582.229	1280.720	371.370	226.241	267.417	2.536	0.000	NaN	NaN	1.000	0.000	662.979	1280.720	327.817	201.200	222.500	5.177	0.000	NaN	NaN	1.000	0.000	452.600	1280.720	239.348	176.000	198.750	10.052	0.000	NaN	NaN	1.000	0.000	578.300	1280.720	278.698	177.714	206.727	6.895	0.000	NaN	NaN	76.000	0.000	435.938	1069.452	292.583	295.100	334.750	0.476	0.476	NaN	NaN
1.000	2.000	1.000	556.767	1254.485	322.966	215.429	260.500	3.878	0.046	0.000	-0.062	2.000	1.000	584.333	1254.485	255.314	166.000	192.333	10.177	0.008	0.049	-0.000	2.000	1.000	427.750	1254.485	281.556	186.448	205.950	8.713	0.314	0.145	-0.086	2.000	1.000	517.500	1254.485	352.584	216.200	256.111	4.611	0.046	0.145	0.087	2.000	1.000	569.773	1254.485	332.435	228.533	258.733	2.241	-0.295	-0.024	0.290	2.000	1.000	619.536	1254.485	319.339	194.903	224.133	4.779	-0.398	0.068	0.133	2.000	1.000	458.971	1254.485	237.145	180.100	228.667	10.106	0.054	0.127	-0.000	2.000	1.000	596.600	1254.485	277.800	163.793	193.538	7.006	0.111	-0.064	-0.129	77.000	1.000	380.781	1054.477	283.846	279.636	309.200	0.476	1.998E-15	0.090	0.090
2.000	3.000	2.000	540.444	1258.239	307.430	214.857	242.833	3.722	-0.157	0.000	0.124	3.000	2.000	541.250	1258.239	251.528	170.821	183.696	10.150	-0.027	0.092	0.141	3.000	2.000	420.357	1258.239	282.967	196.433	228.688	8.870	0.157	0.145	0.000	3.000	2.000	554.676	1258.239	356.632	235.469	291.471	4.748	0.138	0.291	0.116	3.000	2.000	621.000	1258.239	339.896	216.567	256.000	2.490	0.249	0.060	-0.145	3.000	2.000	732.867	1258.239	331.658	195.516	224.750	5.093	0.314	0.130	-0.130	3.000	2.000	489.278	1258.239	240.478	172.286	202.417	10.198	0.092	0.107	-0.000	3.000	2.000	578.750	1258.239	270.590	169.333	193.750	7.006	0.000	0.064	-0.010	78.000	2.000	358.929	1055.430	258.300	257.778	269.333	0.429	-0.047	0.103	0.123
3.000	4.000	3.000	513.935	1247.249	309.437	214.640	247.444	3.871	0.149	0.000	-0.125	4.000	3.000	529.444	1247.249	253.284	174.760	213.727	10.031	-0.119	-0.049	0.092	4.000	3.000	446.267	1247.249	279.293	188.759	228.200	9.184	0.314	0.086	-0.204	4.000	3.000	473.857	1247.249	333.506	229.765	301.333	4.676	-0.073	0.204	0.378	4.000	3.000	669.064	1247.249	369.585	231.833	291.909	2.815	0.325	0.024	-0.265	4.000	3.000	633.300	1247.249	317.253	198.032	224.688	5.131	0.038	0.130	0.067	4.000	3.000	521.949	1247.249	247.670	171.464	204.500	10.125	-0.073	-0.000	0.107	4.000	3.000	621.367	1247.249	277.798	171.464	200.800	7.144	0.138	0.000	-0.075	79.000	3.000	327.036	1044.659	243.333	241.667	264.000	0.522	0.093	0.090	0.054
4.000	5.000	4.000	499.556	1241.456	310.892	211.880	241.071	3.676	-0.195	0.000	0.124	5.000	4.000	525.697	1241.456	252.369	174.312	209.118	9.955	-0.076	0.049	0.049	5.000	4.000	438.467	1241.456	286.116	198.567	234.125	9.368	0.184	0.086	-0.086	5.000	4.000	497.523	1241.456	343.415	243.062	324.400	5.108	0.433	0.263	-0.088	5.000	4.000	692.622	1241.456	410.029	223.548	267.182	2.991	0.176	0.043	-0.105	5.000	4.000	520.966	1241.456	301.481	205.367	243.909	4.836	-0.295	-0.000	0.257	5.000	4.000	546.886	1241.456	247.860	170.714	201.889	10.209	0.084	0.107	0.144	5.000	4.000	594.893	1241.456	270.626	171.600	190.000	7.247	0.103	0.000	-0.128	80.000	4.000	314.889	1034.129	239.520	243.522	286.375	0.525	0.003	3.408E-15	-0.047
5.000	6.000	5.000	507.000	1243.492	310.958	209.100	233.824	3.905	0.230	0.000	-0.144	6.000	5.000	545.459	1243.492	253.952	180.111	223.417	9.874	-0.081	-0.049	0.092	6.000	5.000	448.974	1243.492	276.151	198.423	224.750	10.090	0.723	0.118	-0.409	6.000	5.000	516.238	1243.492	364.778	255.367	320.812	5.422	0.314	0.291	-0.058	6.000	5.000	718.979	1243.492	388.013	216.714	246.800	3.232	0.241	0.000	-0.288	6.000	5.000	490.750	1243.492	300.370	191.483	227.000	4.679	-0.157	0.130	0.256	6.000	5.000	600.267	1243.492	250.141	173.143	204.818	10.328	0.119	0.180	-0.018	6.000	5.000	644.968	1243.492	269.967	168.966	202.125	7.293	0.046	-0.064	-0.075	81.000	5.000	305.821	1019.570	233.889	229.933	262.500	0.503	-0.022	-0.036	-0.018
6.000	7.000	6.000	500.793	1239.891	297.141	210.033	237.214	3.840	-0.065	0.000	0.040	7.000	6.000	521.853	1239.891	246.525	173.667	224.286	9.809	-0.065	0.049	-0.000	7.000	6.000	423.111	1239.891	271.708	197.920	229.538	10.293	0.203	0.059	-0.205	7.000	6.000	543.222	1239.891	365.380	243.226	303.800	5.874	0.452	0.233	-0.145	7.000	6.000	658.953	1239.891	359.825	214.133	258.273	3.278	0.046	0.022	0.000	7.000	6.000	568.207	1239.891	295.501	194.700	219.412	5.012	0.333	0.199	-0.130	7.000	6.000	595.163	1239.891	248.514	176.000	208.267	10.431	0.103	0.090	0.036	7.000	6.000	588.036	1239.891	270.993	161.893	184.833	7.228	-0.065	0.064	0.128	82.000	6.000	346.333	1011.757	255.167	250.615	326.929	0.793	0.290	0.067	-0.078
7.000	8.000	7.000	482.724	1231.333	292.775	206.080	221.000	3.767	-0.073	-0.061	0.000	8.000	7.000	502.852	1231.333	245.301	176.129	218.923	9.522	-0.287	-0.183	0.097	8.000	7.000	441.600	1231.333	265.766	183.613	210.947	10.458	0.165	0.145	-0.059	8.000	7.000	529.667	1231.333	349.205	219.214	261.824	6.142	0.268	0.176	-0.057	8.000	7.000	563.294	1231.333	323.911	211.148	236.824	2.715	-0.563	-0.081	0.368	8.000	7.000	541.286	1231.333	276.433	192.500	225.083	4.901	-0.111	0.061	0.195	8.000	7.000	524.125	1231.333	253.270	171.160	202.385	10.312	-0.119	0.054	0.125	8.000	7.000	622.567	1231.333	276.647	175.231	199.333	7.301	0.073	0.000	-0.076	83.000	7.000	394.391	1008.817	256.379	216.552	281.273	1.196	0.404	0.169	-0.104
8.000	9.000	8.000	518.941	1230.055	299.973	201.120	221.706	3.989	0.222	0.000	-0.144	9.000	8.000	505.286	1230.055	260.005	174.467	207.176	9.511	-0.011	-0.135	-0.183	9.000	8.000	448.583	1230.055	274.250	209.615	235.048	10.913	0.455	0.171	-0.178	9.000	8.000	536.744	1230.055	336.363	195.800	236.929	6.391	0.249	0.233	-0.088	9.000	8.000	513.939	1230.055	314.113	218.100	240.294	2.723	0.008	0.000	-0.021	9.000	8.000	541.821	1230.055	288.207	188.448	239.000	4.912	0.011	0.065	0.003	9.000	8.000	543.700	1230.055	256.567	170.154	208.556	10.423	0.111	-0.000	-0.090	9.000	8.000	611.107	1230.055	270.274	179.333	213.900	7.282	-0.019	-0.064	-0.013	84.000	8.000	443.674	995.180	288.103	235.200	290.727	1.334	0.138	-0.010	-0.193
9.000	10.000	9.000	547.147	1235.612	311.593	207.759	238.000	4.035	0.046	0.000	0.000	10.000	9.000	500.083	1235.612	254.641	172.414	203.333	9.327	-0.184	-0.000	0.237	10.000	9.000	409.769	1235.612	267.251	193.452	212.773	10.653	-0.260	0.119	0.409	10.000	9.000	487.974	1235.612	322.519	192.393	224.154	6.391	0.000	0.291	0.321	10.000	9.000	547.697	1235.612	325.743	221.464	258.733	2.926	0.203	0.000	-0.206	10.000	9.000	556.074	1235.612	290.165	196.069	235.273	4.847	-0.065	0.065	0.132	10.000	9.000	468.674	1235.612	249.840	171.654	196.133	10.258	-0.165	0.109	0.324	10.000	9.000	616.111	1235.612	265.388	161.750	188.786	7.374	0.092	0.064	-0.013	85.000	9.000	438.256	994.035	302.817	242.481	315.091	1.426	0.092	0.179	0.044
10.000	11.000	10.000	533.270	1228.971	306.765	193.857	214.000	4.081	0.046	0.061	0.000	11.000	10.000	510.310	1228.971	250.338	160.231	196.300	9.311	-0.016	-0.048	0.092	11.000	10.000	406.103	1228.971	272.260	197.233	225.765	10.607	-0.046	0.027	0.059	11.000	10.000	517.977	1228.971	332.301	194.033	229.933	6.677	0.287	0.145	-0.058	11.000	10.000	580.871	1228.971	330.312	207.069	241.000	3.194	0.268	0.083	-0.206	11.000	10.000	558.963	1228.971	282.171	190.355	217.118	4.920	0.073	0.130	0.065	11.000	10.000	467.706	1228.971	247.327	162.808	185.929	9.833	-0.425	0.055	0.358	11.000	10.000	625.571	1228.971	270.438	179.037	200.250	7.382	0.008	0.000	-0.014	86.000	10.000	487.370	988.582	319.315	229.968	290.143	1.886	0.460	0.143	-0.228
11.000	12.000	11.000	545.257	1223.591	310.872	185.821	213.538	4.108	0.027	0.000	-0.023	12.000	11.000	506.163	1223.591	253.541	174.346	185.619	9.246	-0.065	-0.000	0.043	12.000	11.000	408.974	1223.591	270.943	188.000	222.857	10.745	0.138	0.145	0.000	12.000	11.000	448.261	1223.591	314.553	194.517	227.867	6.429	-0.249	-0.000	0.203	12.000	11.000	538.933	1223.591	333.168	209.071	235.684	3.423	0.230	0.061	-0.167	12.000	11.000	501.556	1223.591	277.693	189.067	219.000	4.725	-0.195	0.130	0.325	12.000	11.000	466.806	1223.591	255.479	174.679	202.909	9.584	-0.249	-0.000	0.179	12.000	11.000	468.867	1223.591	250.546	173.600	195.733	7.114	-0.268	0.000	0.317	87.000	11.000	491.733	981.524	312.356	220.857	278.583	2.181	0.295	0.324	0.000
