dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)	T (6)	dT (6)	Base Mean (6)	Body Mean (6)	Proj Mean (6)	Tip Mean (6)	Tip Th Mean (6)	Length (6)	dL (6)	DCTM (6)	DCBM (6)	T (7)	dT (7)	Base Mean (7)	Body Mean (7)	Proj Mean (7)	Tip Mean (7)	Tip Th Mean (7)	Length (7)	dL (7)	DCTM (7)	DCBM (7)	T (8)	dT (8)	Base Mean (8)	Body Mean (8)	Proj Mean (8)	Tip Mean (8)	Tip Th Mean (8)	Length (8)	dL (8)	DCTM (8)	DCBM (8)	T (9)	dT (9)	Base Mean (9)	Body Mean (9)	Proj Mean (9)	Tip Mean (9)	Tip Th Mean (9)	Length (9)	dL (9)	DCTM (9)	DCBM (9)	T (10)	dT (10)	Base Mean (10)	Body Mean (10)	Proj Mean (10)	Tip Mean (10)	Tip Th Mean (10)	Length (10)	dL (10)	DCTM (10)	DCBM (10)	T (11)	dT (11)	Base Mean (11)	Body Mean (11)	Proj Mean (11)	Tip Mean (11)	Tip Th Mean (11)	Length (11)	dL (11)	DCTM (11)	DCBM (11)	T (12)	dT (12)	Base Mean (12)	Body Mean (12)	Proj Mean (12)	Tip Mean (12)	Tip Th Mean (12)	Length (12)	dL (12)	DCTM (12)	DCBM (12)	T (13)	dT (13)	Base Mean (13)	Body Mean (13)	Proj Mean (13)	Tip Mean (13)	Tip Th Mean (13)	Length (13)	dL (13)	DCTM (13)	DCBM (13)	T (14)	dT (14)	Base Mean (14)	Body Mean (14)	Proj Mean (14)	Tip Mean (14)	Tip Th Mean (14)	Length (14)	dL (14)	DCTM (14)	DCBM (14)	T (15)	dT (15)	Base Mean (15)	Body Mean (15)	Proj Mean (15)	Tip Mean (15)	Tip Th Mean (15)	Length (15)	dL (15)	DCTM (15)	DCBM (15)	T (16)	dT (16)	Base Mean (16)	Body Mean (16)	Proj Mean (16)	Tip Mean (16)	Tip Th Mean (16)	Length (16)	dL (16)	DCTM (16)	DCBM (16)	T (17)	dT (17)	Base Mean (17)	Body Mean (17)	Proj Mean (17)	Tip Mean (17)	Tip Th Mean (17)	Length (17)	dL (17)	DCTM (17)	DCBM (17)
20.000	21.000	20.000	228.267	430.136	156.446	134.875	141.188	7.903	-0.019	0.056	-0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.000	20.000	188.074	430.136	154.003	132.429	138.133	11.456	-0.317	-0.147	0.019	21.000	20.000	226.872	430.136	178.065	145.871	163.294	4.286	-0.038	-0.031	-0.057	21.000	20.000	233.516	430.136	186.483	150.300	171.833	3.735	-0.344	-0.000	0.208	21.000	20.000	210.949	430.136	156.641	133.130	156.000	15.669	-0.812	-0.379	0.403	21.000	20.000	205.340	430.136	162.402	137.519	144.900	12.425	0.406	0.000	-0.721	21.000	20.000	176.556	430.136	156.948	144.080	156.462	8.543	-3.658	-0.061	3.295	23.000	20.000	198.778	442.396	159.616	138.286	154.875	1.204	0.065	-0.167	-0.216	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.000	20.000	189.786	460.938	158.459	143.138	151.182	2.593	-0.130	0.083	0.205	81.000	20.000	190.111	429.779	166.645	136.333	145.333	4.727	-0.696	0.000	0.649	102.000	20.000	231.021	445.509	176.384	137.455	144.412	5.023	0.609	0.472	-0.083	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
21.000	22.000	21.000	227.069	432.100	158.567	139.625	149.846	7.903	0.000	-0.056	0.022	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.000	21.000	190.643	432.100	152.286	135.917	145.158	11.099	-0.357	-0.154	0.064	22.000	21.000	234.209	432.100	176.856	151.394	167.389	4.370	0.084	-0.056	-0.032	22.000	21.000	225.500	432.100	186.829	155.167	175.562	3.781	0.046	0.143	0.052	22.000	21.000	216.932	432.100	157.301	147.174	165.833	14.000	-1.669	-1.919	-0.315	22.000	21.000	206.714	432.100	157.898	140.231	149.091	11.770	-0.655	-0.144	0.325	22.000	21.000	170.241	432.100	154.716	142.143	150.600	8.497	-0.046	0.144	0.190	24.000	21.000	208.277	437.839	163.435	143.893	161.438	1.334	0.130	-0.138	-0.184	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52.000	21.000	204.513	459.275	169.145	149.107	155.565	2.777	0.184	0.085	-0.085	82.000	21.000	213.310	431.538	167.903	136.933	146.080	4.849	0.122	-0.084	-0.217	103.000	21.000	184.419	446.771	155.385	141.538	145.318	2.915	-2.108	-0.184	1.775	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
22.000	23.000	22.000	231.161	442.396	163.070	142.889	158.083	7.375	-0.528	-0.490	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.000	22.000	189.741	442.396	155.170	143.000	156.250	10.870	-0.230	-0.201	-0.057	23.000	22.000	235.000	442.396	179.369	145.867	161.875	4.232	-0.138	-0.145	-0.000	23.000	22.000	218.375	442.396	183.351	147.906	167.400	4.068	0.287	0.159	-0.000	23.000	22.000	195.205	442.396	152.903	132.381	142.100	15.145	1.144	1.572	0.524	23.000	22.000	198.419	442.396	158.193	131.464	147.273	11.973	0.203	-0.090	-0.199	23.000	22.000	222.500	442.396	164.090	147.208	161.385	12.443	3.945	0.061	-3.584	25.000	22.000	211.750	445.760	168.429	147.621	172.833	1.296	-0.038	-0.377	-0.425	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	53.000	22.000	198.722	460.188	174.224	158.933	177.188	2.712	-0.065	0.000	0.000	83.000	22.000	186.741	431.084	170.014	142.533	150.950	4.486	-0.363	-0.025	0.300	104.000	22.000	237.354	448.646	176.258	145.542	149.875	4.744	1.829	-0.087	-1.744	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
23.000	24.000	23.000	234.379	437.839	161.684	142.280	153.222	7.329	-0.046	-0.055	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.000	23.000	192.407	437.839	156.497	138.120	148.143	11.608	0.739	-0.136	-0.705	24.000	23.000	227.571	437.839	177.785	151.000	164.136	3.983	-0.249	-0.176	-0.057	24.000	23.000	238.419	437.839	190.170	166.556	189.176	4.374	0.306	0.144	-0.054	24.000	23.000	197.636	437.839	152.967	147.579	152.000	13.622	-1.523	-1.338	0.000	24.000	23.000	194.444	437.839	158.455	131.636	141.700	12.022	0.049	-0.289	-0.234	24.000	23.000	172.111	437.839	153.637	137.889	156.444	8.673	-3.769	0.000	3.477	26.000	23.000	197.805	441.155	159.027	145.485	182.100	1.066	-0.230	-0.299	-0.078	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	54.000	23.000	194.952	458.906	171.579	148.414	169.300	2.842	0.130	0.060	0.000	84.000	23.000	192.207	440.272	169.383	142.613	153.455	4.448	-0.038	0.000	0.060	105.000	23.000	171.625	444.685	153.135	147.679	158.000	2.398	-2.346	-0.059	2.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
24.000	25.000	24.000	247.800	445.760	165.229	143.440	152.500	6.988	-0.341	-0.343	-0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.000	24.000	201.931	445.760	155.800	136.708	153.750	11.309	-0.299	-0.335	-0.194	25.000	24.000	237.071	445.760	184.517	150.588	164.105	3.845	-0.138	-0.203	-0.000	25.000	24.000	230.206	445.760	188.501	168.875	195.467	4.328	-0.046	0.252	0.198	25.000	24.000	196.638	445.760	151.500	140.545	150.923	14.617	0.995	0.856	-0.056	25.000	24.000	200.325	445.760	155.540	132.375	149.800	12.141	0.119	-0.035	-0.254	25.000	24.000	213.250	445.760	162.700	139.400	155.750	12.730	4.056	0.000	-3.743	27.000	24.000	189.953	443.472	150.400	138.125	154.385	1.139	0.073	-0.091	-0.182	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	55.000	24.000	207.450	458.700	174.051	149.520	164.500	3.156	0.314	0.060	-0.230	85.000	24.000	185.037	439.367	175.024	138.000	146.056	3.752	-0.696	-0.025	0.510	106.000	24.000	156.950	443.318	149.612	142.607	151.733	1.935	-0.463	0.119	0.495	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
25.000	26.000	25.000	245.857	441.155	165.891	145.630	155.579	6.896	-0.092	-0.090	0.054	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.000	25.000	201.556	441.155	154.576	133.318	143.727	11.217	-0.092	-0.134	-0.125	26.000	25.000	247.489	441.155	189.395	150.531	165.889	3.734	-0.111	-0.115	-0.000	26.000	25.000	238.349	441.155	197.750	175.118	213.571	4.688	0.360	0.234	0.016	26.000	25.000	192.341	441.155	152.604	134.389	146.714	14.265	-0.352	-0.178	0.056	26.000	25.000	209.290	441.155	156.599	134.280	146.105	12.038	-0.103	-0.055	-0.144	26.000	25.000	169.857	441.155	156.645	136.037	155.333	9.477	-3.253	0.084	3.066	28.000	25.000	193.600	444.177	154.818	139.310	155.000	1.231	0.092	-0.203	-0.294	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	56.000	25.000	214.302	458.326	174.641	152.867	165.412	3.312	0.157	0.145	0.000	86.000	25.000	185.667	435.255	171.472	138.567	150.056	3.603	-0.149	0.000	0.220	107.000	25.000	173.977	444.385	156.668	138.647	143.833	2.574	0.639	0.000	-0.532	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
26.000	27.000	26.000	240.621	443.472	167.753	144.200	158.533	6.915	0.019	0.036	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.000	26.000	207.571	443.472	152.583	128.043	142.750	11.485	0.268	-0.065	-0.259	27.000	26.000	238.560	443.472	186.807	153.571	177.316	3.669	-0.065	-0.168	-0.033	27.000	26.000	244.488	443.472	200.287	163.515	180.263	4.883	0.195	0.125	0.018	27.000	26.000	195.023	443.472	152.074	135.000	140.000	14.303	0.038	-0.033	0.000	27.000	26.000	199.543	443.472	156.918	135.042	151.462	12.290	0.252	-0.055	-0.041	27.000	26.000	175.833	443.472	157.292	140.200	154.333	9.661	0.184	0.023	-0.121	29.000	26.000	176.737	444.912	153.294	142.444	158.333	1.039	-0.192	-0.289	-0.076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	57.000	26.000	204.953	459.123	174.952	155.483	176.200	3.312	0.000	0.145	0.145	87.000	26.000	203.741	438.623	168.724	138.344	149.238	3.790	0.187	0.057	-0.170	108.000	26.000	216.091	448.112	175.873	134.900	146.200	4.701	2.127	0.164	-1.871	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
27.000	28.000	27.000	228.621	444.177	167.579	144.231	168.000	6.961	0.046	0.055	-0.020	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	28.000	27.000	201.966	444.177	151.209	127.524	143.500	11.466	-0.019	-0.060	-0.060	28.000	27.000	230.818	444.177	178.723	147.647	181.545	3.355	-0.314	-0.031	0.176	28.000	27.000	257.381	444.177	204.864	150.667	166.412	4.910	0.027	0.199	0.090	28.000	27.000	224.935	444.177	160.303	140.143	145.278	15.259	0.956	-0.299	-1.101	28.000	27.000	198.968	444.177	156.853	135.320	155.800	11.965	-0.325	0.055	0.145	28.000	27.000	169.267	444.177	155.932	140.133	149.955	10.040	0.379	0.121	-0.229	30.000	27.000	184.647	447.361	158.829	143.724	165.833	1.001	-0.038	-0.069	-0.126	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	58.000	27.000	212.421	455.664	175.191	152.267	165.000	3.267	-0.046	0.145	0.145	88.000	27.000	178.296	440.629	159.742	134.893	149.375	3.549	-0.241	-0.033	0.168	109.000	27.000	176.065	446.862	158.406	141.682	153.571	3.056	-1.645	0.083	1.727	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
28.000	29.000	28.000	243.929	444.912	162.099	145.871	161.842	7.053	0.092	0.000	-0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.000	28.000	181.667	444.912	151.773	147.609	161.214	11.317	-0.149	-0.130	0.134	29.000	28.000	230.512	444.912	182.808	149.000	171.467	3.198	-0.157	-0.058	0.117	29.000	28.000	239.022	444.912	207.877	152.086	164.316	5.227	0.317	0.222	0.145	29.000	28.000	217.976	444.912	156.188	141.474	149.071	15.178	-0.081	-0.030	-0.058	29.000	28.000	199.345	444.912	157.702	139.846	154.250	11.762	-0.203	0.000	0.179	29.000	28.000	165.606	444.912	155.855	136.600	151.833	10.641	0.601	0.205	-0.327	31.000	28.000	179.259	441.570	159.816	159.032	179.455	0.606	-0.395	-0.065	0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	59.000	28.000	218.646	456.952	169.947	149.714	164.818	3.729	0.463	0.060	-0.290	89.000	28.000	199.583	438.235	168.322	139.960	155.333	3.671	0.122	-0.020	0.000	110.000	28.000	176.190	444.909	160.888	142.471	159.500	2.298	-0.758	-0.267	0.288	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
29.000	30.000	29.000	223.071	447.361	161.249	151.000	164.200	6.923	-0.130	0.000	0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30.000	29.000	185.871	447.361	151.606	142.783	159.250	11.206	-0.111	0.065	0.130	30.000	29.000	237.953	447.361	186.876	144.219	155.238	3.409	0.211	-0.000	-0.209	30.000	29.000	260.213	447.361	205.927	150.182	161.957	5.411	0.184	0.125	-0.180	30.000	29.000	231.750	447.361	157.554	144.450	156.800	15.400	0.222	0.058	-0.088	30.000	29.000	184.071	447.361	156.724	134.600	149.154	11.399	-0.363	0.055	0.364	30.000	29.000	202.815	447.361	159.737	139.862	152.857	13.235	2.595	0.229	-1.823	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	60.000	29.000	200.429	455.332	165.541	148.581	154.348	3.305	-0.425	0.000	0.373	90.000	29.000	183.000	438.869	166.070	138.484	151.389	3.224	-0.447	0.019	0.308	111.000	29.000	184.618	449.785	157.784	143.435	150.000	2.463	0.165	0.023	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
30.000	31.000	30.000	218.800	441.570	161.749	145.000	168.455	6.942	0.019	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.000	30.000	190.429	441.570	150.971	140.714	155.714	10.502	-0.704	0.000	0.578	31.000	30.000	230.659	441.570	189.784	148.867	164.214	3.382	-0.027	-0.057	-0.114	31.000	30.000	256.761	441.570	210.988	149.758	166.933	5.284	-0.127	-0.090	0.090	31.000	30.000	223.279	441.570	156.736	134.857	142.917	15.297	-0.103	0.088	0.145	31.000	30.000	183.500	441.570	154.282	137.792	150.600	11.012	-0.387	-0.055	0.289	31.000	30.000	172.000	441.570	153.433	146.310	164.182	10.694	-2.541	0.169	2.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.000	30.000	205.643	453.059	167.822	148.259	154.960	3.527	0.222	0.184	-0.061	91.000	30.000	170.250	439.668	166.950	135.679	146.353	2.891	-0.333	0.041	0.253	112.000	30.000	209.660	454.884	180.072	139.516	146.400	5.318	2.855	0.460	-2.040	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
31.000	32.000	31.000	211.355	439.694	162.737	148.517	173.818	6.858	-0.084	0.000	0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	32.000	31.000	185.107	439.694	151.922	134.261	147.000	10.786	0.284	-0.124	-0.254	32.000	31.000	234.133	439.694	190.493	139.074	156.867	3.363	-0.019	-0.000	0.023	32.000	31.000	246.565	439.694	211.356	145.906	160.923	5.140	-0.144	0.188	0.181	32.000	31.000	225.634	439.694	153.523	135.450	143.714	15.370	0.073	0.031	-0.088	32.000	31.000	201.067	439.694	156.061	133.440	149.538	10.920	-0.092	0.000	0.124	32.000	31.000	177.815	439.694	155.915	142.207	151.632	10.954	0.260	0.266	0.024	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	62.000	31.000	198.405	449.312	164.831	150.179	156.905	3.297	-0.230	-0.020	0.206	92.000	31.000	175.278	441.331	164.850	132.567	141.045	2.444	-0.447	-0.040	0.267	113.000	31.000	215.024	450.781	179.455	136.259	141.850	6.029	0.712	0.736	0.060	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
32.000	33.000	32.000	227.677	436.563	165.709	151.080	165.875	6.896	0.038	0.000	-0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.000	32.000	195.143	436.563	151.114	135.833	150.846	11.095	0.309	0.061	-0.320	33.000	32.000	244.326	436.563	197.306	147.933	174.100	3.244	-0.119	-0.056	0.121	33.000	32.000	223.089	436.563	209.139	141.393	150.350	4.244	-0.896	-0.035	0.729	33.000	32.000	211.705	436.563	152.752	138.714	152.000	15.554	0.184	0.000	-0.088	33.000	32.000	188.036	436.563	155.831	139.667	151.714	10.366	-0.555	0.000	0.308	33.000	32.000	180.074	436.563	158.061	149.067	160.739	11.433	0.479	0.015	-0.350	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	63.000	32.000	195.524	450.837	164.789	149.562	159.870	3.565	0.268	0.106	-0.143	93.000	32.000	186.891	446.340	166.510	129.615	148.000	2.371	-0.073	0.038	0.166	114.000	32.000	217.133	452.007	182.812	140.241	144.500	5.115	-0.915	-0.952	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
33.000	34.000	33.000	192.276	438.850	168.179	145.480	162.300	6.628	-0.268	0.000	0.469	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	34.000	33.000	204.034	438.850	151.806	131.111	148.636	11.317	0.222	-0.004	-0.195	34.000	33.000	248.415	438.850	192.129	145.815	163.600	3.236	-0.008	0.057	0.030	34.000	33.000	238.116	438.850	193.783	156.182	170.619	2.311	-1.934	-0.147	1.748	34.000	33.000	208.364	438.850	153.354	137.500	143.222	15.803	0.249	0.233	0.000	34.000	33.000	184.607	438.850	158.526	135.214	155.250	10.144	-0.222	0.000	0.144	34.000	33.000	181.933	438.850	157.703	132.536	144.636	11.931	0.498	0.050	-0.325	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	64.000	33.000	199.405	448.409	168.689	158.438	172.471	3.657	0.092	-0.143	-0.205	94.000	33.000	189.067	441.468	166.965	132.556	140.048	2.306	-0.065	-0.036	0.000	115.000	33.000	211.833	450.481	185.363	149.500	160.875	3.897	-1.217	-1.293	-0.182	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
34.000	35.000	34.000	184.854	441.844	163.686	150.179	161.722	5.909	-0.720	-0.033	0.421	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	35.000	34.000	200.214	441.844	149.010	132.417	146.000	11.631	0.314	0.000	-0.257	35.000	34.000	249.159	441.844	188.711	143.481	160.944	3.282	0.046	-0.000	-0.000	35.000	34.000	247.444	441.844	206.935	157.706	178.765	2.935	0.624	-0.228	-0.827	35.000	34.000	197.725	441.844	154.276	142.688	154.500	15.857	0.054	0.120	0.000	35.000	34.000	195.032	441.844	157.888	144.040	158.000	10.063	-0.081	-0.090	-0.055	35.000	34.000	209.897	441.844	160.341	139.423	152.105	13.841	1.910	0.197	-1.690	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	65.000	34.000	209.595	441.618	172.434	157.625	177.308	3.760	0.103	0.000	-0.081	95.000	34.000	176.178	442.142	164.785	138.200	150.917	2.409	0.103	-0.051	-0.081	116.000	34.000	206.147	449.208	187.521	144.400	153.480	3.859	-0.038	-0.021	-0.041	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
