dT	T (0)	dT (0)	Base Mean (0)	Body Mean (0)	Proj Mean (0)	Tip Mean (0)	Tip Th Mean (0)	Length (0)	dL (0)	DCTM (0)	DCBM (0)	T (1)	dT (1)	Base Mean (1)	Body Mean (1)	Proj Mean (1)	Tip Mean (1)	Tip Th Mean (1)	Length (1)	dL (1)	DCTM (1)	DCBM (1)	T (2)	dT (2)	Base Mean (2)	Body Mean (2)	Proj Mean (2)	Tip Mean (2)	Tip Th Mean (2)	Length (2)	dL (2)	DCTM (2)	DCBM (2)	T (3)	dT (3)	Base Mean (3)	Body Mean (3)	Proj Mean (3)	Tip Mean (3)	Tip Th Mean (3)	Length (3)	dL (3)	DCTM (3)	DCBM (3)	T (4)	dT (4)	Base Mean (4)	Body Mean (4)	Proj Mean (4)	Tip Mean (4)	Tip Th Mean (4)	Length (4)	dL (4)	DCTM (4)	DCBM (4)	T (5)	dT (5)	Base Mean (5)	Body Mean (5)	Proj Mean (5)	Tip Mean (5)	Tip Th Mean (5)	Length (5)	dL (5)	DCTM (5)	DCBM (5)
70.000	71.000	70.000	179.385	640.447	143.611	119.667	129.056	4.739	-0.322	-0.091	0.233	71.000	70.000	182.394	640.447	132.625	122.364	133.100	10.706	0.000	0.145	0.060	71.000	70.000	235.700	640.447	168.411	122.320	127.235	10.210	0.336	0.130	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
71.000	72.000	71.000	174.158	631.435	145.724	129.222	135.524	4.387	-0.352	-0.092	0.149	72.000	71.000	179.361	631.435	132.372	119.292	127.583	11.084	0.379	0.290	0.000	72.000	71.000	212.963	631.435	138.275	127.000	137.300	7.690	-2.521	-0.065	2.122	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
72.000	73.000	72.000	164.857	631.927	143.094	133.609	142.583	3.927	-0.460	-0.232	0.327	73.000	72.000	191.404	631.927	133.559	123.333	127.125	11.620	0.536	0.205	-0.169	73.000	72.000	205.286	631.927	140.412	121.739	128.533	7.931	0.241	0.194	-0.071	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
73.000	74.000	73.000	166.765	630.601	141.745	122.960	128.909	3.973	0.046	-0.092	-0.045	74.000	73.000	200.417	630.601	132.982	119.045	126.250	11.850	0.230	0.110	-0.145	74.000	73.000	198.852	630.601	139.707	122.115	128.267	8.088	0.157	0.000	-0.123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
74.000	75.000	74.000	169.395	628.513	140.203	126.654	133.211	3.567	-0.406	-0.092	0.075	75.000	74.000	182.429	628.513	132.038	123.348	127.875	11.785	-0.065	0.145	0.145	75.000	74.000	196.926	628.513	141.392	126.857	143.700	7.996	-0.092	-0.135	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
75.000	76.000	75.000	167.140	625.302	140.699	129.889	138.947	3.383	-0.184	-0.140	0.096	76.000	75.000	194.204	625.302	135.493	121.474	127.300	12.072	0.287	0.120	-0.060	76.000	75.000	203.069	625.302	141.347	129.536	135.619	8.134	0.138	-0.194	-0.265	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
76.000	77.000	76.000	167.900	604.730	137.137	125.320	137.222	3.265	-0.119	-0.092	-0.049	77.000	76.000	134.438	604.730	127.638	124.333	128.533	5.907	-6.165	0.024	5.527	77.000	76.000	208.250	604.730	143.573	131.926	138.000	8.088	-0.046	-0.200	-0.200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
77.000	78.000	77.000	167.425	607.905	138.752	124.536	131.200	3.181	-0.084	-0.092	0.048	78.000	77.000	132.455	607.905	128.247	127.000	132.929	6.202	0.295	0.110	-0.145	78.000	77.000	197.852	607.905	144.808	131.000	140.526	7.931	-0.157	-0.253	-0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
78.000	79.000	78.000	168.581	607.820	139.828	127.407	136.938	3.292	0.111	-0.092	-0.184	79.000	78.000	136.030	607.820	127.485	121.950	128.778	5.934	-0.268	0.060	0.290	79.000	78.000	215.407	607.820	146.541	130.357	140.706	7.801	-0.130	-0.129	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
79.000	80.000	79.000	173.520	623.621	141.670	127.769	147.556	3.330	0.038	-0.184	-0.136	80.000	79.000	178.154	623.621	136.547	119.667	128.200	12.310	6.375	0.197	-5.590	80.000	79.000	222.481	623.621	149.350	129.143	148.636	7.644	-0.157	-0.200	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
80.000	81.000	80.000	172.590	625.538	143.479	134.074	152.625	3.192	-0.138	-0.091	-0.019	81.000	80.000	174.417	625.538	136.135	125.762	136.429	12.318	0.008	0.086	0.060	81.000	80.000	208.778	625.538	145.595	134.448	147.625	7.143	-0.501	-0.130	0.394	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
81.000	82.000	81.000	170.382	629.077	142.981	129.828	139.118	3.016	-0.176	-0.100	-0.050	82.000	81.000	189.271	629.077	137.216	122.667	131.667	12.918	0.601	0.258	-0.205	82.000	81.000	199.643	629.077	147.984	136.355	148.818	7.021	-0.122	-0.065	0.058	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
82.000	83.000	82.000	169.162	627.872	142.211	130.258	143.083	2.932	-0.084	0.000	0.097	83.000	82.000	179.719	627.872	135.505	123.095	153.000	12.528	-0.390	0.059	0.290	83.000	82.000	197.296	627.872	147.735	132.300	142.211	6.956	-0.065	-0.065	0.006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
83.000	84.000	83.000	164.122	629.601	140.766	130.103	141.562	3.081	0.149	-0.047	-0.045	84.000	83.000	176.421	629.601	135.210	127.542	134.050	12.658	0.130	0.059	-0.027	84.000	83.000	205.630	629.601	150.375	130.276	148.125	7.048	0.092	0.000	-0.071	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
84.000	85.000	84.000	163.795	627.339	142.062	128.923	149.667	3.035	-0.046	-0.043	-0.048	85.000	84.000	184.556	627.339	135.576	127.167	131.304	12.631	-0.027	-0.086	0.059	85.000	84.000	219.679	627.339	151.323	132.552	140.211	7.270	0.222	0.065	-0.136	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
85.000	86.000	85.000	167.568	629.094	141.025	128.296	134.789	2.886	-0.149	0.000	0.048	86.000	85.000	179.804	629.094	134.730	132.320	151.500	12.413	-0.219	-0.195	0.050	86.000	85.000	220.750	629.094	152.850	122.692	130.538	7.430	0.160	0.194	-0.059	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
86.000	87.000	86.000	167.103	628.696	143.637	124.704	142.182	2.913	0.027	0.000	-0.045	87.000	86.000	188.277	628.696	135.783	125.000	132.312	12.321	-0.092	-0.145	-0.085	87.000	86.000	227.536	628.696	152.159	123.080	128.706	7.644	0.214	0.065	-0.129	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
87.000	88.000	87.000	169.775	627.337	144.698	129.130	139.000	2.978	0.065	-0.045	-0.047	88.000	87.000	176.581	627.337	133.547	129.375	139.364	11.728	-0.593	-0.145	0.205	88.000	87.000	242.633	627.337	157.023	123.957	133.714	8.080	0.436	0.194	-0.189	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
88.000	89.000	88.000	171.795	633.961	144.776	126.696	132.333	3.154	0.176	0.000	-0.185	89.000	88.000	186.255	633.961	137.287	130.379	139.467	12.034	0.306	-0.049	-0.145	89.000	88.000	266.833	633.961	157.942	127.955	135.636	8.310	0.230	0.065	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
89.000	90.000	89.000	180.108	632.708	144.081	125.565	136.778	3.429	0.276	0.092	-0.231	90.000	89.000	182.641	632.708	134.590	132.846	139.190	11.471	-0.563	-0.145	0.350	90.000	89.000	266.812	632.708	154.093	122.214	130.846	8.283	-0.027	-0.065	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
90.000	91.000	90.000	169.688	631.168	143.380	126.083	130.818	3.227	-0.203	0.000	0.136	91.000	90.000	174.881	631.168	135.783	130.036	139.062	11.211	-0.260	-0.169	0.060	91.000	90.000	208.667	631.168	152.373	128.524	134.462	7.709	-0.574	-0.130	0.394	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
91.000	92.000	91.000	184.162	627.986	146.108	130.478	142.100	3.337	0.111	-0.092	-0.090	92.000	91.000	173.739	627.986	135.880	138.467	154.462	11.065	-0.146	-0.145	0.060	92.000	91.000	272.700	627.986	156.991	125.862	135.214	8.015	0.306	-0.194	-0.459	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
92.000	93.000	92.000	181.846	630.837	143.556	127.917	136.818	3.318	-0.019	0.000	0.000	93.000	92.000	175.366	630.837	136.829	131.964	142.222	10.935	-0.130	-0.060	-0.036	93.000	92.000	230.778	630.837	155.108	128.393	137.000	7.625	-0.390	-0.130	0.264	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
93.000	94.000	93.000	182.220	624.863	145.106	128.083	136.667	3.311	-0.008	-0.092	-0.002	94.000	93.000	181.951	624.863	136.858	131.667	142.474	10.916	-0.019	-0.120	-0.085	94.000	93.000	236.963	624.863	156.250	132.148	141.400	7.606	-0.019	-0.004	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
94.000	95.000	94.000	174.977	624.900	143.404	129.261	139.500	3.027	-0.284	-0.184	0.184	95.000	94.000	186.512	624.900	139.889	140.345	152.789	10.981	0.065	-0.145	-0.205	95.000	94.000	218.630	624.900	155.901	132.192	139.765	7.422	-0.184	-0.060	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
95.000	96.000	95.000	164.421	625.611	143.263	126.926	138.231	2.181	-0.846	-0.290	0.338	96.000	95.000	192.979	625.611	141.168	137.500	155.214	11.130	0.149	-0.145	-0.205	96.000	95.000	208.741	625.611	150.320	127.172	132.208	7.460	0.038	0.000	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
96.000	97.000	96.000	160.889	625.203	141.649	129.714	136.909	1.886	-0.295	-0.234	0.031	97.000	96.000	181.952	625.203	140.445	134.241	152.333	10.836	-0.295	-0.229	-0.037	97.000	96.000	203.963	625.203	151.709	126.720	141.500	7.479	0.019	-0.134	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
97.000	98.000	97.000	188.000	635.013	NaN	NaN	NaN	NaN	NaN	0.000	0.000	98.000	97.000	178.359	635.013	139.335	132.583	145.154	10.706	-0.130	-0.060	-0.024	98.000	97.000	201.643	635.013	152.384	119.476	130.000	7.996	0.517	0.329	-0.135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
98.000	99.000	98.000	162.545	627.999	145.683	136.923	150.692	0.863	0.863	0.000	0.000	99.000	98.000	179.095	627.999	139.081	128.000	134.895	10.798	0.092	0.000	-0.085	99.000	98.000	244.241	627.999	157.129	127.741	133.667	8.692	0.696	0.200	-0.454	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
99.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	100.000	99.000	188.833	637.082	140.088	126.238	135.333	11.157	0.360	0.110	-0.145	100.000	99.000	236.714	637.082	154.571	125.800	132.917	9.128	0.436	0.324	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
100.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.000	100.000	177.881	624.193	140.093	125.091	131.385	11.203	0.046	0.230	0.170	101.000	100.000	235.111	624.193	151.731	122.167	126.824	9.430	0.303	0.135	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
101.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	102.000	101.000	180.114	633.617	139.289	128.167	134.188	11.406	0.203	0.145	0.000	102.000	101.000	246.037	633.617	154.740	122.217	134.700	9.870	0.439	0.389	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
102.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	103.000	102.000	182.489	638.946	138.034	127.550	138.875	11.720	0.314	0.230	-0.025	103.000	102.000	242.552	638.946	152.082	125.524	132.455	10.287	0.417	0.259	-0.135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
103.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	104.000	103.000	188.341	634.231	137.746	126.381	134.250	11.877	0.157	0.205	0.025	104.000	103.000	255.400	634.231	151.683	125.636	138.857	10.615	0.328	0.195	-0.190	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
104.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	105.000	104.000	186.229	635.967	137.002	125.050	130.067	12.172	0.295	0.230	-0.085	105.000	104.000	252.704	635.967	153.336	124.818	129.667	10.856	0.241	0.255	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
105.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	106.000	105.000	183.234	631.555	139.257	124.900	168.000	12.356	0.184	0.230	0.085	106.000	105.000	255.586	631.555	151.503	121.273	131.600	11.254	0.398	0.195	-0.134	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
106.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	107.000	106.000	140.419	604.070	135.379	125.700	134.500	5.563	-6.792	-0.436	5.683	107.000	106.000	222.852	604.070	148.340	125.091	128.400	11.151	-0.103	0.260	0.393	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
107.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	108.000	107.000	142.107	606.722	132.566	125.238	128.500	6.930	1.366	0.990	-0.317	108.000	107.000	235.414	606.722	149.113	129.120	135.357	11.338	0.187	0.203	-0.061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
108.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	109.000	108.000	144.467	605.371	133.529	122.944	129.583	6.681	-0.249	0.205	0.461	109.000	108.000	240.897	605.371	146.880	123.680	134.000	11.533	0.195	0.130	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
109.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	110.000	109.000	143.844	603.300	133.755	123.947	133.900	7.087	0.406	0.172	-0.205	110.000	109.000	229.037	603.300	144.971	125.150	137.167	11.384	-0.149	-0.065	0.134	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	111.000	110.000	142.667	603.563	132.233	120.286	132.167	7.595	0.509	0.000	-0.469	111.000	110.000	227.393	603.563	144.868	122.826	131.643	11.552	0.168	0.065	-0.130	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
111.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.000	111.000	188.255	622.077	136.328	120.294	124.750	13.971	6.375	0.376	-5.326	112.000	111.000	218.143	622.077	144.068	129.048	134.667	11.571	0.019	0.065	0.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
112.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	113.000	112.000	177.257	615.632	134.653	123.176	131.800	13.240	-0.731	-0.376	0.178	113.000	112.000	232.346	615.632	143.714	129.833	133.773	11.827	0.257	-0.065	-0.195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
113.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	114.000	113.000	190.792	616.409	136.841	125.353	130.769	14.063	0.823	0.435	-0.179	114.000	113.000	226.345	616.409	143.638	129.040	140.167	11.655	-0.173	-0.065	-0.004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
114.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	115.000	114.000	181.568	615.413	137.317	124.176	131.500	12.788	-1.274	-1.016	0.033	115.000	114.000	225.250	615.413	142.052	125.273	133.083	11.736	0.081	-0.065	-0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
115.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	116.000	115.000	177.818	619.261	138.661	125.062	132.600	12.704	-0.084	0.000	0.086	116.000	115.000	206.036	619.261	138.317	123.800	131.636	11.770	0.035	0.260	0.263	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
116.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	117.000	116.000	173.484	616.134	138.300	127.389	135.333	12.547	-0.157	0.000	0.059	117.000	116.000	219.394	616.134	139.181	129.850	138.818	11.938	0.168	0.065	-0.126	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
117.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	118.000	117.000	177.607	614.356	138.545	119.762	128.333	12.574	0.027	0.086	0.086	118.000	117.000	213.893	614.356	138.089	125.158	134.500	12.042	0.103	0.195	0.065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
118.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.000	118.000	176.074	618.847	139.524	124.682	139.875	12.593	0.019	0.060	0.000	119.000	118.000	230.628	618.847	140.726	124.333	130.667	12.669	0.628	0.133	-0.192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
