 	T (0)	Base X (0)	Base Y (0)	Tip X (0)	Tip Y (0)	||[body,base]|| (0)	||[base,tip]||  (0)	||[base,tip]|| : [body,base] (0)	[base,tip] ? [body,base] (0)	?||[base,tip]|| : [body,base] (0)	||[tip(t-1),tip(t)]|| : [base,tip] (0)	||[base(t-1),base(t)]|| : [base,tip] (0)	T (1)	Base X (1)	Base Y (1)	Tip X (1)	Tip Y (1)	||[body,base]|| (1)	||[base,tip]||  (1)	||[base,tip]|| : [body,base] (1)	[base,tip] ? [body,base] (1)	?||[base,tip]|| : [body,base] (1)	||[tip(t-1),tip(t)]|| : [base,tip] (1)	||[base(t-1),base(t)]|| : [base,tip] (1)	T (2)	Base X (2)	Base Y (2)	Tip X (2)	Tip Y (2)	||[body,base]|| (2)	||[base,tip]||  (2)	||[base,tip]|| : [body,base] (2)	[base,tip] ? [body,base] (2)	?||[base,tip]|| : [body,base] (2)	||[tip(t-1),tip(t)]|| : [base,tip] (2)	||[base(t-1),base(t)]|| : [base,tip] (2)	T (3)	Base X (3)	Base Y (3)	Tip X (3)	Tip Y (3)	||[body,base]|| (3)	||[base,tip]||  (3)	||[base,tip]|| : [body,base] (3)	[base,tip] ? [body,base] (3)	?||[base,tip]|| : [body,base] (3)	||[tip(t-1),tip(t)]|| : [base,tip] (3)	||[base(t-1),base(t)]|| : [base,tip] (3)	T (4)	Base X (4)	Base Y (4)	Tip X (4)	Tip Y (4)	||[body,base]|| (4)	||[base,tip]||  (4)	||[base,tip]|| : [body,base] (4)	[base,tip] ? [body,base] (4)	?||[base,tip]|| : [body,base] (4)	||[tip(t-1),tip(t)]|| : [base,tip] (4)	||[base(t-1),base(t)]|| : [base,tip] (4)	T (5)	Base X (5)	Base Y (5)	Tip X (5)	Tip Y (5)	||[body,base]|| (5)	||[base,tip]||  (5)	||[base,tip]|| : [body,base] (5)	[base,tip] ? [body,base] (5)	?||[base,tip]|| : [body,base] (5)	||[tip(t-1),tip(t)]|| : [base,tip] (5)	||[base(t-1),base(t)]|| : [base,tip] (5)	T (6)	Base X (6)	Base Y (6)	Tip X (6)	Tip Y (6)	||[body,base]|| (6)	||[base,tip]||  (6)	||[base,tip]|| : [body,base] (6)	[base,tip] ? [body,base] (6)	?||[base,tip]|| : [body,base] (6)	||[tip(t-1),tip(t)]|| : [base,tip] (6)	||[base(t-1),base(t)]|| : [base,tip] (6)	T (7)	Base X (7)	Base Y (7)	Tip X (7)	Tip Y (7)	||[body,base]|| (7)	||[base,tip]||  (7)	||[base,tip]|| : [body,base] (7)	[base,tip] ? [body,base] (7)	?||[base,tip]|| : [body,base] (7)	||[tip(t-1),tip(t)]|| : [base,tip] (7)	||[base(t-1),base(t)]|| : [base,tip] (7)	T (8)	Base X (8)	Base Y (8)	Tip X (8)	Tip Y (8)	||[body,base]|| (8)	||[base,tip]||  (8)	||[base,tip]|| : [body,base] (8)	[base,tip] ? [body,base] (8)	?||[base,tip]|| : [body,base] (8)	||[tip(t-1),tip(t)]|| : [base,tip] (8)	||[base(t-1),base(t)]|| : [base,tip] (8)
115	94.000	17.420	7.345	20.605	5.850	5.798	3.518	1.706	9.891	-0.127	NaN	0.055	94.000	12.220	13.715	6.305	19.175	4.845	8.050	6.531	31.645	0.048	-0.092	0.231	94.000	22.880	16.835	30.875	20.085	6.925	8.630	8.493	58.812	0.057	NaN	-0.049	94.000	13.910	19.240	11.180	24.830	6.861	6.221	6.220	42.673	0.292	NaN	-0.291	94.000	19.435	25.675	22.425	28.990	12.773	4.464	3.819	48.778	0.160	-0.227	-0.285	94.000	16.705	22.620	16.250	27.430	9.496	4.831	4.823	45.795	6.340E-4	NaN	-0.006	94.000	12.220	18.135	6.565	27.105	6.942	10.604	10.386	72.095	0.075	NaN	-0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
116	95.000	17.485	7.280	20.605	5.850	5.868	3.432	1.668	9.785	-0.038	NaN	0.086	95.000	12.480	13.715	6.240	19.240	4.587	8.334	6.894	31.624	0.363	0.092	-0.195	95.000	22.880	16.835	30.810	20.020	6.925	8.546	8.404	58.191	-0.090	-0.085	NaN	95.000	14.105	19.045	11.180	24.830	6.599	6.482	6.482	42.774	0.262	NaN	-0.262	95.000	19.435	25.610	22.425	28.990	12.710	4.513	3.885	49.373	0.066	NaN	-0.049	95.000	16.640	22.750	16.250	27.365	9.628	4.631	4.627	44.548	-0.196	-0.065	0.135	95.000	12.220	18.070	6.630	27.105	6.895	10.624	10.373	71.521	-0.013	-0.034	-0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
117	96.000	17.485	7.280	20.540	5.850	5.791	3.373	1.291	7.478	-0.376	-0.059	NaN	96.000	12.415	13.715	6.240	19.175	5.369	8.243	6.791	36.462	-0.103	-0.043	0.049	96.000	23.985	17.030	30.810	20.020	7.393	7.451	7.364	54.443	-1.040	NaN	1.090	96.000	14.040	19.045	11.115	24.830	7.035	6.482	6.458	45.431	-0.024	0.029	0.029	96.000	19.435	25.480	22.425	28.990	12.529	4.611	3.881	48.630	-0.004	NaN	-0.099	96.000	16.640	22.685	16.250	27.430	9.683	4.761	4.759	46.078	0.131	0.065	-0.065	96.000	12.220	18.070	6.630	27.105	7.455	10.624	10.209	76.105	-0.164	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
118	97.000	17.355	7.280	20.605	5.850	5.921	3.551	1.286	7.613	-0.005	0.059	-0.119	97.000	12.350	13.715	6.240	19.240	5.291	8.238	6.623	35.042	-0.167	0.044	0.048	97.000	23.725	16.965	30.810	20.020	7.179	7.716	7.634	54.807	0.270	NaN	-0.264	97.000	14.105	18.980	11.180	24.895	6.767	6.599	6.574	44.485	0.116	0.029	-0.087	97.000	19.500	25.675	22.425	28.925	12.622	4.372	3.650	46.074	-0.231	-0.048	0.188	97.000	16.640	22.880	16.250	27.495	9.734	4.631	4.631	45.077	-0.128	0.065	0.194	97.000	12.480	17.615	6.630	27.105	6.775	11.148	10.625	71.986	0.416	NaN	-0.524	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
119	98.000	17.225	7.475	20.605	5.850	5.723	3.750	1.509	8.636	0.223	NaN	-0.202	98.000	12.285	13.715	6.240	19.240	5.161	8.189	6.571	33.914	-0.053	NaN	0.048	98.000	23.335	16.835	30.810	20.020	6.945	8.125	8.035	55.808	0.402	NaN	-0.410	98.000	14.105	18.850	11.115	24.960	6.555	6.802	6.783	44.464	0.209	0.087	-0.117	98.000	19.305	25.740	22.295	28.795	12.686	4.275	3.465	43.961	-0.185	-0.184	-0.090	98.000	16.640	22.750	16.250	27.430	9.587	4.696	4.696	45.022	0.065	-0.065	-0.130	98.000	12.480	17.615	6.565	27.105	6.629	11.182	10.736	71.166	0.111	0.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
120	99.000	17.355	7.540	20.540	5.850	5.655	3.606	1.690	9.557	0.181	-0.057	0.084	99.000	12.155	13.910	6.305	19.175	5.249	7.870	6.513	34.184	-0.058	-0.092	0.227	99.000	23.270	16.835	30.810	20.020	6.945	8.185	8.091	56.193	0.055	NaN	-0.060	99.000	13.910	19.045	10.985	25.090	6.789	6.715	6.693	45.440	-0.090	0.174	0.260	99.000	19.305	25.870	22.230	28.795	12.824	4.137	3.336	42.778	-0.130	-0.046	0.092	99.000	16.640	22.750	16.250	27.495	9.582	4.761	4.761	45.617	0.065	0.065	NaN	99.000	12.350	17.810	6.565	27.105	6.808	10.948	10.554	71.850	-0.182	NaN	0.234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
121	100.000	17.290	7.605	20.605	5.850	5.655	3.751	1.755	9.925	0.065	0.057	-0.088	100.000	12.155	13.845	6.240	19.240	5.168	8.006	6.488	33.530	-0.025	0.092	-0.044	100.000	23.205	16.900	30.810	20.020	6.945	8.220	8.112	56.340	0.021	NaN	-0.035	100.000	13.910	18.980	10.920	25.285	6.644	6.978	6.949	46.171	0.256	0.204	-0.059	100.000	19.370	26.130	22.230	28.730	13.037	3.865	3.023	39.411	-0.313	-0.044	0.223	100.000	16.510	23.140	16.250	27.430	9.911	4.298	4.297	42.588	-0.464	-0.065	0.397	100.000	12.545	17.615	6.565	27.105	6.441	11.217	10.823	69.704	0.269	NaN	-0.269	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
122	101.000	17.225	7.605	20.605	5.850	4.942	3.808	1.665	8.230	-0.090	NaN	-0.058	101.000	12.220	13.780	6.305	19.175	5.281	8.006	7.013	37.036	0.525	-0.092	-0.092	101.000	23.205	17.030	30.810	20.020	7.371	8.172	7.855	57.899	-0.257	NaN	0.048	101.000	13.910	18.785	10.985	25.285	7.128	7.128	7.104	50.637	0.155	-0.027	-0.178	101.000	18.590	24.830	22.165	28.600	12.347	5.196	4.109	50.730	1.086	-0.139	-1.480	101.000	16.510	23.010	16.250	27.430	10.499	4.428	4.427	46.475	0.129	NaN	-0.130	101.000	12.480	17.745	6.630	27.105	7.128	11.038	10.830	77.191	0.007	-0.034	0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
123	102.000	17.030	7.735	20.670	5.850	4.562	4.099	1.621	7.394	-0.045	0.058	-0.233	102.000	12.350	13.715	6.305	19.175	5.205	8.146	7.312	38.063	0.300	NaN	-0.140	102.000	23.270	17.160	30.810	20.020	7.665	8.064	7.637	58.542	-0.217	NaN	0.107	102.000	13.975	18.460	11.050	25.090	7.040	7.247	7.220	50.827	0.116	-0.205	-0.324	102.000	18.460	24.505	21.970	28.405	12.270	5.247	4.200	51.537	0.092	-0.275	-0.329	102.000	16.510	23.010	16.250	27.430	10.758	4.428	4.427	47.624	1.795E-4	NaN	NaN	102.000	12.870	17.290	6.565	27.105	6.721	11.666	11.517	77.402	0.688	0.035	-0.594	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
124	103.000	17.160	7.540	20.670	5.850	4.617	3.896	1.590	7.343	-0.030	NaN	0.202	103.000	12.480	13.650	6.305	19.175	5.037	8.286	7.537	37.962	0.224	NaN	-0.140	103.000	23.335	17.160	30.810	20.020	7.848	8.003	7.582	59.501	-0.056	NaN	0.061	103.000	13.975	18.395	11.050	25.025	7.066	7.247	7.227	51.068	0.007	-0.059	-0.059	103.000	18.395	24.180	21.970	28.340	12.076	5.485	4.470	53.974	0.269	-0.049	-0.289	103.000	16.575	22.880	16.250	27.365	10.749	4.497	4.497	48.334	0.070	-0.065	-0.134	103.000	12.935	17.225	6.630	27.105	6.684	11.720	11.603	77.550	0.086	-0.035	-0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
125	104.000	17.290	7.410	20.605	5.850	4.550	3.664	1.560	7.098	-0.030	-0.059	0.173	104.000	12.480	13.715	6.305	19.175	5.120	8.243	7.672	39.284	0.136	NaN	0.043	104.000	23.010	17.095	30.810	20.020	7.687	8.330	7.758	59.636	0.177	NaN	-0.327	104.000	13.910	18.330	11.115	24.960	7.211	7.195	7.167	51.680	-0.061	-0.085	-0.035	104.000	18.265	23.790	21.645	28.015	11.870	5.411	4.488	53.277	0.019	-0.457	-0.386	104.000	16.575	22.880	16.250	27.430	10.943	4.562	4.562	49.918	0.065	0.065	NaN	104.000	12.805	17.355	6.565	27.105	7.016	11.576	11.487	80.588	-0.116	0.035	0.180	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
126	105.000	17.355	7.540	20.670	5.850	4.165	3.721	1.843	7.677	0.283	0.058	-0.001	105.000	12.480	13.715	6.240	19.240	5.095	8.334	7.916	40.336	0.244	0.092	NaN	105.000	23.075	17.160	30.810	20.020	8.050	8.247	7.624	61.368	-0.135	NaN	0.084	105.000	13.910	18.525	11.180	24.895	7.559	6.930	6.925	52.348	-0.242	-0.085	0.179	105.000	18.135	23.270	20.995	27.365	11.611	4.995	4.321	50.168	-0.168	-0.905	-0.501	105.000	16.510	23.010	16.250	27.495	11.329	4.493	4.493	50.894	-0.069	0.065	0.134	105.000	12.480	17.810	6.630	27.105	7.696	10.983	10.936	84.170	-0.550	-0.035	0.558	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
127	106.000	17.485	7.540	20.605	5.850	4.100	3.548	1.836	7.529	-0.007	-0.057	0.114	106.000	12.480	13.715	6.240	19.240	5.240	8.334	7.920	41.506	0.004	NaN	NaN	106.000	23.205	17.290	30.810	20.020	8.183	8.080	7.384	60.422	-0.240	NaN	0.166	106.000	13.845	18.655	11.245	24.830	7.820	6.700	6.689	52.306	-0.236	-0.085	0.145	106.000	18.005	22.880	20.995	27.430	11.268	5.445	4.731	53.303	0.410	0.054	-0.397	106.000	16.510	23.140	16.250	27.495	11.531	4.363	4.363	50.307	-0.130	NaN	0.130	106.000	12.285	18.070	6.630	27.105	8.152	10.659	10.604	86.444	-0.333	NaN	0.324	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
128	107.000	17.550	7.475	20.605	5.850	4.043	3.460	1.865	7.542	0.029	NaN	0.088	107.000	12.285	13.910	6.305	19.175	5.494	7.967	7.681	42.204	-0.239	-0.092	0.275	107.000	23.335	17.355	30.810	20.020	8.459	7.936	7.242	61.263	-0.141	NaN	0.144	107.000	13.650	18.980	11.245	24.830	8.286	6.325	6.315	52.327	-0.374	NaN	0.375	107.000	17.875	22.555	20.735	27.300	11.069	5.540	4.905	54.291	0.174	-0.246	-0.345	107.000	16.575	22.945	16.250	27.495	11.458	4.562	4.561	52.263	0.198	NaN	-0.199	107.000	12.025	18.525	6.630	27.105	8.736	10.135	10.106	88.286	-0.498	NaN	0.524	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
129	108.000	17.550	7.735	20.605	5.850	4.302	3.590	2.110	9.080	0.245	NaN	-0.137	108.000	12.220	13.910	6.305	19.175	5.348	7.919	7.391	39.529	-0.290	NaN	0.049	108.000	23.335	17.355	30.810	20.085	8.108	7.958	7.428	60.223	0.185	0.022	NaN	108.000	13.650	19.110	11.180	24.830	7.936	6.231	6.219	49.356	-0.096	0.026	0.119	108.000	18.395	23.855	20.735	27.040	11.888	3.952	3.400	40.416	-1.505	-0.210	1.356	108.000	16.575	22.945	16.250	27.430	10.939	4.497	4.496	49.187	-0.065	-0.065	NaN	108.000	12.090	18.590	6.630	27.105	8.335	10.115	10.071	83.938	-0.035	NaN	0.020	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
130	109.000	17.680	7.670	20.670	5.850	4.056	3.500	2.144	8.695	0.034	0.056	0.145	109.000	12.285	13.910	6.305	19.175	5.412	7.967	7.609	41.177	0.218	NaN	-0.049	109.000	23.270	17.290	30.810	20.020	8.233	8.019	7.389	60.840	-0.038	-0.022	-0.083	109.000	13.715	18.915	11.115	24.960	8.023	6.580	6.573	52.741	0.354	0.145	-0.205	109.000	18.200	23.335	20.735	27.040	11.676	4.489	3.904	45.579	0.504	NaN	-0.539	109.000	16.575	22.880	16.250	27.495	11.199	4.626	4.626	51.807	0.130	0.065	-0.065	109.000	12.155	18.460	6.565	27.105	8.450	10.295	10.270	86.782	0.199	0.035	-0.144	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
131	110.000	17.810	7.670	20.670	5.850	3.944	3.390	2.224	8.771	0.080	NaN	0.110	110.000	12.220	13.975	6.305	19.175	5.553	7.876	7.584	42.111	-0.025	NaN	0.092	110.000	23.400	17.355	30.810	20.020	8.461	7.875	7.230	61.174	-0.160	NaN	0.144	110.000	13.650	18.915	10.985	25.155	8.169	6.785	6.777	55.360	0.204	0.230	0.026	110.000	18.070	23.010	20.800	26.975	11.471	4.814	4.155	47.666	0.252	-0.017	-0.341	110.000	16.705	22.685	16.250	27.560	11.127	4.896	4.891	54.422	0.265	0.065	-0.206	110.000	12.220	18.330	6.630	27.105	8.411	10.404	10.379	87.297	0.109	-0.035	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
132	111.000	18.005	7.475	20.735	5.850	4.029	3.177	2.084	8.395	-0.140	0.056	0.267	111.000	12.350	13.780	6.305	19.175	5.466	8.102	7.773	42.487	0.189	NaN	-0.227	111.000	23.400	17.355	30.810	20.020	8.504	7.875	7.178	61.039	-0.052	NaN	NaN	111.000	13.585	19.045	10.985	25.220	8.459	6.700	6.690	56.594	-0.087	0.060	0.145	111.000	17.940	22.750	20.800	26.975	11.329	5.102	4.382	49.644	0.227	NaN	-0.288	111.000	16.770	22.490	16.250	27.430	11.062	4.967	4.959	54.857	0.068	-0.129	-0.201	111.000	12.285	18.200	6.630	27.105	8.411	10.549	10.522	88.501	0.143	NaN	-0.145	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
133	112.000	18.135	6.825	20.670	5.850	4.704	2.716	1.447	6.806	-0.637	-0.061	0.355	112.000	12.415	13.845	6.305	19.240	5.378	8.151	7.878	42.364	0.105	0.043	-0.006	112.000	23.270	17.355	30.810	20.020	8.457	7.997	7.253	61.343	0.075	NaN	-0.123	112.000	13.585	19.045	10.855	25.285	8.431	6.811	6.807	57.392	0.117	0.112	NaN	112.000	17.875	22.685	20.670	26.975	11.264	5.120	4.444	50.058	0.062	-0.071	-0.090	112.000	16.705	22.620	16.250	27.430	11.192	4.831	4.826	54.012	-0.133	NaN	0.136	112.000	12.350	18.005	6.630	27.105	8.177	10.748	10.716	87.627	0.194	NaN	-0.200	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
134	113.000	18.070	6.890	20.670	5.850	4.704	2.800	1.523	7.166	0.076	NaN	-0.084	113.000	12.415	13.845	6.305	19.240	5.291	8.151	7.866	41.616	-0.012	NaN	NaN	113.000	23.075	17.290	30.810	20.020	8.274	8.203	7.439	61.546	0.186	NaN	-0.206	113.000	13.650	18.850	10.855	25.350	8.141	7.075	7.070	57.553	0.263	0.060	-0.205	113.000	17.810	22.685	20.670	26.975	11.199	5.156	4.449	49.821	0.005	NaN	-0.036	113.000	16.510	22.945	16.250	27.365	11.458	4.428	4.428	50.734	-0.398	-0.065	0.336	113.000	12.285	18.070	6.630	27.105	8.177	10.659	10.625	86.883	-0.091	NaN	0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
135	114.000	18.070	6.825	20.670	5.850	4.756	2.777	1.421	6.760	-0.102	NaN	0.023	114.000	12.350	13.910	6.305	19.175	5.436	8.016	7.751	42.132	-0.115	-0.043	0.092	114.000	23.270	17.225	30.810	20.020	8.322	8.041	7.398	61.567	-0.041	NaN	0.160	114.000	13.585	18.980	10.920	25.285	8.314	6.845	6.835	56.830	-0.234	-0.085	0.145	114.000	17.810	22.750	20.605	27.105	11.260	5.175	4.494	50.607	0.046	0.074	0.055	114.000	16.510	22.945	16.250	27.430	11.462	4.493	4.492	51.494	0.065	0.065	NaN	114.000	12.285	18.005	6.630	27.105	8.164	10.714	10.667	87.086	0.042	NaN	-0.055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
136	115.000	18.005	6.955	20.670	5.850	4.640	2.885	1.606	7.453	0.185	NaN	-0.110	115.000	12.350	13.845	6.305	19.175	5.291	8.059	7.779	41.156	0.028	NaN	-0.043	115.000	23.075	17.160	30.810	20.020	8.230	8.247	7.585	62.429	0.187	NaN	-0.205	115.000	13.650	19.045	10.985	25.220	8.290	6.726	6.724	55.740	-0.111	-0.085	0.034	115.000	17.680	22.555	20.670	27.105	11.065	5.445	4.702	52.027	0.207	0.036	-0.234	115.000	16.575	22.880	16.250	27.430	11.387	4.562	4.560	51.925	0.068	NaN	-0.069	115.000	12.025	18.460	6.630	27.105	8.607	10.190	10.164	87.479	-0.503	NaN	0.524	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
137	116.000	17.940	6.955	20.670	5.850	4.640	2.945	1.619	7.512	0.013	NaN	-0.060	116.000	12.285	13.845	6.305	19.240	5.291	8.054	7.749	40.999	-0.030	0.044	0.048	116.000	22.685	17.030	30.810	20.020	7.906	8.658	7.901	62.467	0.316	NaN	-0.411	116.000	13.585	19.370	10.920	25.220	8.586	6.428	6.428	55.191	-0.296	0.027	0.323	116.000	17.680	22.490	20.605	27.105	11.004	5.464	4.780	52.597	0.078	-0.035	-0.055	116.000	16.510	22.945	16.250	27.365	11.452	4.428	4.427	50.700	-0.133	-0.065	0.069	116.000	12.025	18.460	6.565	27.105	8.569	10.225	10.206	87.453	0.042	0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
138	117.000	18.135	6.760	20.670	5.850	4.921	2.693	1.425	7.014	-0.194	NaN	0.249	117.000	12.025	13.910	6.305	19.175	5.584	7.774	7.400	41.321	-0.350	-0.044	0.235	117.000	22.945	17.095	30.875	20.085	8.047	8.475	7.818	62.910	-0.083	0.084	0.266	117.000	13.650	19.370	10.920	25.220	8.527	6.456	6.454	55.035	0.027	NaN	-0.027	117.000	17.615	22.425	20.605	27.040	10.867	5.499	4.753	51.651	-0.027	-0.055	-0.090	117.000	16.510	23.010	16.250	27.365	11.455	4.363	4.363	49.973	-0.065	NaN	0.065	117.000	12.155	18.330	6.565	27.105	8.373	10.404	10.383	86.934	0.177	NaN	-0.179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
139	118.000	18.200	6.760	20.605	5.850	4.844	2.571	1.375	6.663	-0.050	-0.061	0.061	118.000	12.090	13.975	6.305	19.175	5.698	7.779	7.467	42.550	0.067	NaN	-0.005	118.000	23.075	17.160	30.875	20.085	8.136	8.330	7.641	62.171	-0.177	NaN	0.145	118.000	13.650	19.825	10.985	25.155	9.056	5.959	5.949	53.873	-0.505	-0.087	0.407	118.000	17.615	22.490	20.605	26.975	10.992	5.390	4.588	50.434	-0.165	-0.054	0.054	118.000	16.575	22.945	16.250	27.365	11.458	4.432	4.431	50.776	0.069	NaN	-0.070	118.000	12.090	18.330	6.630	27.105	8.541	10.335	10.295	87.926	-0.088	-0.034	0.034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
140	119.000	18.005	6.825	20.605	5.850	4.794	2.777	1.516	7.267	0.140	NaN	-0.205	119.000	11.115	14.365	6.305	19.175	6.512	6.802	6.434	41.895	-1.033	NaN	0.965	119.000	22.815	17.160	30.810	20.085	8.136	8.513	7.781	63.312	0.140	-0.061	-0.244	119.000	13.325	20.605	11.050	25.025	9.801	4.971	4.949	48.503	-1.000	-0.145	0.842	119.000	17.550	22.425	20.605	26.975	10.936	5.480	4.707	51.473	0.119	NaN	-0.090	119.000	16.575	22.880	16.250	27.365	11.382	4.497	4.494	51.144	0.062	NaN	-0.065	119.000	12.155	18.330	6.630	27.040	8.350	10.315	10.302	86.021	0.008	-0.055	-0.035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
141	120.000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	120.000	11.245	14.300	6.305	19.175	6.366	6.940	6.579	41.882	0.145	NaN	-0.138	120.000	22.880	17.095	30.810	20.085	8.139	8.475	7.817	63.620	0.036	NaN	0.038	120.000	13.260	20.930	11.050	25.090	10.127	4.711	4.680	47.396	-0.269	0.057	0.318	120.000	17.680	22.360	20.605	26.910	10.879	5.409	4.732	51.482	0.025	-0.055	0.016	120.000	16.575	22.880	16.250	27.365	11.382	4.497	4.494	51.144	NaN	NaN	NaN	120.000	12.220	18.265	6.630	27.105	8.259	10.459	10.447	86.283	0.145	0.055	-0.090	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
